env_steps,critic_loss,q1
1000,40.5931,-37.6122
1100,62.146,-67.6187
1200,73.7012,-69.9673
1300,76.8904,-73.7078
1400,74.9096,-76.9795
1500,78.6515,-80.0312
1600,78.9376,-83.1504
1700,89.6348,-85.5154
1800,90.7854,-88.3892
1900,109.64,-89.6802
2000,93.6581,-91.0639
2100,99.9946,-93.3051
2200,112.6463,-96.3588
2300,113.5637,-98.9099
2400,135.0902,-100.6748
2500,149.0157,-102.3455
2600,131.0632,-104.2916
2700,137.0619,-105.257
2800,135.7757,-106.4415
2900,147.849,-107.3547
3000,112.6046,-107.9064
3100,130.2073,-108.0603
3200,159.4561,-109.0131
3300,141.1303,-111.0089
3400,130.8025,-112.8517
3500,149.3126,-114.4245
3600,160.8071,-115.4213
3700,152.4905,-116.8195
3800,138.1463,-117.7931
3900,145.2852,-118.2982
4000,179.5673,-118.7228
4100,162.8509,-119.0673
4200,162.7261,-119.5883
4300,152.9097,-119.7578
4400,140.583,-120.471
4500,159.4697,-120.6429
4600,131.9061,-121.0162
4700,163.1509,-120.3973
4800,190.4696,-119.8494
4900,152.8673,-119.5445
5000,145.9455,-119.4023
5100,154.1009,-119.0663
5200,172.9008,-119.1508
5300,160.4411,-118.8639
5400,133.3304,-118.9238
5500,135.1838,-118.9352
5600,122.7089,-119.3858
5700,153.2026,-119.7406
5800,153.2436,-119.786
5900,123.2125,-119.4727
6000,158.2841,-118.8288
6100,177.7889,-119.138
6200,154.3431,-119.5863
6300,145.072,-120.1173
6400,140.1291,-120.7225
6500,162.1822,-120.7955
6600,141.8713,-121.5489
6700,169.0282,-121.4608
6800,154.7397,-121.86
6900,149.1657,-121.6701
7000,140.0494,-121.5195
7100,158.8336,-121.4192
7200,185.5763,-121.0217
7300,154.0068,-121.0823
7400,152.9589,-121.2833
7500,115.9247,-122.0375
7600,184.7567,-121.7318
7700,160.6535,-122.0542
7800,153.2456,-122.104
7900,149.6267,-122.3125
8000,162.5602,-122.2801
8100,153.5489,-122.5603
8200,155.653,-122.7927
8300,204.8264,-122.6136
8400,165.8757,-123.0148
8500,188.7747,-122.7458
8600,186.6557,-123.1634
8700,151.1288,-123.83
8800,161.3856,-123.9416
8900,169.7823,-124.1378
9000,171.7859,-124.5223
9100,174.2786,-124.2666
9200,175.7478,-124.7321
9300,181.5158,-124.7116
9400,149.3018,-125.2302
9500,176.4678,-125.3838
9600,194.1295,-125.681
9700,160.1363,-126.0894
9800,158.0602,-126.4194
9900,179.8989,-126.6963
10000,158.9657,-126.8688
10100,157.1145,-126.9803
10200,161.447,-126.9636
10300,184.1735,-127.0839
10400,162.681,-127.7168
10500,167.6483,-128.0209
10600,161.9527,-128.4418
10700,171.2773,-128.6575
10800,172.3758,-128.8702
10900,204.2596,-129.0681
11000,163.76,-129.5619
11100,200.6385,-129.3562
11200,163.0368,-129.8714
11300,165.9267,-129.7736
11400,213.6914,-129.6075
11500,189.6558,-129.8783
11600,202.1789,-130.0676
11700,165.216,-130.5179
11800,182.5326,-130.2981
11900,179.9594,-130.4698
12000,178.4749,-130.455
12100,164.9954,-130.8773
12200,176.4741,-130.8787
12300,175.1267,-130.8747
12400,165.1462,-130.59
12500,148.2745,-130.9903
12600,146.8153,-131.1404
12700,175.3812,-130.5529
12800,157.9526,-130.4898
12900,179.8741,-130.133
13000,217.5798,-129.6958
13100,165.7195,-129.4348
13200,172.127,-129.3326
13300,149.2035,-129.0946
13400,164.7327,-129.2482
13500,191.2861,-128.3809
13600,184.627,-127.9157
13700,145.9298,-128.6068
13800,171.9805,-128.283
13900,171.4425,-128.1312
14000,172.0548,-128.0188
14100,180.0258,-127.6116
14200,166.1614,-127.4238
14300,140.776,-127.1189
14400,187.3365,-126.3715
14500,188.9386,-125.9938
14600,154.0688,-126.4908
14700,165.6499,-126.45
14800,164.9477,-126.4152
14900,160.4843,-126.355
15000,202.7571,-125.5139
15100,182.538,-125.5162
15200,142.9208,-126.3416
15300,179.6407,-125.871
15400,174.2039,-126.0802
15500,167.2828,-126.0767
15600,176.7665,-126.2037
15700,148.658,-126.6213
15800,154.976,-126.9885
15900,152.9554,-126.6844
16000,151.7737,-126.7577
16100,161.8595,-126.9625
16200,177.9867,-126.9297
16300,175.6901,-126.9775
16400,147.4565,-127.5128
16500,164.3451,-127.1255
16600,175.1306,-127.4006
16700,162.9074,-127.9753
16800,180.2416,-127.7442
16900,191.498,-127.7722
17000,190.7967,-127.7694
17100,177.3285,-128.364
17200,160.4571,-128.613
17300,160.7674,-129.001
17400,201.1642,-128.4342
17500,182.1176,-128.8273
17600,166.9147,-129.2719
17700,154.6649,-129.4387
17800,192.0096,-129.0856
17900,172.8714,-129.6765
18000,235.3885,-129.2605
18100,182.5218,-129.5199
18200,177.0692,-129.7861
18300,177.0737,-130.2057
18400,198.3358,-130.0087
18500,181.915,-129.8502
18600,171.7152,-130.106
18700,173.4614,-130.3242
18800,189.9599,-130.2146
18900,176.6417,-130.609
19000,196.1715,-130.3563
19100,188.7461,-130.6289
19200,196.5198,-130.3715
19300,186.8868,-130.4988
19400,193.7818,-130.8078
19500,167.9512,-131.1445
19600,176.7817,-131.3449
19700,171.9219,-131.6016
19800,214.2188,-131.5797
19900,209.6643,-131.6307
20000,171.9794,-132.0926
20100,171.9718,-132.3753
20200,194.5188,-132.2758
20300,196.5473,-132.5047
20400,172.6427,-133.0182
20500,194.3537,-132.8852
20600,159.5003,-133.5993
20700,191.8577,-133.3971
20800,186.0836,-133.5088
