env_steps,critic_loss,q,raw_critic_grad_norm,critic_grad_norm,critic_seq_grad_norm
1000,0.4492,-0.9207,1.138,0.49,1.1433
1100,0.2251,-1.1315,2.8459,0.5396,1.3202
1200,0.2264,-1.155,1.8476,0.2189,0.5112
1300,0.2256,-1.2049,3.248,0.5408,1.2724
1400,0.2435,-1.2197,4.8945,0.5469,1.3265
1500,0.23,-1.1608,3.6723,0.5366,1.3443
1600,0.2775,-1.1282,4.1374,0.3199,0.7586
1700,0.2479,-1.0709,3.1307,0.5396,1.3247
1800,0.2347,-1.0125,4.8615,0.5326,1.3097
1900,0.2638,-0.9458,4.3102,0.5235,1.3125
2000,0.2399,-0.8999,3.9448,0.5161,1.3096
2100,0.2402,-0.8153,5.6379,0.5301,1.3252
2200,0.2393,-0.7076,5.4727,0.5163,1.3019
2300,0.2444,-0.6224,5.8557,0.5214,1.325
2400,0.2608,-0.5297,8.4209,0.5152,1.2904
2500,0.2845,-0.4045,7.6333,0.5249,1.297
2600,0.2954,-0.3055,9.476,0.4996,1.308
2700,0.2848,-0.1946,7.8674,0.5245,1.2665
2800,0.2865,-0.1408,7.4965,0.5343,1.2855
2900,0.2912,-0.0426,9.7107,0.5016,1.2922
3000,0.2882,0.0642,10.39,0.5071,1.2488
3100,0.2861,0.1519,10.5165,0.5067,1.2886
3200,0.2795,0.2283,9.6771,0.4926,1.2888
3300,0.2702,0.3395,11.4504,0.5049,1.3028
3400,0.2887,0.4333,11.6949,0.5236,1.2664
3500,0.3,0.5314,11.3082,0.5245,1.3083
3600,0.2962,0.6505,13.0082,0.5039,1.2868
3700,0.3019,0.7259,13.4336,0.4993,1.2931
3800,0.3002,0.8111,13.1148,0.5075,1.2948
3900,0.3093,0.9164,14.6571,0.5201,1.2963
4000,0.3254,0.9902,16.4333,0.5145,1.2908
4100,0.3288,1.0911,13.9137,0.4914,1.281
4200,0.342,1.1914,16.9674,0.4916,1.2936
4300,0.3445,1.2662,16.6886,0.5106,1.2974
4400,0.3362,1.335,15.5041,0.5165,1.3049
4500,0.3667,1.4892,20.8484,0.5128,1.3008
4600,0.3679,1.6462,18.0146,0.5077,1.2748
4700,0.3753,1.7284,22.303,0.5297,1.3178
4800,0.3755,1.8777,24.5628,0.5114,1.309
4900,0.3818,1.9703,22.4484,0.5162,1.2993
5000,0.4087,2.0204,24.9704,0.5029,1.2886
5100,0.4091,2.1375,22.9139,0.5068,1.2963
5200,0.4127,2.2929,26.9502,0.4956,1.2574
5300,0.4245,2.4044,29.2824,0.5027,1.299
5400,0.4241,2.4563,29.2237,0.5154,1.2752
5500,0.4166,2.5944,28.287,0.5208,1.3037
5600,0.4251,2.7013,26.6142,0.4942,1.2519
5700,0.4294,2.7883,27.5232,0.5051,1.2857
5800,0.4428,2.9563,29.8242,0.514,1.2462
5900,0.4508,3.0432,35.8259,0.4972,1.2965
6000,0.4583,3.1584,32.4936,0.4996,1.2069
6100,0.5273,3.3464,45.3026,0.4965,1.3126
6200,0.5031,3.437,36.8608,0.5026,1.3044
6300,0.5012,3.5784,31.758,0.5035,1.2893
6400,0.4953,3.7333,29.4909,0.4942,1.2454
6500,0.5128,3.8429,34.3246,0.512,1.3298
6600,0.5077,3.9251,35.2325,0.5117,1.2274
6700,0.5099,4.0471,36.9687,0.5088,1.2343
6800,0.4982,4.1689,32.1013,0.5113,1.2686
6900,0.5155,4.3606,38.4101,0.4994,1.2979
7000,0.5162,4.4414,35.4093,0.5249,1.3354
7100,0.5109,4.5863,31.092,0.5172,1.2919
7200,0.5259,4.7304,34.9093,0.5295,1.2981
7300,0.5473,4.8572,44.8207,0.5259,1.2626
7400,0.5501,4.9619,38.2013,0.5104,1.2779
7500,0.5295,5.069,38.2631,0.501,1.2996
7600,0.5322,5.2325,38.6282,0.505,1.3014
7700,0.5422,5.3053,39.6034,0.5044,1.2818
7800,0.5583,5.4735,40.8261,0.5032,1.3069
7900,0.5573,5.5621,36.9517,0.5072,1.2771
8000,0.5908,5.707,41.1661,0.5082,1.2998
8100,0.6032,5.8305,40.3397,0.5099,1.295
8200,0.5644,5.9596,39.1736,0.5426,1.2624
8300,0.5962,6.0622,45.1137,0.5344,1.2832
8400,0.595,6.1952,48.1798,0.5221,1.2732
8500,0.6055,6.3515,47.9752,0.5175,1.286
8600,0.5839,6.4502,41.3876,0.5191,1.2903
8700,0.6,6.5778,44.199,0.5222,1.274
8800,0.6041,6.7062,45.2177,0.5027,1.261
8900,0.585,6.8138,39.639,0.5127,1.2515
9000,0.5876,6.9182,39.7808,0.5031,1.2353
9100,0.5944,7.0164,42.834,0.5094,1.2496
9200,0.6323,7.1572,51.4073,0.5407,1.2688
9300,0.6207,7.3088,45.9816,0.4942,1.2532
9400,0.6554,7.4193,49.9943,0.5303,1.264
9500,0.6523,7.5283,49.8539,0.536,1.2648
9600,0.6569,7.6565,55.216,0.5289,1.271
9700,0.6424,7.7242,50.6694,0.5277,1.2839
9800,0.6566,7.8748,52.463,0.5092,1.2547
9900,0.6534,7.9575,50.6449,0.4862,1.2286
10000,0.6607,8.0836,47.3245,0.5022,1.2503
10100,0.6607,8.1997,50.6617,0.5286,1.2378
10200,0.7045,8.2691,54.0088,0.5125,1.2615
10300,0.7452,8.4582,61.2977,0.507,1.245
10400,0.7145,8.5741,54.5461,0.5091,1.2292
10500,0.699,8.6882,46.917,0.5027,1.2567
10600,0.7225,8.7864,58.014,0.5176,1.2838
10700,0.7401,8.9316,57.5708,0.5011,1.2653
10800,0.7492,9.0618,58.5143,0.4963,1.2726
10900,0.7778,9.1957,60.4956,0.5298,1.2648
11000,0.7876,9.3113,62.7533,0.534,1.2639
11100,0.8422,9.4085,64.0334,0.5008,1.2926
11200,0.8071,9.4805,61.2465,0.5558,1.2308
11300,0.7888,9.616,62.2892,0.5011,1.3095
11400,0.8407,9.7478,58.5576,0.5408,1.2664
11500,0.8032,9.9001,51.6942,0.5055,1.2502
11600,0.8092,10.0073,54.9714,0.5182,1.242
11700,0.7912,10.2106,54.4585,0.5066,1.2212
11800,0.8221,10.3299,63.2519,0.5196,1.2749
11900,0.8361,10.4147,65.3887,0.5018,1.2684
12000,0.9022,10.5479,76.0756,0.4944,1.2402
12100,0.8752,10.7044,71.3579,0.5141,1.2286
12200,0.9114,10.846,77.2136,0.5471,1.2602
12300,0.8991,11.0052,60.2377,0.5026,1.2226
12400,0.9452,11.1128,79.3053,0.5221,1.2817
12500,1.1161,11.2239,94.2292,0.5316,1.2245
12600,1.008,11.3877,70.0205,0.5005,1.2629
12700,1.0209,11.498,67.5696,0.4924,1.2507
12800,1.0452,11.6628,75.2304,0.4921,1.2539
12900,1.0239,11.8115,74.7298,0.5011,1.2566
13000,0.9952,11.9532,67.6349,0.5218,1.2457
13100,1.0149,12.11,68.7032,0.5375,1.2606
13200,1.0405,12.2271,72.025,0.514,1.2286
13300,1.0502,12.3529,75.56,0.493,1.2391
13400,1.0889,12.5706,82.7245,0.5344,1.2482
13500,1.1289,12.6981,88.85,0.5366,1.2481
13600,1.0737,12.8663,74.6274,0.4854,1.2584
13700,1.1611,13.0191,94.3159,0.4981,1.249
13800,1.0946,13.1469,76.2696,0.509,1.238
