env_steps,return,restorations,infiltrations,length,FPS,time
0,-68.55,61,499,100,0.0,0.214
100,-61.95,32,1011,100,341.8714,0.2925
200,-77.0,65,572,100,339.0422,0.295
300,-71.9,62,498,100,334.4841,0.299
400,-65.55,59,615,100,450.5484,0.222
500,-77.7,62,618,100,361.9845,0.2763
600,-48.05,39,789,100,476.6081,0.2098
700,-55.5,37,866,100,472.8811,0.2115
800,-66.4,57,604,100,489.872,0.2041
900,-68.4,64,424,100,360.1822,0.2776
1000,-54.15,43,775,100,3.1632,31.6138
1100,-69.9,55,634,100,22.2842,4.4875
1200,-71.35,58,663,100,20.8518,4.7958
1300,-70.3,64,466,100,24.3547,4.106
1400,-63.75,53,523,100,21.2502,4.7058
1500,-67.1,50,674,100,21.7259,4.6028
1600,-73.15,47,755,100,20.838,4.7989
1700,-67.35,47,671,100,22.7309,4.3993
1800,-61.3,51,646,100,21.3171,4.6911
1900,-84.9,61,694,100,23.2552,4.3001
2000,-71.6,52,720,100,23.2723,4.297
2100,-63.1,53,598,100,22.7176,4.4019
2200,-78.2,68,524,100,21.6945,4.6095
2300,-78.15,55,783,100,23.2876,4.2941
2400,-67.35,47,843,100,19.6018,5.1016
2500,-66.3,49,642,100,22.7442,4.3967
2600,-72.35,52,771,100,22.2437,4.4957
2700,-56.85,50,621,100,23.7112,4.2174
2800,-59.5,44,710,100,21.819,4.5832
2900,-82.15,54,795,100,21.1917,4.7188
3000,-74.15,58,627,100,20.8886,4.7873
3100,-71.85,53,745,100,21.7484,4.5981
3200,-64.25,55,577,100,21.7026,4.6078
3300,-67.35,56,543,100,21.3314,4.6879
3400,-56.9,47,706,100,23.7589,4.209
3500,-68.1,47,790,100,22.773,4.3912
3600,-79.7,55,718,100,21.2067,4.7155
3700,-86.5,69,514,100,22.2707,4.4902
3800,-52.25,37,981,100,20.8287,4.8011
3900,-68.25,60,529,100,19.612,5.0989
4000,-73.95,63,527,100,19.5637,5.1115
4100,-59.3,52,622,100,22.7797,4.3899
4200,-63.25,51,641,100,21.2911,4.6968
4300,-53.15,47,631,100,22.1636,4.5119
4400,-66.05,46,853,100,23.2803,4.2955
4500,-69.5,54,710,100,21.7795,4.5915
4600,-58.35,42,843,100,22.1957,4.5054
4700,-59.6,50,636,100,22.2539,4.4936
4800,-61.4,48,656,100,21.6653,4.6157
4900,-56.15,45,635,100,21.3246,4.6894
5000,-68.15,42,871,100,20.8054,4.8064
5100,-82.55,67,599,100,22.2009,4.5043
5200,-69.65,53,641,100,21.7861,4.5901
5300,-74.95,56,639,100,22.2437,4.4957
5400,-67.65,49,721,100,21.2599,4.7037
5500,-58.65,45,721,100,23.2021,4.31
5600,-69.05,53,705,100,22.7202,4.4014
5700,-66.1,43,830,100,23.3013,4.2916
5800,-52.4,37,860,100,21.7028,4.6077
5900,-71.65,53,673,100,22.799,4.3862
6000,-73.45,56,689,100,22.1608,4.5125
6100,-60.4,46,804,100,22.239,4.4966
6200,-73.25,53,741,100,23.8567,4.1917
6300,-74.6,46,912,100,25.5896,3.9078
6400,-61.0,40,780,100,23.3127,4.2895
6500,-68.4,56,644,100,22.7421,4.3971
6600,-75.75,56,663,100,22.225,4.4995
6700,-51.35,49,527,100,23.755,4.2097
6800,-75.85,53,769,100,21.7408,4.5997
6900,-72.45,62,489,100,21.7654,4.5944
7000,-60.85,58,413,100,23.2351,4.3038
7100,-68.25,63,425,100,22.1964,4.5052
7200,-65.55,51,695,100,23.2058,4.3093
7300,-73.4,64,516,100,23.2902,4.2937
7400,-70.15,54,755,100,22.2261,4.4992
7500,-77.85,58,605,100,20.9005,4.7846
7600,-71.5,60,594,100,21.7098,4.6062
7700,-67.1,58,538,100,22.7308,4.3993
7800,-69.25,52,689,100,21.2542,4.705
7900,-55.15,45,719,100,22.2548,4.4934
8000,-59.45,50,673,100,23.2526,4.3006
8100,-72.55,55,615,100,21.7125,4.6057
8200,-75.0,65,432,100,21.2891,4.6972
8300,-76.5,54,674,100,20.8071,4.8061
8400,-64.7,54,578,100,23.2661,4.2981
8500,-61.2,44,728,100,23.2765,4.2962
8600,-63.5,47,722,100,23.7927,4.203
8700,-65.5,54,650,100,22.1918,4.5062
8800,-60.25,54,573,100,22.2821,4.4879
8900,-60.85,52,661,100,23.8375,4.1951
9000,-60.7,52,590,100,24.3245,4.1111
9100,-74.1,54,722,100,23.7827,4.2047
9200,-64.35,53,475,100,22.7076,4.4038
9300,-63.7,45,774,100,21.8169,4.5836
9400,-59.3,54,506,100,22.148,4.5151
9500,-77.85,47,833,100,22.8045,4.3851
9600,-67.95,55,615,100,23.1528,4.3191
9700,-59.15,47,683,100,20.9311,4.7776
9800,-74.25,50,817,100,23.1894,4.3123
9900,-72.9,50,738,100,23.2714,4.2971
10000,-65.15,51,711,100,0.0,1.5969
10100,-68.55,65,415,100,21.7145,4.6052
10200,-65.15,51,635,100,23.8046,4.2009
10300,-76.8,62,540,100,17.2627,5.7928
10400,-65.75,52,687,100,21.2907,4.6969
10500,-49.3,44,690,100,22.1894,4.5067
10600,-68.05,62,437,100,19.5729,5.1091
10700,-72.45,60,593,100,21.7321,4.6015
10800,-73.85,63,461,100,20.87,4.7916
10900,-68.05,47,825,100,21.7283,4.6023
11000,-68.65,53,673,100,22.7374,4.398
11100,-68.25,55,657,100,24.3934,4.0995
11200,-69.55,46,923,100,22.2384,4.4967
11300,-76.3,61,630,100,22.7358,4.3984
11400,-83.45,60,685,100,23.7506,4.2104
11500,-78.25,57,677,100,23.3135,4.2894
11600,-66.85,54,605,100,21.7448,4.5988
11700,-68.9,44,890,100,23.1909,4.312
11800,-57.35,43,675,100,22.2881,4.4867
11900,-68.1,55,594,100,23.2397,4.303
12000,-62.65,51,609,100,20.0058,4.9986
12100,-61.2,47,740,100,21.7334,4.6012
12200,-71.15,44,891,100,21.7693,4.5936
12300,-51.15,54,459,100,22.6806,4.4091
12400,-71.55,51,807,100,23.2314,4.3045
12500,-73.55,65,479,100,21.2627,4.7031
12600,-64.9,57,598,100,21.7873,4.5898
12700,-77.0,50,776,100,22.6692,4.4113
12800,-58.25,53,529,100,20.4239,4.8962
12900,-78.3,62,566,100,21.2702,4.7014
13000,-70.55,55,587,100,23.2719,4.297
13100,-67.75,60,495,100,24.4181,4.0953
13200,-78.85,64,585,100,21.7513,4.5974
13300,-69.4,55,636,100,22.1538,4.5139
13400,-54.75,40,807,100,22.2558,4.4932
13500,-66.55,59,563,100,22.7149,4.4024
13600,-65.0,43,916,100,20.8569,4.7946
13700,-57.75,57,503,100,21.2899,4.6971
13800,-59.6,41,864,100,21.7165,4.6048
13900,-64.05,59,533,100,23.7752,4.2061
14000,-72.1,59,578,100,22.7838,4.3891
14100,-65.05,49,601,100,21.7671,4.5941
14200,-79.15,62,595,100,23.187,4.3128
14300,-66.15,49,675,100,21.263,4.703
14400,-73.15,56,655,100,22.7615,4.3934
14500,-56.65,47,753,100,21.7275,4.6025
14600,-74.3,48,830,100,17.8386,5.6058
14700,-64.75,50,687,100,22.2864,4.487
14800,-74.45,55,737,100,20.7974,4.8083
14900,-62.8,50,676,100,22.2689,4.4906
15000,-66.45,62,489,100,19.2303,5.2001
15100,-77.35,59,635,100,20.8196,4.8032
15200,-78.0,61,648,100,22.7571,4.3942
15300,-77.1,58,694,100,22.7294,4.3996
15400,-72.5,65,454,100,22.7362,4.3983
15500,-70.8,52,652,100,24.9456,4.0087
15600,-56.05,41,717,100,23.2415,4.3027
15700,-61.3,49,638,100,23.2889,4.2939
15800,-75.9,53,786,100,24.3607,4.105
15900,-75.2,48,884,100,23.2885,4.294
16000,-60.55,59,511,100,21.2664,4.7023
16100,-55.1,50,634,100,20.8487,4.7965
16200,-62.2,53,624,100,21.6999,4.6083
16300,-68.85,56,681,100,22.727,4.4001
16400,-47.35,38,835,100,21.7446,4.5988
16500,-77.05,62,497,100,22.1862,4.5073
16600,-67.15,53,711,100,22.2806,4.4882
16700,-67.15,59,499,100,20.8166,4.8039
16800,-71.5,55,658,100,21.7649,4.5946
16900,-69.95,64,467,100,22.1818,4.5082
17000,-63.45,52,693,100,21.2868,4.6978
17100,-54.35,38,835,100,21.3173,4.691
17200,-73.1,52,754,100,22.1524,4.5142
17300,-80.05,65,569,100,21.3453,4.6849
17400,-74.65,53,705,100,22.6693,4.4113
17500,-73.25,44,861,100,21.7506,4.5976
17600,-67.4,52,732,100,22.2161,4.5012
17700,-55.1,46,774,100,22.2099,4.5025
17800,-78.75,62,583,100,23.2427,4.3024
17900,-66.3,47,822,100,22.2438,4.4956
18000,-70.35,54,643,100,21.2967,4.6956
18100,-64.75,61,383,100,22.1433,4.516
18200,-76.5,57,682,100,22.7422,4.3971
18300,-72.2,62,484,100,23.2738,4.2967
18400,-56.75,46,739,100,22.7436,4.3968
18500,-65.3,49,738,100,21.3321,4.6878
18600,-62.05,44,709,100,21.6598,4.6169
18700,-69.4,59,520,100,22.8122,4.3836
18800,-66.15,54,643,100,22.2034,4.5038
18900,-69.65,56,509,100,20.8307,4.8006
19000,-68.6,53,596,100,22.6785,4.4095
19100,-74.75,47,879,100,22.752,4.3952
19200,-78.55,53,779,100,21.2499,4.7059
19300,-74.15,57,643,100,20.4581,4.888
19400,-67.35,53,651,100,23.781,4.205
19500,-82.15,60,683,100,22.7379,4.3979
19600,-71.85,52,789,100,22.7356,4.3984
19700,-60.65,51,609,100,21.6974,4.6088
19800,-67.75,53,591,100,22.7153,4.4023
19900,-66.75,52,703,100,22.7487,4.3959
20000,-83.7,69,474,100,0.0,1.4133
20100,-72.1,58,542,100,22.8052,4.385
20200,-58.8,47,732,100,22.2028,4.5039
20300,-71.5,64,546,100,18.183,5.4997
20400,-66.4,60,496,100,22.7465,4.3963
20500,-74.05,52,701,100,22.2365,4.4971
20600,-53.7,45,610,100,23.7815,4.205
20700,-74.05,68,365,100,22.7158,4.4022
20800,-67.2,58,544,100,21.2818,4.6988
20900,-71.0,64,476,100,22.2134,4.5018
21000,-71.25,48,777,100,21.2955,4.6958
21100,-67.9,45,874,100,23.238,4.3033
