env_steps,return,restorations,length,FPS,time
0,-900.0,95,100,0.0,0.784
100,-800.0,93,100,38.0564,2.6277
200,-800.0,88,100,48.8894,2.0454
300,-761.0,87,100,48.1599,2.0764
400,-897.0,79,100,48.9721,2.042
500,-805.0,84,100,47.2921,2.1145
600,-823.0,79,100,48.2235,2.0737
700,-824.0,76,100,47.134,2.1216
800,-901.0,75,100,47.2928,2.1145
900,-793.0,66,100,49.4977,2.0203
1000,-835.0,75,100,47.3068,2.1139
1100,-872.0,74,100,44.788,2.2327
1200,-784.0,72,100,48.7574,2.051
1300,-844.0,67,100,49.3442,2.0266
1400,-831.0,73,100,49.2772,2.0293
1500,-868.0,65,100,48.6981,2.0535
1600,-831.0,64,100,48.4266,2.065
1700,-856.0,54,100,47.9849,2.084
1800,-823.0,62,100,47.9948,2.0836
1900,-787.0,63,100,47.9654,2.0848
2000,-821.0,64,100,46.6501,2.1436
2100,-710.0,48,100,48.7272,2.0522
2200,-764.0,54,100,48.6365,2.0561
2300,-701.0,46,100,48.5704,2.0589
2400,-706.0,54,100,48.4498,2.064
2500,-818.0,55,100,47.7497,2.0943
2600,-748.0,51,100,47.4087,2.1093
2700,-812.0,35,100,44.6475,2.2398
2800,-801.0,39,100,47.6036,2.1007
2900,-804.0,37,100,47.3239,2.1131
3000,-837.0,37,100,48.3719,2.0673
3100,-773.0,33,100,48.3567,2.068
3200,-771.0,39,100,48.2513,2.0725
3300,-858.0,31,100,48.5486,2.0598
3400,-746.0,35,100,48.3296,2.0691
3500,-807.0,21,100,47.7419,2.0946
3600,-889.0,25,100,48.7012,2.0533
3700,-796.0,29,100,48.384,2.0668
3800,-734.0,24,100,48.7479,2.0514
3900,-862.0,19,100,47.8355,2.0905
4000,-847.0,23,100,48.4486,2.064
4100,-902.0,23,100,48.549,2.0598
4200,-890.0,19,100,49.069,2.0379
4300,-815.0,14,100,48.4753,2.0629
4400,-857.0,10,100,48.1413,2.0772
4500,-1005.0,10,100,48.2721,2.0716
4600,-650.0,6,100,47.9086,2.0873
4700,-829.0,3,100,48.5706,2.0589
4800,-730.0,3,100,47.8728,2.0889
4900,-824.0,2,100,48.0506,2.0811
5000,-993.0,1,100,47.8589,2.0895
5100,-955.0,2,100,48.3333,2.069
5200,-842.0,1,100,48.949,2.0429
5300,-859.0,1,100,47.7092,2.096
5400,-877.0,2,100,47.5665,2.1023
5500,-1047.0,0,100,48.6449,2.0557
5600,-1026.0,20,100,45.7699,2.1848
5700,-913.0,1,100,47.4707,2.1066
5800,-983.0,4,100,49.0751,2.0377
5900,-701.0,1,100,47.591,2.1012
6000,-908.0,9,100,47.8945,2.0879
6100,-873.0,2,100,48.8659,2.0464
6200,-964.0,1,100,49.6291,2.0149
6300,-934.0,2,100,48.8152,2.0485
