env_steps,return,restorations,infiltrations,length,FPS,time
0,-65.9,45,814,100,0.0,1.1359
100,-72.85,54,697,100,90.3168,1.1072
200,-56.3,51,602,100,94.8758,1.054
300,-58.75,57,455,100,99.4067,1.006
400,-65.95,48,735,100,99.7575,1.0024
500,-63.6,47,716,100,100.9603,0.9905
600,-65.85,58,549,100,100.5736,0.9943
700,-65.7,56,610,100,104.2785,0.959
800,-66.0,55,616,100,94.9252,1.0535
900,-67.6,51,664,100,97.9959,1.0205
1000,-64.8,55,596,100,91.0868,1.0979
1100,-63.1,45,810,100,25.1948,3.9691
1200,-69.0,43,980,100,31.058,3.2198
1300,-68.45,55,533,100,37.2164,2.687
1400,-71.75,56,551,100,39.576,2.5268
1500,-70.0,49,760,100,55.7298,1.7944
1600,-71.4,56,584,100,34.2334,2.9211
1700,-70.9,53,674,100,93.9449,1.0645
1800,-60.45,46,793,100,105.3675,0.9491
1900,-69.7,47,830,100,100.849,0.9916
2000,-68.95,57,587,100,101.1805,0.9883
2100,-69.05,45,801,100,99.7858,1.0022
2200,-59.55,56,551,100,91.5581,1.0922
2300,-72.1,62,470,100,100.1806,0.9982
2400,-64.6,57,564,100,101.2358,0.9878
2500,-60.5,57,410,100,98.7372,1.0128
2600,-68.15,56,611,100,101.6998,0.9833
2700,-61.35,49,707,100,92.3261,1.0831
2800,-74.0,59,636,100,104.7286,0.9549
2900,-60.15,45,699,100,101.1645,0.9885
3000,-55.6,43,776,100,100.6056,0.994
3100,-57.9,53,590,100,99.9458,1.0005
3200,-63.65,44,849,100,84.5222,1.1831
3300,-74.65,49,857,100,101.0149,0.99
3400,-73.25,52,773,100,98.5802,1.0144
3500,-68.05,57,569,100,100.1988,0.998
3600,-52.0,33,876,100,106.3542,0.9403
3700,-65.45,45,821,100,93.8225,1.0658
3800,-58.25,53,549,100,98.389,1.0164
3900,-86.2,66,528,100,99.3282,1.0068
4000,-75.35,53,707,100,94.9287,1.0534
4100,-54.3,47,594,100,106.5286,0.9387
4200,-62.1,54,582,100,102.516,0.9755
4300,-76.6,52,768,100,101.7654,0.9827
4400,-62.6,41,824,100,106.5008,0.939
4500,-78.65,64,525,100,100.0927,0.9991
4600,-57.2,53,468,100,101.8465,0.9819
4700,-68.3,51,734,100,101.4673,0.9855
4800,-61.0,52,628,100,99.5979,1.004
4900,-59.25,40,921,100,97.8832,1.0216
5000,-61.2,53,584,100,99.3246,1.0068
5100,-79.0,54,700,100,84.3959,1.1849
5200,-64.7,54,606,100,96.6138,1.0351
5300,-56.5,50,566,100,30.8279,3.2438
5400,-60.9,45,722,100,22.7499,4.3956
5500,-47.1,37,786,100,27.631,3.6191
5600,-58.3,53,526,100,33.465,2.9882
5700,-68.55,62,435,100,36.4891,2.7406
5800,-73.95,49,819,100,99.6507,1.0035
5900,-57.2,39,848,100,86.02,1.1625
6000,-60.35,40,807,100,99.1786,1.0083
6100,-54.7,46,694,100,67.1408,1.4894
6200,-71.05,44,929,100,52.0888,1.9198
6300,-68.1,43,762,100,84.9343,1.1774
6400,-74.45,62,481,100,50.1528,1.9939
6500,-56.9,51,610,100,89.685,1.115
6600,-72.95,43,871,100,70.8781,1.4109
6700,-56.25,40,733,100,92.0265,1.0866
6800,-67.35,54,571,100,54.9448,1.82
6900,-76.3,55,582,100,82.0033,1.2195
7000,-66.55,48,691,100,90.997,1.0989
7100,-73.75,50,731,100,91.3247,1.095
7200,-58.5,52,506,100,30.748,3.2522
7300,-74.1,52,734,100,25.6585,3.8974
7400,-72.6,48,808,100,43.3863,2.3049
7500,-54.05,33,965,100,36.9198,2.7086
7600,-66.7,43,810,100,61.045,1.6381
7700,-59.15,43,799,100,64.4096,1.5526
7800,-72.5,55,634,100,36.9164,2.7088
7900,-76.2,61,484,100,34.3633,2.9101
8000,-68.9,46,782,100,36.9656,2.7052
8100,-74.0,47,856,100,62.9001,1.5898
8200,-67.75,56,563,100,81.3105,1.2299
8300,-71.25,60,561,100,84.4839,1.1837
8400,-63.85,55,537,100,85.141,1.1745
8500,-65.15,58,499,100,80.5789,1.241
8600,-75.45,47,829,100,63.8597,1.5659
8700,-71.25,52,645,100,49.9979,2.0001
8800,-65.75,62,391,100,54.8433,1.8234
8900,-67.4,52,644,100,52.8891,1.8908
9000,-62.85,47,681,100,45.7543,2.1856
9100,-72.55,49,867,100,49.9627,2.0015
9200,-66.9,59,542,100,52.5739,1.9021
