env_steps,return,restorations,infiltrations,length,FPS,time
0,-59.5,46,754,100,0.0,0.3395
100,-62.9,51,722,100,563.5203,0.1775
200,-60.4,50,692,100,574.1021,0.1742
300,-80.95,60,651,100,615.2063,0.1625
400,-63.1,32,910,100,622.7216,0.1606
500,-63.5,53,690,100,599.7784,0.1667
600,-69.9,46,722,100,608.2166,0.1644
700,-55.65,28,797,100,601.7282,0.1662
800,-46.75,25,787,100,625.145,0.16
900,-86.15,56,947,100,613.3691,0.163
1000,-52.1,22,842,100,625.5664,0.1599
1100,-58.7,17,1054,100,590.6289,0.1693
1200,-54.6,15,1036,100,628.9745,0.159
1300,-88.75,66,739,100,604.4859,0.1654
1400,-59.85,25,785,100,603.8167,0.1656
1500,-65.95,12,1187,100,604.8363,0.1653
1600,-58.7,21,918,100,627.8494,0.1593
1700,-42.95,14,875,100,590.9152,0.1692
1800,-62.45,13,1141,100,625.2978,0.1599
1900,-68.15,54,1051,100,592.3196,0.1688
2000,-61.0,36,868,100,615.0024,0.1626
2100,-60.05,7,1181,100,593.5745,0.1685
2200,-69.05,49,961,100,580.7307,0.1722
2300,-57.2,6,1028,100,571.3011,0.175
2400,-61.15,7,1111,100,592.3196,0.1688
2500,-50.85,3,1013,100,591.814,0.169
2600,-78.95,66,1115,100,578.4593,0.1729
2700,-63.0,2,1248,100,578.67,0.1728
2800,-92.0,73,1112,100,615.7111,0.1624
2900,-61.95,1,1219,100,577.1538,0.1733
