env_steps,return,restorations,length,FPS,time
7600,-1402.0,1162,100,49.856,2.0058
7700,-1599.0,1099,100,49.4015,2.0242
7800,-1507.0,1147,100,50.1563,1.9938
7900,-1404.0,1154,100,49.1828,2.0332
8000,-1459.0,1079,100,48.7282,2.0522
8100,-1647.0,1147,100,48.3995,2.0661
8200,-1593.0,1093,100,49.942,2.0023
8300,-1189.0,1169,100,49.3982,2.0244
8400,-1311.0,1181,100,48.1868,2.0753
8500,-1627.0,1127,100,48.4293,2.0649
8600,-1431.0,1056,100,48.4891,2.0623
8700,-1559.0,1064,100,48.4303,2.0648
8800,-1598.0,1098,100,48.3402,2.0687
8900,-1303.0,1183,100,49.0949,2.0369
9000,-1606.0,1106,100,48.5313,2.0605
9100,-1619.0,1119,100,48.3029,2.0703
9200,-1468.0,1123,100,47.507,2.105
9300,-1328.0,1173,100,48.5614,2.0592
9400,-1565.0,1110,100,47.8917,2.088
9500,-1647.0,1147,100,49.2051,2.0323
9600,-1621.0,1121,100,49.0614,2.0383
9700,-1535.0,1035,100,50.2336,1.9907
9800,-1529.0,1084,100,49.2308,2.0313
9900,-1517.0,1092,100,48.7739,2.0503
10000,-1522.0,1032,100,0.0,0.4003
10100,-1259.0,1189,100,47.8985,2.0877
10200,-1612.0,1112,100,49.198,2.0326
10300,-1354.0,1174,100,48.0485,2.0812
10400,-1273.0,1188,100,48.2054,2.0745
10500,-1635.0,1135,100,48.9431,2.0432
10600,-1459.0,1109,100,48.0516,2.0811
10700,-1534.0,1089,100,48.5768,2.0586
10800,-1660.0,1160,100,48.7045,2.0532
10900,-1599.0,1124,100,49.296,2.0286
11000,-1343.0,1158,100,48.4928,2.0622
11100,-1293.0,1183,100,47.7523,2.0941
11200,-1214.0,1194,100,48.4397,2.0644
11300,-1244.0,1189,100,48.8768,2.046
11400,-1212.0,1197,100,49.7477,2.0101
11500,-1594.0,1149,100,46.321,2.1588
11600,-1590.0,1090,100,49.2272,2.0314
11700,-1267.0,1187,100,47.5617,2.1025
11800,-1295.0,1165,100,49.5652,2.0175
11900,-1230.0,1195,100,47.9077,2.0873
12000,-1220.0,1195,100,48.3251,2.0693
12100,-1244.0,1189,100,49.0335,2.0394
12200,-1199.0,1199,100,48.7437,2.0515
12300,-1571.0,1091,100,48.2199,2.0738
12400,-1585.0,1085,100,49.4541,2.0221
12500,-1483.0,1118,100,49.4672,2.0215
12600,-1199.0,1199,100,49.4794,2.021
12700,-1271.0,1176,100,50.3371,1.9866
12800,-1229.0,1194,100,48.3711,2.0673
12900,-1233.0,1193,100,50.0093,1.9996
13000,-1425.0,1160,100,49.1917,2.0329
13100,-1199.0,1199,100,50.085,1.9966
13200,-1219.0,1189,100,47.0466,2.1256
13300,-1640.0,1140,100,47.9024,2.0876
13400,-1624.0,1124,100,48.5664,2.059
13500,-1237.0,1192,100,48.7488,2.0513
13600,-1241.0,1191,100,48.645,2.0557
13700,-1268.0,1168,100,48.5643,2.0591
13800,-1304.0,1179,100,48.7961,2.0493
13900,-1207.0,1197,100,48.1379,2.0774
14000,-1207.0,1197,100,48.6901,2.0538
14100,-1221.0,1191,100,48.4083,2.0658
14200,-1234.0,1189,100,49.15,2.0346
14300,-1503.0,1008,100,45.1574,2.2145
14400,-1553.0,1118,100,45.7169,2.1874
14500,-1204.0,1199,100,47.0823,2.1239
14600,-1238.0,1193,100,45.5668,2.1946
14700,-1303.0,1183,100,42.7646,2.3384
14800,-1212.0,1197,100,46.5202,2.1496
14900,-1484.0,1024,100,46.5643,2.1476
15000,-1329.0,1179,100,46.2,2.1645
15100,-1247.0,1192,100,46.1166,2.1684
15200,-1284.0,1144,100,46.8148,2.1361
15300,-1245.0,1190,100,48.3001,2.0704
15400,-1216.0,1196,100,48.3376,2.0688
15500,-1225.0,1185,100,44.8802,2.2282
15600,-1217.0,1162,100,47.5513,2.103
15700,-1267.0,1187,100,48.475,2.0629
15800,-1196.0,1186,100,46.4353,2.1535
15900,-1218.0,1198,100,48.7161,2.0527
16000,-1176.0,1171,100,46.9414,2.1303
16100,-1268.0,1188,100,46.7935,2.137
16200,-1283.0,1173,100,48.2893,2.0709
16300,-1550.0,1115,100,47.8541,2.0897
16400,-1566.0,1076,100,46.8251,2.1356
16500,-1199.0,1199,100,47.8863,2.0883
16600,-1473.0,1173,100,48.376,2.0671
16700,-1203.0,1198,100,47.6573,2.0983
16800,-1182.0,1177,100,45.3266,2.2062
16900,-1281.0,1186,100,47.135,2.1216
17000,-1221.0,1196,100,45.4318,2.2011
17100,-1562.0,1132,100,48.3809,2.0669
17200,-1282.0,1177,100,48.4148,2.0655
17300,-1251.0,1191,100,48.5288,2.0606
17400,-1211.0,1196,100,48.7235,2.0524
17500,-1268.0,1188,100,48.462,2.0635
17600,-1247.0,1172,100,48.7575,2.051
17700,-1208.0,1198,100,49.1359,2.0352
17800,-1208.0,1198,100,48.8152,2.0485
17900,-1199.0,1199,100,47.7505,2.0942
18000,-1208.0,1198,100,48.3208,2.0695
18100,-1227.0,1167,100,48.2231,2.0737
