env_steps,return,restorations,length,FPS,time
0,-931.0,28,100,0.0,0.6425
100,-936.0,26,100,28.0758,3.5618
200,-928.0,29,100,33.5798,2.978
300,-905.0,30,100,33.7086,2.9666
400,-945.0,30,100,33.8433,2.9548
500,-1049.0,29,100,33.6683,2.9702
600,-878.0,29,100,33.1949,3.0125
700,-1011.0,26,100,33.218,3.0104
800,-978.0,28,100,33.5996,2.9762
900,-967.0,28,100,33.2471,3.0078
1000,-1045.0,27,100,33.4504,2.9895
1100,-967.0,28,100,34.0322,2.9384
1200,-1052.0,27,100,33.1715,3.0146
1300,-907.0,28,100,33.5591,2.9798
1400,-938.0,26,100,33.9872,2.9423
1500,-1007.0,26,100,33.7054,2.9669
1600,-885.0,29,100,32.9512,3.0348
1700,-1041.0,28,100,33.1793,3.0139
1800,-1020.0,26,100,34.225,2.9218
1900,-971.0,29,100,33.2464,3.0079
2000,-1022.0,30,100,33.8997,2.9499
2100,-1003.0,28,100,33.5778,2.9782
2200,-975.0,27,100,33.5145,2.9838
2300,-929.0,29,100,33.8665,2.9528
2400,-993.0,26,100,33.5554,2.9801
2500,-983.0,28,100,32.7442,3.054
2600,-1016.0,27,100,33.3764,2.9961
2700,-933.0,28,100,33.7872,2.9597
2800,-934.0,29,100,33.6388,2.9728
2900,-977.0,30,100,32.3536,3.0909
3000,-936.0,29,100,33.0082,3.0296
3100,-912.0,28,100,33.7687,2.9613
3200,-1072.0,29,100,33.5271,2.9827
3300,-1032.0,26,100,33.648,2.9719
3400,-829.0,27,100,34.0472,2.9371
3500,-957.0,26,100,33.3368,2.9997
3600,-1005.0,26,100,33.6945,2.9678
3700,-1138.0,25,100,33.5619,2.9796
3800,-1057.0,27,100,33.3739,2.9964
3900,-1055.0,28,100,34.1481,2.9284
4000,-1106.0,25,100,33.4578,2.9888
4100,-982.0,28,100,33.3261,3.0007
4200,-1120.0,27,100,33.2847,3.0044
4300,-958.0,27,100,33.5768,2.9782
4400,-1090.0,27,100,33.6086,2.9754
4500,-1191.0,26,100,33.9076,2.9492
4600,-1066.0,26,100,33.5895,2.9771
4700,-1018.0,28,100,33.6852,2.9687
4800,-1051.0,28,100,33.5442,2.9811
4900,-1072.0,29,100,33.4502,2.9895
5000,-1247.0,24,100,33.8984,2.95
5100,-1009.0,26,100,33.2539,3.0072
5200,-950.0,28,100,32.9811,3.032
5300,-1055.0,24,100,33.497,2.9853
5400,-1106.0,25,100,32.8841,3.041
5500,-1212.0,22,100,33.2222,3.01
5600,-1099.0,26,100,33.0258,3.0279
5700,-974.0,26,100,33.6008,2.9761
5800,-1207.0,23,100,33.3623,2.9974
5900,-1200.0,23,100,33.6564,2.9712
6000,-1193.0,23,100,33.3306,3.0002
6100,-1174.0,25,100,33.8227,2.9566
6200,-1286.0,23,100,33.6624,2.9707
6300,-1223.0,25,100,33.1344,3.018
6400,-1268.0,21,100,33.4933,2.9857
6500,-1444.0,20,100,32.39,3.0874
6600,-1546.0,22,100,33.5776,2.9782
6700,-1546.0,20,100,33.1789,3.014
6800,-1451.0,21,100,33.2674,3.0059
6900,-1589.0,20,100,33.5526,2.9804
7000,-1626.0,20,100,33.3144,3.0017
7100,-1490.0,20,100,33.7432,2.9636
7200,-1603.0,20,100,33.6049,2.9758
7300,-1621.0,20,100,33.2162,3.0106
7400,-1587.0,20,100,33.6099,2.9753
7500,-1576.0,20,100,33.396,2.9944
7600,-1606.0,20,100,33.3088,3.0022
7700,-1651.0,20,100,33.2933,3.0036
7800,-1631.0,20,100,33.3731,2.9964
7900,-1615.0,20,100,32.579,3.0695
8000,-1589.0,20,100,33.3631,2.9973
8100,-1584.0,20,100,33.1583,3.0158
8200,-1543.0,21,100,33.0736,3.0236
8300,-1406.0,20,100,31.8295,3.1417
8400,-1512.0,21,100,32.1567,3.1098
8500,-1193.0,7,100,33.0042,3.0299
