env_steps,critic_loss,q1
1000,0.6828,-2.5237
1100,0.7606,-4.7536
1200,0.7813,-5.1022
1300,0.8323,-5.3865
1400,0.8981,-5.6995
1500,0.8391,-5.9816
1600,0.8834,-6.2466
1700,0.9914,-6.4488
1800,0.946,-6.7143
1900,1.0522,-6.8593
2000,1.0196,-7.0892
2100,1.1509,-7.2507
2200,1.0609,-7.4551
2300,1.1258,-7.5952
2400,1.1697,-7.7678
2500,1.2714,-7.9245
2600,1.0903,-8.0955
2700,1.2807,-8.2447
2800,1.2433,-8.337
2900,1.2759,-8.4937
3000,1.2393,-8.6324
3100,1.278,-8.7289
3200,1.2443,-8.8756
3300,1.3414,-8.9692
3400,1.3238,-9.0913
3500,1.2967,-9.201
3600,1.155,-9.3322
3700,1.441,-9.4283
3800,1.4269,-9.4693
3900,1.3129,-9.6161
4000,1.3097,-9.7034
4100,1.4376,-9.7602
4200,1.4585,-9.847
4300,1.3,-9.9144
4400,1.2048,-10.0042
4500,1.5969,-10.0038
4600,1.3877,-10.0882
4700,1.6818,-10.0896
4800,1.5583,-10.1171
4900,1.4209,-10.1708
5000,1.546,-10.1917
5100,1.5675,-10.241
5200,1.5124,-10.2871
5300,1.4106,-10.3315
5400,1.533,-10.3693
5500,1.4704,-10.3989
5600,1.379,-10.4398
5700,1.6323,-10.4301
5800,1.6124,-10.4426
5900,1.6536,-10.4619
6000,1.4245,-10.5246
6100,1.5418,-10.5566
6200,1.6416,-10.5761
6300,1.4871,-10.6029
6400,1.6094,-10.6325
6500,1.5034,-10.6549
6600,1.4356,-10.7201
6700,1.5601,-10.704
6800,1.5002,-10.739
6900,1.4535,-10.7838
7000,1.7075,-10.7491
7100,1.4867,-10.8051
7200,1.881,-10.7725
7300,1.9434,-10.7547
7400,1.6093,-10.7876
7500,1.603,-10.8094
7600,1.7211,-10.8015
7700,1.7347,-10.8381
7800,1.4898,-10.8711
7900,1.6592,-10.8628
8000,1.7145,-10.8666
8100,1.5353,-10.886
8200,1.6628,-10.8994
8300,1.7096,-10.9052
8400,1.6369,-10.9218
8500,1.624,-10.9053
8600,1.7976,-10.9177
8700,1.9009,-10.8729
8800,1.8575,-10.8787
8900,1.7896,-10.8613
9000,1.703,-10.8595
9100,1.87,-10.8531
9200,1.7292,-10.8602
9300,1.5161,-10.9102
9400,1.7002,-10.891
9500,1.719,-10.8894
9600,1.8861,-10.8611
9700,1.3528,-10.9163
9800,1.4687,-10.9283
9900,1.5871,-10.9384
10000,1.7204,-10.9174
10100,1.563,-10.9572
10200,1.7122,-10.9481
10300,1.7126,-10.9352
10400,1.6466,-10.9378
10500,1.8655,-10.9169
10600,1.7292,-10.9193
10700,1.6383,-10.929
10800,1.7345,-10.9109
10900,1.5978,-10.9541
11000,1.5793,-10.944
11100,1.9315,-10.9006
11200,1.757,-10.9346
11300,1.7583,-10.9223
11400,1.7842,-10.9389
11500,1.6298,-10.9503
11600,1.5237,-10.9782
11700,1.505,-11.0162
11800,1.6961,-11.0048
11900,1.8752,-10.9851
12000,1.7486,-10.9728
12100,1.7049,-10.9943
12200,1.6719,-10.9744
12300,1.7429,-10.9914
12400,1.6838,-10.9931
12500,1.6188,-11.008
12600,1.7529,-11.0121
12700,1.6226,-11.0303
12800,1.5772,-11.0315
12900,1.912,-10.9937
13000,1.8596,-11.0176
13100,1.9433,-10.9644
13200,1.5931,-11.0116
13300,1.7073,-11.0136
13400,1.5829,-11.0359
13500,1.7843,-11.0514
13600,1.7011,-11.0401
13700,2.0541,-10.9818
13800,1.7811,-10.9921
13900,1.7976,-10.9839
14000,1.5523,-10.9978
14100,1.7212,-10.9902
14200,1.6831,-10.9814
14300,1.8823,-10.9557
14400,1.5577,-11.0111
14500,1.6153,-11.0327
14600,1.5686,-11.043
14700,1.6087,-11.0387
14800,1.9242,-11.0034
14900,1.8978,-10.9888
15000,1.5627,-11.0211
15100,1.786,-10.9927
15200,1.8774,-10.9753
15300,1.8065,-10.9251
15400,1.8096,-10.9492
15500,1.611,-10.9485
15600,1.7186,-10.9557
15700,1.7042,-10.9648
15800,1.8049,-10.9341
15900,1.6367,-10.9693
16000,1.6056,-10.9692
16100,1.7411,-10.9428
16200,2.0249,-10.9131
16300,1.5915,-10.9216
16400,1.644,-10.9668
16500,1.3985,-11.0014
16600,1.6125,-10.9992
16700,1.7263,-10.9813
16800,1.8429,-10.959
16900,1.5794,-11.0117
17000,1.5725,-11.0268
17100,1.6922,-11.0506
17200,1.603,-11.0356
17300,1.8023,-11.028
17400,1.6865,-11.0409
17500,1.8247,-11.0293
17600,1.6807,-11.0243
17700,1.707,-11.0317
17800,1.6023,-11.0285
17900,1.8368,-11.0264
18000,1.6649,-11.0391
18100,1.6685,-11.0568
18200,1.7159,-11.0724
18300,1.5496,-11.0667
18400,1.8845,-11.0363
18500,1.5708,-11.0717
18600,2.0281,-11.0453
18700,1.9494,-10.9943
18800,1.8354,-10.9927
18900,1.7751,-11.0191
19000,1.6946,-11.0135
19100,1.6175,-11.0133
19200,1.7786,-11.0044
