#{"t_start": 1737120020.8714721, "env_id": "None"}
r,l,t,invalid_share
-216.3,100,83.023382,0.03
-218.2,100,83.085315,0.07
-224.7,100,83.147114,0.03
-261.5,100,83.208718,0.08
-300.6,100,83.271061,0.04
-275.1,100,83.353302,0.03
-230.5,100,83.448234,0.06
-257.8,100,83.5193,0.02
-237.6,100,83.586692,0.02
-302.0,100,83.65079,0.02
-163.9,100,84.466104,0.05
-258.5,100,84.538942,0.03
-210.0,100,84.608346,0.07
-212.9,100,84.675767,0.06
-220.1,100,84.757252,0.02
-356.9,100,84.8336,0.05
-262.9,100,84.902991,0.05
-356.0,100,84.969803,0.04
-262.0,100,85.035149,0.06
-234.8,100,85.099279,0.06
-177.1,100,85.163835,0.05
-196.8,100,85.226288,0.07
-261.1,100,85.290254,0.05
-293.3,100,85.352108,0.08
-223.9,100,85.417228,0.01
-282.4,100,85.480312,0.02
-285.2,100,85.543115,0.04
-254.8,100,85.60619,0.09
-146.4,100,85.670886,0.06
-262.4,100,85.733505,0.08
-317.1,100,85.798652,0.03
-288.2,100,86.448977,0.04
-177.5,100,86.513524,0.03
-189.2,100,86.579236,0.04
-162.2,100,86.643884,0.07
-213.2,100,86.70736,0.04
-184.8,100,86.772275,0.05
-178.4,100,86.835019,0.02
-189.9,100,86.899457,0.03
-448.6,100,86.960976,0.08
-168.3,100,87.027061,0.02
-151.1,100,87.089802,0.06
-257.7,100,87.151849,0.01
-243.2,100,87.213265,0.04
-223.8,100,87.275116,0.06
-212.0,100,87.337518,0.03
-254.6,100,87.398785,0.04
-229.7,100,87.463925,0.03
-147.6,100,87.526576,0.04
-225.9,100,87.589796,0.06
-154.9,100,87.652121,0.04
-219.9,100,88.310828,0.03
-183.5,100,88.37699,0.02
-198.3,100,88.442688,0.06
-308.6,100,88.509374,0.03
-281.1,100,88.572154,0.02
-188.1,100,88.634867,0.1
-166.5,100,88.696545,0.04
-133.5,100,88.774033,0.05
-225.5,100,88.83617,0.09
-257.9,100,88.897478,0.05
-211.7,100,88.958799,0.04
-256.1,100,89.02097,0.07
-233.3,100,89.082597,0.03
-163.1,100,89.144613,0.04
-208.6,100,89.206296,0.06
-162.8,100,89.270695,0.02
-302.7,100,89.332798,0.05
-292.3,100,89.394316,0.03
-449.2,100,89.454809,0.07
-235.1,100,89.516577,0.06
-168.2,100,89.578264,0.04
-286.6,100,90.185678,0.01
-329.1,100,90.249471,0.05
-198.1,100,90.315446,0.08
-295.6,100,90.37737,0.03
-158.4,100,90.43872,0.07
-226.0,100,90.501296,0.06
-157.8,100,90.565016,0.06
-272.1,100,90.627505,0.04
-243.9,100,90.689155,0.03
-221.8,100,90.750593,0.06
-352.6,100,90.811699,0.04
-162.9,100,90.87432,0.0
-251.3,100,90.935769,0.06
-186.5,100,90.998633,0.04
-204.5,100,91.061455,0.09
-231.0,100,91.125527,0.04
-251.7,100,91.187423,0.08
-301.3,100,91.249825,0.03
-197.5,100,91.311618,0.06
-159.6,100,91.37561,0.06
-261.3,100,92.059834,0.02
-167.0,100,92.12537,0.06
-217.1,100,92.190088,0.03
-230.6,100,92.254593,0.03
-214.0,100,92.316532,0.05
-200.4,100,92.378419,0.04
-215.2,100,92.44055,0.11
-233.2,100,92.502028,0.07
-262.2,100,92.563881,0.02
-227.8,100,92.625626,0.03
-243.9,100,92.687856,0.06
-287.2,100,92.750585,0.06
-296.2,100,92.811682,0.07
-238.6,100,92.874027,0.02
-245.7,100,92.93534,0.1
-213.7,100,92.99802,0.02
-166.2,100,93.061392,0.03
-346.6,100,93.12563,0.02
-138.7,100,93.187919,0.11
-190.9,100,93.24988,0.08
-267.5,100,93.312667,0.04
-232.5,100,93.941701,0.06
-276.9,100,94.005637,0.08
-254.7,100,94.070613,0.07
-176.5,100,94.132617,0.08
-244.6,100,94.193716,0.07
-146.4,100,94.255649,0.05
-166.9,100,94.317269,0.06
-305.9,100,94.378517,0.01
-218.5,100,94.44,0.04
-172.8,100,94.501381,0.12
-373.0,100,94.56502,0.11
-222.1,100,94.626912,0.03
-215.0,100,94.688577,0.04
-228.0,100,94.749944,0.06
-262.4,100,94.810772,0.09
-219.3,100,94.87379,0.04
-231.8,100,94.937972,0.03
-260.5,100,95.000769,0.09
-207.0,100,95.06319,0.06
-225.9,100,95.126758,0.12
-195.4,100,95.75959,0.12
-258.3,100,95.824011,0.06
-357.6,100,95.887287,0.09
-273.3,100,95.950211,0.06
-186.7,100,96.02057,0.11
-183.6,100,96.086472,0.02
-301.5,100,96.148347,0.08
-200.8,100,96.210581,0.04
-326.6,100,96.273406,0.05
-224.9,100,96.338982,0.05
-187.6,100,96.402481,0.07
-152.4,100,96.465006,0.06
-258.6,100,96.52726,0.04
-185.4,100,96.589042,0.03
-177.5,100,96.650799,0.05
-134.0,100,96.712283,0.08
-245.5,100,96.773504,0.06
-177.1,100,96.835032,0.09
-245.8,100,96.896657,0.06
-181.8,100,96.95793,0.04
-206.5,100,97.020015,0.07
-222.3,100,97.618121,0.1
-194.7,100,97.682995,0.04
-286.5,100,97.748106,0.0
-204.6,100,97.812812,0.04
-325.1,100,97.876177,0.04
-263.4,100,97.938123,0.1
-300.6,100,98.000247,0.03
-238.6,100,98.064713,0.07
-260.7,100,98.127078,0.05
-278.5,100,98.190762,0.1
-334.3,100,98.251634,0.06
-241.5,100,98.314075,0.03
-241.0,100,98.375707,0.05
-228.3,100,98.437315,0.07
-171.6,100,98.504253,0.06
-150.2,100,98.567367,0.13
-158.5,100,98.630548,0.06
-300.0,100,98.693812,0.05
-162.8,100,98.756766,0.03
-179.8,100,98.823174,0.08
-188.3,100,99.438157,0.12
-181.4,100,99.503939,0.04
-192.7,100,99.570321,0.08
-185.2,100,99.634339,0.06
-196.0,100,99.696024,0.07
-233.1,100,99.757654,0.07
-252.9,100,99.818692,0.08
-198.1,100,99.880602,0.09
-214.7,100,99.941389,0.09
-248.7,100,100.003625,0.09
-231.6,100,100.066094,0.09
-222.7,100,100.127749,0.06
-249.9,100,100.188988,0.1
-181.4,100,100.250766,0.06
-209.1,100,100.31205,0.08
-183.0,100,100.373467,0.07
-257.9,100,100.43459,0.04
-219.0,100,100.495207,0.07
-212.7,100,100.559694,0.07
-205.3,100,100.623374,0.06
-223.4,100,101.252482,0.09
-219.5,100,101.317244,0.16
-182.9,100,101.385204,0.08
-236.5,100,101.45025,0.06
-177.3,100,101.513393,0.09
-220.2,100,101.575912,0.12
-244.3,100,101.641587,0.09
-167.2,100,101.705025,0.06
-220.1,100,101.767667,0.11
-291.2,100,101.830193,0.04
-193.7,100,101.892245,0.09
-179.5,100,101.954403,0.09
-180.5,100,102.044738,0.04
-169.7,100,102.109687,0.05
-338.9,100,102.172499,0.13
-276.8,100,102.243356,0.14
-199.2,100,102.30705,0.04
-238.3,100,102.36943,0.01
-200.1,100,102.430793,0.12
-226.7,100,102.494219,0.06
-229.2,100,102.556116,0.06
-158.6,100,103.192988,0.08
-190.2,100,103.259122,0.06
-167.0,100,103.326505,0.05
-254.6,100,103.390894,0.08
-229.3,100,103.455073,0.05
-195.8,100,103.520463,0.09
-170.3,100,103.582897,0.07
-196.2,100,103.645344,0.09
-330.2,100,103.706666,0.06
-174.8,100,103.768867,0.01
-243.7,100,103.830276,0.0
-212.3,100,103.892399,0.04
-217.2,100,103.957086,0.04
-298.8,100,104.020376,0.04
-249.4,100,104.081351,0.12
-221.1,100,104.143575,0.08
-225.9,100,104.204748,0.07
-266.8,100,104.266075,0.09
-168.0,100,104.328275,0.06
-224.0,100,104.390739,0.08
-202.6,100,105.038676,0.08
-221.1,100,105.105177,0.06
-177.4,100,105.169931,0.02
-201.0,100,105.234045,0.07
-189.3,100,105.29592,0.01
-159.4,100,105.366128,0.03
-186.0,100,105.431277,0.06
-222.3,100,105.496836,0.04
-247.4,100,105.559128,0.06
-305.9,100,105.623408,0.04
-343.4,100,105.68749,0.04
-258.0,100,105.750825,0.06
-184.7,100,105.815467,0.07
-205.2,100,105.87827,0.04
-142.1,100,105.941311,0.15
-236.7,100,106.004168,0.08
-191.1,100,106.067918,0.06
-165.7,100,106.130726,0.09
-139.6,100,106.19296,0.05
-164.4,100,106.256907,0.04
-296.6,100,106.318919,0.05
-217.3,100,106.945958,0.1
-170.5,100,107.011187,0.02
-242.7,100,107.076929,0.09
-280.5,100,107.13997,0.1
-275.2,100,107.203414,0.02
-282.0,100,107.266398,0.08
-204.4,100,107.331476,0.07
-178.3,100,107.397068,0.06
-225.2,100,107.460484,0.08
-137.1,100,107.526681,0.01
-245.1,100,107.592665,0.03
-210.7,100,107.656234,0.07
-214.0,100,107.719687,0.09
-256.3,100,107.782654,0.07
-186.6,100,107.846576,0.09
-222.7,100,107.908664,0.08
-168.5,100,107.972619,0.07
-236.3,100,108.037585,0.06
-223.4,100,108.100709,0.05
-200.9,100,108.165372,0.09
-347.3,100,108.814456,0.03
-283.3,100,108.879012,0.07
-182.5,100,108.944263,0.07
-210.7,100,109.008596,0.09
-204.0,100,109.071132,0.04
-221.5,100,109.134958,0.08
-260.1,100,109.197548,0.04
-249.9,100,109.26202,0.06
-183.7,100,109.326963,0.05
-254.5,100,109.389078,0.11
-171.1,100,109.451615,0.06
-193.6,100,109.513132,0.09
-154.2,100,109.575512,0.07
-176.7,100,109.63861,0.06
-255.5,100,109.700577,0.1
-300.3,100,109.761457,0.09
-270.6,100,109.823398,0.06
-164.1,100,109.885463,0.06
-235.1,100,109.946304,0.06
-216.8,100,110.00777,0.04
-224.7,100,110.06947,0.06
-298.3,100,110.726964,0.05
-252.8,100,110.822655,0.05
-172.5,100,110.890834,0.06
-230.3,100,110.956243,0.07
-170.6,100,111.020223,0.07
-347.4,100,111.08137,0.08
-155.6,100,111.144831,0.03
-179.1,100,111.208253,0.01
-231.7,100,111.270172,0.07
-128.5,100,111.331713,0.07
-230.4,100,111.395714,0.05
-210.2,100,111.4613,0.05
-161.6,100,111.526221,0.04
-218.5,100,111.591355,0.02
-285.5,100,111.658662,0.04
-219.3,100,111.769069,0.07
-235.7,100,111.849328,0.01
-169.1,100,111.962912,0.05
-235.4,100,112.03357,0.06
-234.2,100,112.105,0.11
-202.2,100,112.767018,0.05
-174.4,100,112.833983,0.04
-170.3,100,112.920579,0.04
-258.3,100,113.006371,0.04
-185.5,100,113.068263,0.03
-182.1,100,113.13054,0.08
-141.5,100,113.193321,0.05
-164.2,100,113.268181,0.04
-183.8,100,113.342295,0.01
-165.2,100,113.417923,0.01
-343.2,100,113.48435,0.04
-199.4,100,113.548451,0.12
-220.6,100,113.610534,0.06
-209.0,100,113.676214,0.02
-228.8,100,113.745739,0.03
-174.7,100,113.809023,0.08
-269.6,100,113.87075,0.07
-242.9,100,113.932147,0.06
-202.0,100,113.994149,0.01
-214.1,100,114.05692,0.05
-215.6,100,114.119037,0.06
-222.8,100,114.782787,0.05
-199.5,100,114.849781,0.03
-220.6,100,114.916242,0.04
-223.0,100,114.979524,0.05
-256.6,100,115.041501,0.02
-287.3,100,115.103486,0.07
-239.0,100,115.1653,0.02
-185.4,100,115.227225,0.07
-182.4,100,115.291333,0.01
-195.2,100,115.356524,0.0
-181.9,100,115.422756,0.08
-303.8,100,115.487502,0.07
-366.8,100,115.561034,0.06
-214.7,100,115.635208,0.02
-135.6,100,115.705964,0.05
-183.0,100,115.778584,0.07
-223.7,100,115.848551,0.07
-178.7,100,115.920713,0.02
-240.8,100,115.995418,0.04
-201.7,100,116.06409,0.04
-247.9,100,116.762801,0.05
-196.9,100,116.83543,0.01
-185.5,100,116.9109,0.05
-187.7,100,116.985794,0.04
-266.7,100,117.052682,0.08
-202.6,100,117.121044,0.03
-327.5,100,117.188772,0.07
-185.5,100,117.255142,0.07
-177.2,100,117.324114,0.01
-164.5,100,117.387902,0.03
-251.4,100,117.450627,0.03
-273.5,100,117.514411,0.05
-268.0,100,117.584175,0.0
-233.2,100,117.646571,0.02
-177.3,100,117.712995,0.01
-165.3,100,117.779977,0.0
-255.5,100,117.8459,0.02
-145.0,100,117.921364,0.05
-295.9,100,117.991197,0.02
-189.7,100,118.058899,0.07
-163.4,100,118.128293,0.03
-274.4,100,118.830359,0.04
-183.9,100,118.904283,0.02
-164.7,100,118.981341,0.06
-179.5,100,119.051872,0.06
-176.7,100,119.127448,0.02
-151.7,100,119.192865,0.04
-198.3,100,119.257633,0.02
-225.2,100,119.326155,0.03
-250.7,100,119.394457,0.02
-125.6,100,119.460019,0.06
-219.5,100,119.527381,0.03
-177.3,100,119.590814,0.02
-135.3,100,119.653512,0.02
-197.0,100,119.714017,0.07
-174.4,100,119.77625,0.03
-212.1,100,119.837954,0.01
-192.9,100,119.900292,0.04
-436.7,100,119.960193,0.05
-132.5,100,120.023195,0.06
-227.9,100,120.088185,0.03
-290.3,100,120.805806,0.07
-190.5,100,120.873317,0.0
-224.3,100,120.939575,0.1
-233.1,100,121.005989,0.02
-345.1,100,121.078336,0.06
-189.2,100,121.149771,0.07
-185.6,100,121.222839,0.05
-206.2,100,121.289715,0.03
-230.4,100,121.357638,0.06
-216.3,100,121.429477,0.06
-140.4,100,121.497779,0.07
-149.8,100,121.56691,0.04
-170.9,100,121.642737,0.06
-186.7,100,121.709602,0.08
-232.5,100,121.781179,0.01
-223.6,100,121.84603,0.05
-254.9,100,121.917115,0.08
-273.3,100,121.980123,0.08
-249.8,100,122.042426,0.04
-259.6,100,122.110297,0.03
-178.0,100,122.188937,0.02
-150.6,100,122.898002,0.03
-236.8,100,122.981091,0.05
-232.3,100,123.051525,0.04
-158.1,100,123.12703,0.08
-297.0,100,123.196029,0.09
-267.2,100,123.286693,0.06
-183.5,100,123.35029,0.05
-261.9,100,123.421743,0.04
-182.9,100,123.49151,0.02
-210.6,100,123.557961,0.04
-189.0,100,123.633116,0.04
-169.0,100,123.704674,0.06
-184.4,100,123.777002,0.07
-183.7,100,123.848519,0.07
-193.6,100,123.917405,0.02
-166.3,100,123.981349,0.06
-214.2,100,124.043821,0.05
-197.1,100,124.105811,0.03
-296.2,100,124.172228,0.09
-238.6,100,124.244883,0.03
-196.2,100,124.972372,0.07
-117.5,100,125.043543,0.16
-173.5,100,125.112994,0.09
-205.3,100,125.177202,0.06
-192.4,100,125.254102,0.01
-207.8,100,125.32342,0.05
-220.7,100,125.387288,0.06
-275.2,100,125.454047,0.07
-243.9,100,125.521155,0.07
-247.7,100,125.583284,0.08
-297.6,100,125.647068,0.05
-265.5,100,125.719478,0.09
-154.9,100,125.789361,0.08
-258.4,100,125.851945,0.03
-191.6,100,125.921002,0.11
-315.9,100,125.984671,0.06
-143.7,100,126.049604,0.02
-175.4,100,126.113272,0.04
-174.2,100,126.175693,0.13
-181.9,100,126.245745,0.05
-162.6,100,126.324194,0.03
-283.1,100,127.129523,0.07
-159.5,100,127.200877,0.04
-242.0,100,127.268581,0.03
-148.2,100,127.343789,0.04
-342.5,100,127.415838,0.15
-202.7,100,127.483277,0.06
-156.7,100,127.555676,0.14
-161.1,100,127.621722,0.06
-222.4,100,127.684399,0.07
-228.8,100,127.754272,0.06
-238.6,100,127.820399,0.13
-166.9,100,127.885074,0.0
-194.0,100,127.952218,0.05
-138.5,100,128.021235,0.04
-168.4,100,128.08427,0.1
-124.9,100,128.146787,0.05
-162.7,100,128.209874,0.07
-303.6,100,128.270527,0.12
-226.5,100,128.333134,0.04
-144.9,100,128.408041,0.07
-207.9,100,129.066327,0.04
-186.5,100,129.13663,0.08
-220.6,100,129.205884,0.07
-193.6,100,129.275991,0.03
-223.9,100,129.344466,0.1
-211.1,100,129.415988,0.02
-112.3,100,129.520155,0.06
-211.8,100,129.588473,0.07
-261.0,100,129.668922,0.04
-189.8,100,129.739923,0.08
-132.8,100,129.808407,0.08
-234.6,100,129.8841,0.05
-180.4,100,129.951222,0.05
-210.2,100,130.016314,0.02
-170.1,100,130.084626,0.05
-196.2,100,130.162751,0.05
-214.1,100,130.230794,0.03
-198.2,100,130.301588,0.05
-201.5,100,130.368003,0.1
-145.0,100,130.435371,0.04
-320.0,100,130.504173,0.06
-282.7,100,131.192019,0.07
-181.7,100,131.267371,0.04
-158.8,100,131.34291,0.06
-187.8,100,131.412185,0.02
-185.4,100,131.486628,0.01
-249.4,100,131.563575,0.1
-267.6,100,131.632116,0.05
-155.1,100,131.702866,0.08
-204.6,100,131.781723,0.06
-237.7,100,131.860313,0.05
-157.4,100,131.929417,0.05
-234.7,100,131.994987,0.03
-195.2,100,132.060918,0.04
-224.0,100,132.126364,0.06
-176.9,100,132.191774,0.0
-227.2,100,132.258613,0.02
-191.4,100,132.32681,0.01
-198.2,100,132.394293,0.06
-192.6,100,132.463617,0.03
-322.4,100,132.532106,0.05
-153.2,100,133.189498,0.08
-136.5,100,133.303372,0.01
-216.4,100,133.373911,0.04
-171.5,100,133.44842,0.07
-230.4,100,133.515273,0.05
-184.6,100,133.584104,0.01
-177.2,100,133.651464,0.02
-266.7,100,133.753501,0.08
-206.2,100,133.822549,0.03
-177.5,100,133.900372,0.04
-229.7,100,133.973782,0.05
-231.6,100,134.04367,0.06
-317.3,100,134.110468,0.06
-158.7,100,134.177252,0.02
-177.5,100,134.243367,0.03
-131.0,100,134.306662,0.07
-222.7,100,134.369162,0.03
-316.3,100,134.43277,0.04
-265.1,100,134.493912,0.05
-196.2,100,134.556025,0.05
-235.1,100,134.617314,0.09
-214.9,100,135.362034,0.02
-255.2,100,135.441738,0.08
-218.7,100,135.524086,0.0
-185.1,100,135.597496,0.04
-141.0,100,135.667932,0.08
-188.0,100,135.742745,0.08
-178.7,100,135.81458,0.05
-194.5,100,135.883154,0.06
-178.8,100,135.955072,0.02
-248.6,100,136.023308,0.03
-174.6,100,136.096019,0.02
-150.5,100,136.173086,0.05
-163.8,100,136.254557,0.06
-149.5,100,136.327212,0.11
-249.3,100,136.402254,0.04
-234.1,100,136.472065,0.02
-176.5,100,136.541837,0.02
-234.5,100,136.612841,0.03
-169.7,100,136.681146,0.04
-203.6,100,136.752198,0.07
-226.1,100,137.632106,0.0
-167.3,100,137.702793,0.02
-232.8,100,137.781025,0.06
-257.9,100,137.856632,0.08
-198.3,100,137.922526,0.07
-268.8,100,137.993842,0.09
-209.9,100,138.060712,0.1
-177.4,100,138.127874,0.05
-261.7,100,138.197781,0.06
-216.3,100,138.274292,0.07
-187.6,100,138.346088,0.02
-162.4,100,138.414913,0.04
-198.0,100,138.488838,0.06
-226.8,100,138.566443,0.09
-284.8,100,138.628252,0.02
-206.9,100,138.690453,0.04
-216.4,100,138.756744,0.07
-224.6,100,138.820837,0.03
-238.1,100,138.889206,0.06
-226.6,100,138.964068,0.11
-166.1,100,139.036029,0.06
-146.5,100,139.79346,0.07
-297.1,100,139.859565,0.05
-207.8,100,139.932184,0.09
-185.6,100,140.000475,0.04
-130.9,100,140.064261,0.12
-236.5,100,140.134475,0.05
-229.8,100,140.197281,0.06
-187.4,100,140.261572,0.05
-237.7,100,140.323669,0.03
-285.9,100,140.388219,0.01
-202.1,100,140.460401,0.02
-174.2,100,140.529953,0.09
-163.7,100,140.594275,0.03
-163.7,100,140.670046,0.01
-209.3,100,140.74291,0.04
-249.2,100,140.810063,0.07
-271.1,100,140.874584,0.06
-183.6,100,140.938912,0.06
-328.5,100,141.002847,0.03
-238.7,100,141.081343,0.06
-168.0,100,142.213934,0.07
-179.4,100,142.281224,0.06
-229.4,100,142.349398,0.04
-125.3,100,142.418591,0.04
-132.8,100,142.488159,0.08
-246.3,100,142.556204,0.03
-250.7,100,142.619818,0.05
-312.8,100,142.685099,0.01
-230.9,100,142.749813,0.03
-215.6,100,142.818835,0.03
-230.7,100,142.889961,0.04
-301.8,100,142.957339,0.03
-145.5,100,143.02717,0.06
-235.8,100,143.094768,0.03
-221.4,100,143.165104,0.06
-192.3,100,143.233571,0.07
-273.2,100,143.301121,0.02
-188.4,100,143.370787,0.06
-161.4,100,143.44094,0.03
-214.2,100,143.508304,0.05
-282.3,100,143.575283,0.05
-178.4,100,144.205669,0.06
-256.8,100,144.270492,0.04
-169.9,100,144.33488,0.08
-261.9,100,144.397084,0.03
-160.0,100,144.460413,0.07
-205.9,100,144.524478,0.06
-225.4,100,144.589606,0.01
-181.4,100,144.653721,0.06
-183.2,100,144.716304,0.09
-248.2,100,144.783627,0.06
-176.0,100,144.849994,0.05
-194.2,100,144.91436,0.05
-223.2,100,144.978332,0.03
-283.8,100,145.04526,0.08
-170.4,100,145.111594,0.02
-228.0,100,145.176384,0.0
-203.6,100,145.238563,0.08
-253.8,100,145.302632,0.03
-172.1,100,145.374186,0.01
-150.5,100,145.444889,0.08
-274.1,100,146.39016,0.06
-208.4,100,146.45599,0.06
-176.0,100,146.521062,0.06
-165.4,100,146.58693,0.08
-251.9,100,146.649556,0.03
-197.9,100,146.711393,0.09
-235.7,100,146.77373,0.01
-216.9,100,146.835354,0.11
-141.3,100,146.902625,0.03
-235.5,100,146.969346,0.05
-188.1,100,147.039768,0.06
-195.3,100,147.104851,0.03
-209.6,100,147.167781,0.03
-241.5,100,147.229769,0.05
-157.6,100,147.2912,0.08
-174.3,100,147.352784,0.11
-227.7,100,147.415766,0.06
-215.0,100,147.483046,0.09
-195.2,100,147.555462,0.05
-190.0,100,147.625289,0.13
-182.1,100,147.692221,0.07
-165.0,100,148.522199,0.08
-184.3,100,148.588811,0.09
-221.4,100,148.655251,0.08
-235.1,100,148.718991,0.09
-254.7,100,148.782515,0.05
-181.1,100,148.850169,0.07
-145.0,100,148.914718,0.03
-173.2,100,148.97897,0.03
-270.0,100,149.043135,0.05
-214.9,100,149.118428,0.09
-170.0,100,149.183438,0.03
-189.1,100,149.247537,0.06
-142.6,100,149.31082,0.04
-242.1,100,149.413878,0.0
-281.5,100,149.496493,0.02
-223.4,100,149.580528,0.06
-161.9,100,149.646194,0.07
-171.1,100,149.711342,0.04
-193.0,100,149.775099,0.08
-170.6,100,149.839116,0.08
-178.6,100,150.720118,0.06
-153.1,100,150.788641,0.02
-155.3,100,150.857543,0.06
-168.7,100,150.921365,0.04
-149.8,100,150.984547,0.05
-199.8,100,151.049361,0.03
-235.0,100,151.112666,0.08
-220.8,100,151.174813,0.11
-177.6,100,151.236941,0.05
-169.8,100,151.303092,0.06
-228.4,100,151.367181,0.1
-203.3,100,151.433207,0.05
-232.7,100,151.498569,0.06
-214.5,100,151.563121,0.03
-292.2,100,151.6269,0.03
-200.1,100,151.688389,0.09
-185.4,100,151.750022,0.06
-172.0,100,151.811617,0.07
-211.6,100,151.874095,0.04
-159.0,100,151.936212,0.06
-191.1,100,152.791806,0.08
-155.7,100,152.858034,0.05
-171.7,100,152.924431,0.03
-206.5,100,152.990722,0.03
-217.9,100,153.055014,0.06
-181.1,100,153.119168,0.1
-199.0,100,153.181984,0.02
-197.9,100,153.244869,0.06
-211.7,100,153.307286,0.04
-199.0,100,153.369126,0.09
-263.8,100,153.432241,0.06
-165.4,100,153.499193,0.05
-129.7,100,153.566166,0.1
-185.1,100,153.634727,0.02
-188.0,100,153.703279,0.03
-123.2,100,153.772854,0.08
-227.6,100,153.842493,0.02
-157.2,100,153.907612,0.03
-187.0,100,153.971869,0.04
-138.3,100,154.034268,0.02
-233.9,100,154.099261,0.03
-196.4,100,154.968765,0.04
-170.8,100,155.040287,0.04
-210.2,100,155.107582,0.03
-204.0,100,155.171419,0.05
-151.3,100,155.234998,0.09
-189.7,100,155.297442,0.03
-173.7,100,155.37191,0.06
-159.4,100,155.43395,0.11
-158.6,100,155.495857,0.06
-201.0,100,155.55924,0.04
-185.7,100,155.623822,0.02
-263.6,100,155.686026,0.05
-152.2,100,155.755893,0.01
-213.5,100,155.822511,0.05
-238.2,100,155.890726,0.05
-255.6,100,155.958883,0.06
-240.2,100,156.024501,0.09
-206.8,100,156.091634,0.02
-250.7,100,156.154704,0.06
-170.8,100,156.217289,0.06
-206.4,100,156.863036,0.04
-189.0,100,156.931834,0.08
-194.6,100,156.999133,0.0
-226.8,100,157.064313,0.1
-166.3,100,157.129722,0.07
-137.5,100,157.191994,0.05
-238.6,100,157.254407,0.01
-247.0,100,157.316276,0.04
-289.7,100,157.377245,0.03
-190.3,100,157.443195,0.1
-211.9,100,157.505055,0.04
-159.9,100,157.567818,0.01
-132.7,100,157.631983,0.06
-234.6,100,157.693462,0.06
-192.1,100,157.756061,0.02
-117.0,100,157.819104,0.04
-191.8,100,157.881901,0.04
-209.9,100,157.943591,0.05
-147.3,100,158.005831,0.02
-173.9,100,158.069698,0.02
-246.3,100,158.133216,0.06
-152.7,100,158.7593,0.02
-176.9,100,158.827366,0.01
-171.6,100,158.894806,0.04
-226.4,100,158.960784,0.02
-213.8,100,159.025821,0.04
-182.5,100,159.09201,0.09
-213.0,100,159.155839,0.07
-243.1,100,159.219771,0.04
-164.5,100,159.284032,0.06
-151.8,100,159.346382,0.05
-159.6,100,159.408516,0.08
-223.9,100,159.470338,0.04
-144.4,100,159.532738,0.08
-213.3,100,159.596735,0.04
-173.0,100,159.659832,0.06
-155.8,100,159.723401,0.04
-156.0,100,159.785094,0.07
-152.1,100,159.846943,0.08
-137.2,100,159.909718,0.07
-164.7,100,159.972186,0.05
-218.5,100,160.580779,0.04
-172.8,100,160.64898,0.05
-183.3,100,160.716837,0.04
-130.4,100,160.784517,0.07
-187.9,100,160.852162,0.08
-189.1,100,160.920922,0.04
-203.9,100,160.987698,0.11
-216.8,100,161.056054,0.08
-234.3,100,161.123417,0.03
-162.8,100,161.189255,0.08
-173.8,100,161.253399,0.09
-174.6,100,161.316218,0.05
-208.3,100,161.37742,0.05
-203.2,100,161.43888,0.1
-236.1,100,161.501274,0.02
-187.6,100,161.563111,0.08
-177.8,100,161.628219,0.11
-194.8,100,161.689332,0.06
-231.4,100,161.750436,0.1
-168.7,100,161.814622,0.07
-198.9,100,161.877742,0.08
-144.3,100,162.496503,0.08
-145.1,100,162.561339,0.08
-125.6,100,162.630981,0.15
-148.2,100,162.698062,0.05
-182.4,100,162.761748,0.07
-174.7,100,162.82496,0.07
-191.0,100,162.889828,0.07
-210.0,100,162.954796,0.06
-206.7,100,163.01837,0.06
-212.9,100,163.081131,0.04
-142.5,100,163.146564,0.03
-129.6,100,163.210056,0.12
-159.7,100,163.272721,0.06
-135.0,100,163.334543,0.07
-169.4,100,163.39757,0.04
-182.0,100,163.459866,0.06
-162.7,100,163.527015,0.05
-197.1,100,163.627713,0.06
-128.2,100,163.692176,0.08
-213.5,100,163.756109,0.09
-145.2,100,164.603446,0.05
-122.4,100,164.670584,0.06
-139.0,100,164.735343,0.12
-198.7,100,164.799935,0.06
-224.7,100,164.863792,0.02
-162.1,100,164.92539,0.08
-163.0,100,164.991413,0.05
-157.8,100,165.055412,0.03
-187.0,100,165.120155,0.0
-173.3,100,165.185586,0.08
-179.4,100,165.247645,0.06
-205.6,100,165.309764,0.03
-113.4,100,165.374402,0.05
-157.4,100,165.43652,0.07
-192.1,100,165.498116,0.12
-186.8,100,165.565397,0.05
-124.0,100,165.628208,0.09
-179.0,100,165.691827,0.09
-161.0,100,165.755879,0.01
-242.5,100,165.822885,0.04
-190.8,100,165.885039,0.04
-153.2,100,166.564312,0.11
-219.1,100,166.630205,0.04
-143.1,100,166.695149,0.08
-193.5,100,166.758908,0.03
-174.0,100,166.820944,0.02
-162.8,100,166.883319,0.03
-279.4,100,166.947359,0.09
-215.8,100,167.00989,0.05
-220.2,100,167.073322,0.04
-151.4,100,167.137283,0.04
-173.9,100,167.201016,0.11
-200.1,100,167.267162,0.04
-156.8,100,167.330564,0.06
-187.3,100,167.3956,0.05
-194.0,100,167.461034,0.05
-233.5,100,167.524517,0.02
-161.3,100,167.586832,0.11
-192.2,100,167.650482,0.06
-216.3,100,167.713348,0.05
-195.4,100,167.776016,0.04
-148.6,100,168.386048,0.06
-200.7,100,168.451496,0.06
