#{"t_start": 1737119192.411287, "env_id": "None"}
r,l,t
-731.8,100,0.979471
-690.9,100,1.123944
-421.4,100,1.221858
-790.7,100,1.311591
-730.4,100,1.4014
-825.6,100,1.485616
-964.4,100,1.56643
-918.4,100,1.659601
-769.6,100,1.743616
-852.1,100,1.826456
-568.0,100,1.91332
-596.5,100,1.999035
-861.7,100,2.081159
-741.1,100,2.167454
-818.8,100,2.250811
-760.2,100,2.332872
-729.5,100,2.419671
-939.6,100,2.502199
-792.8,100,2.584665
-738.4,100,2.671539
