#{"t_start": 1737119025.4536269, "env_id": "None"}
r,l,t
-845.5,100,0.692514
-621.8,100,0.764757
-637.4,100,0.845214
-684.2,100,0.905177
-786.0,100,0.963827
-882.0,100,1.0172
-944.4,100,1.070593
-870.6,100,1.124508
-837.0,100,1.1811
-832.2,100,1.235279
-496.7,100,1.293329
-751.1,100,1.349005
-830.0,100,1.402937
-714.9,100,1.456899
-858.4,100,1.509499
-929.0,100,1.562925
-926.0,100,1.616274
-401.0,100,1.673868
-771.8,100,1.728251
-839.4,100,1.782708
