#{"t_start": 1737106724.9083571, "env_id": "None"}
r,l,t
-141.6,100,217.581237
-127.9,100,217.643274
-257.9,100,217.705492
-166.0,100,217.766567
-162.7,100,217.827423
-135.4,100,217.887487
-145.7,100,217.948963
-210.3,100,218.009083
-173.6,100,218.074001
-173.5,100,218.814156
-114.8,100,218.87796
-171.6,100,218.941144
-163.8,100,219.003466
-163.5,100,219.067772
-124.8,100,219.129636
-150.9,100,219.192998
-154.0,100,219.254745
-129.0,100,219.315768
-259.0,100,219.376066
-158.5,100,219.436408
-188.6,100,219.497884
-157.1,100,219.562194
-206.9,100,219.624153
-160.3,100,219.687744
-200.3,100,219.749776
-170.7,100,219.811213
-144.4,100,219.872783
-125.0,100,219.933754
-273.5,100,219.99392
-145.5,100,220.057911
-291.4,100,221.007871
-186.9,100,221.072627
-185.3,100,221.135506
-149.6,100,221.197775
-229.8,100,221.259858
-154.4,100,221.321054
-142.3,100,221.382527
-189.3,100,221.443445
-177.3,100,221.504278
-129.9,100,221.568918
-215.9,100,221.629748
-139.8,100,221.692464
-145.7,100,221.754689
-130.2,100,221.815451
-198.6,100,221.876042
-203.3,100,221.937147
-227.4,100,221.997819
-121.7,100,222.061183
-141.3,100,222.123466
-257.6,100,222.184184
-142.6,100,223.036877
-150.4,100,223.101155
-157.7,100,223.164291
-173.7,100,223.229224
-132.0,100,223.291327
-184.8,100,223.352197
-190.0,100,223.412995
-157.6,100,223.473043
-165.6,100,223.534455
-212.7,100,223.598247
-153.8,100,223.659272
-99.9,100,223.721935
-129.5,100,223.783785
-151.9,100,223.844563
-218.5,100,223.905032
-162.9,100,223.96517
-141.5,100,224.026913
-198.8,100,224.091557
-147.0,100,224.152794
-148.9,100,224.216937
-202.8,100,224.278953
-97.9,100,225.203513
-136.1,100,225.267951
-98.8,100,225.330462
-199.4,100,225.39122
-194.3,100,225.452047
-152.0,100,225.512861
-141.3,100,225.576286
-161.3,100,225.637914
-128.3,100,225.700304
-156.9,100,225.763723
-124.6,100,225.823837
-140.1,100,225.884238
-135.9,100,225.944831
-124.5,100,226.005836
-146.3,100,226.069572
-123.7,100,226.131243
-130.5,100,226.192
-168.2,100,226.255307
-130.4,100,226.316504
-139.0,100,226.377179
-146.6,100,227.08715
-116.8,100,227.154507
-138.7,100,227.221343
-176.9,100,227.286888
-153.2,100,227.350433
-171.7,100,227.416533
-111.9,100,227.483274
-126.2,100,227.553801
-179.1,100,227.621122
-148.6,100,227.685787
-193.5,100,227.751381
-136.8,100,227.814738
-200.3,100,227.877469
-239.7,100,227.939886
-185.8,100,228.003489
-137.7,100,228.068157
-130.2,100,228.133363
-178.2,100,228.195193
-155.5,100,228.258868
-112.5,100,228.320026
-175.3,100,228.382665
-227.3,100,229.17825
-120.0,100,229.242333
-160.1,100,229.307895
-109.6,100,229.377197
-197.4,100,229.443266
-183.9,100,229.505032
-197.1,100,229.566837
-130.6,100,229.631328
-147.7,100,229.694384
-138.4,100,229.755967
-116.4,100,229.825649
-118.3,100,229.895356
-103.3,100,229.967845
-140.8,100,230.037935
-153.8,100,230.102231
-199.5,100,230.166556
-140.7,100,230.229702
-113.5,100,230.294851
-109.4,100,230.362049
-187.8,100,230.423939
-141.0,100,231.148953
-119.1,100,231.212714
-131.2,100,231.277614
-110.3,100,231.342111
-154.9,100,231.404545
-166.1,100,231.466852
-165.8,100,231.528537
-111.2,100,231.591279
-203.5,100,231.652032
-135.6,100,231.712867
-144.7,100,231.773559
-99.1,100,231.83911
-141.1,100,231.900841
-144.3,100,231.962021
-208.2,100,232.023407
-162.1,100,232.084836
-124.6,100,232.145046
-181.3,100,232.206072
-220.2,100,232.266511
-203.2,100,232.331851
-107.9,100,232.393335
-120.2,100,233.028687
-158.3,100,233.09224
-162.7,100,233.155934
-211.4,100,233.21803
-153.7,100,233.279883
-208.5,100,233.344609
-102.7,100,233.406181
-184.6,100,233.467244
-142.3,100,233.527655
-174.0,100,233.588705
-147.9,100,233.649359
-162.9,100,233.710255
-85.1,100,233.77136
-215.9,100,233.841874
-126.8,100,233.902954
-281.3,100,233.963831
-148.7,100,234.026945
-141.4,100,234.088267
-117.5,100,234.148629
-122.2,100,234.209366
-154.0,100,234.908961
-152.7,100,234.973202
-243.0,100,235.035831
-152.5,100,235.09858
-138.0,100,235.159065
-224.7,100,235.219372
-95.5,100,235.279842
-193.9,100,235.345765
-127.8,100,235.407044
-240.1,100,235.468198
-163.9,100,235.528412
-155.0,100,235.588668
-188.9,100,235.649279
-137.0,100,235.709506
-145.7,100,235.769559
-108.1,100,235.833903
-112.3,100,235.895112
-115.6,100,235.955522
-169.2,100,236.016993
-121.2,100,236.078145
-127.2,100,236.138135
-149.2,100,236.796782
-194.3,100,236.861646
-137.3,100,236.925977
-164.3,100,236.988239
-163.3,100,237.048831
-166.9,100,237.10951
-108.9,100,237.17022
-155.4,100,237.23147
-139.3,100,237.291787
-124.0,100,237.356511
-90.8,100,237.418618
-126.9,100,237.479754
-140.8,100,237.54076
-139.9,100,237.600787
-162.6,100,237.661636
-132.3,100,237.722375
-211.6,100,237.782388
-120.0,100,237.847563
-150.3,100,237.908261
-167.5,100,237.968992
-93.5,100,238.621394
-134.8,100,238.685628
-180.4,100,238.748864
-134.1,100,238.813388
-192.2,100,238.877264
-113.1,100,238.938437
-107.4,100,238.999491
-166.3,100,239.060385
-125.2,100,239.120767
-255.5,100,239.180592
-195.5,100,239.241384
-145.1,100,239.302273
-146.3,100,239.366486
-182.0,100,239.427536
-135.0,100,239.487736
-155.8,100,239.548799
-129.5,100,239.610848
-129.5,100,239.670774
-229.6,100,239.730886
-226.5,100,239.79064
-150.3,100,239.854651
-166.0,100,240.511682
-154.5,100,240.574283
-122.7,100,240.638877
-217.0,100,240.699016
-95.9,100,240.761669
-104.5,100,240.824564
-220.6,100,240.887448
-177.7,100,240.948408
-115.9,100,241.00837
-202.7,100,241.068524
-117.9,100,241.129378
-167.6,100,241.189782
-134.4,100,241.25039
-138.6,100,241.311824
-210.2,100,241.376993
-127.4,100,241.438487
-134.1,100,241.500153
-159.1,100,241.560319
-104.5,100,241.620677
-169.7,100,241.68177
-129.3,100,242.319914
-172.2,100,242.384224
-97.7,100,242.447547
-185.9,100,242.50902
-107.8,100,242.570796
-191.9,100,242.630722
-136.3,100,242.691074
-158.0,100,242.751532
-173.3,100,242.811728
-115.5,100,242.876589
-146.4,100,242.938847
-191.7,100,242.999942
-163.1,100,243.060742
-127.9,100,243.121413
-99.0,100,243.182248
-148.1,100,243.243247
-136.9,100,243.304077
-161.5,100,243.368612
-125.1,100,243.430976
-121.2,100,243.491368
-211.6,100,244.156492
-115.1,100,244.220063
-130.0,100,244.283633
-114.3,100,244.348288
-189.7,100,244.413068
-92.8,100,244.474599
-182.3,100,244.535055
-183.8,100,244.596207
-121.7,100,244.656745
-83.8,100,244.717153
-270.3,100,244.776865
-132.3,100,244.840505
-149.3,100,244.903639
-78.1,100,244.964475
-117.8,100,245.025607
-130.8,100,245.085426
-139.8,100,245.145461
-248.8,100,245.205464
-219.6,100,245.276227
-156.8,100,245.339033
-180.8,100,245.40402
-178.0,100,246.045678
-116.1,100,246.109084
-133.4,100,246.173153
-111.5,100,246.235817
-174.9,100,246.297281
-117.1,100,246.361428
-254.9,100,246.424208
-117.4,100,246.486072
-116.4,100,246.547638
-154.9,100,246.607332
-134.1,100,246.668539
-116.5,100,246.729193
-101.9,100,246.790065
-114.7,100,246.853849
-156.7,100,246.916792
-123.4,100,246.977388
-146.6,100,247.038107
-116.3,100,247.098306
-99.4,100,247.158712
-125.1,100,247.219642
-117.0,100,247.86592
-221.6,100,247.932148
-167.8,100,247.995263
-90.4,100,248.058534
-128.6,100,248.119682
-130.1,100,248.180186
-165.7,100,248.24183
-133.2,100,248.303045
-244.8,100,248.366756
-88.2,100,248.431027
-113.6,100,248.493034
-118.4,100,248.554193
-233.5,100,248.614692
-116.6,100,248.676214
-98.8,100,248.736697
-130.6,100,248.79774
-145.5,100,248.860788
-144.9,100,248.923693
-233.6,100,248.984785
-104.1,100,249.045312
-132.8,100,249.106081
-131.6,100,249.770988
-107.5,100,249.835544
-148.4,100,249.901991
-148.9,100,249.964319
-134.8,100,250.026098
-122.7,100,250.086292
-90.4,100,250.146282
-183.5,100,250.207269
-198.6,100,250.266966
-95.2,100,250.328148
-124.2,100,250.391799
-128.3,100,250.46426
-105.6,100,250.524516
-131.8,100,250.585055
-123.1,100,250.645044
-132.6,100,250.706315
-89.7,100,250.766178
-161.7,100,250.826059
-216.6,100,250.889717
-137.6,100,250.95335
-144.1,100,251.589945
-189.3,100,251.653562
-153.5,100,251.71699
-182.0,100,251.779739
-164.6,100,251.840123
-115.0,100,251.903916
-112.7,100,251.966671
-199.5,100,252.027893
-220.7,100,252.088269
-155.8,100,252.148995
-97.6,100,252.209331
-137.1,100,252.26975
-87.1,100,252.329873
-93.2,100,252.393179
-137.7,100,252.456279
-162.7,100,252.518051
-103.2,100,252.57848
-169.7,100,252.638428
-95.1,100,252.698473
-114.7,100,252.759695
-211.8,100,252.818855
-135.0,100,253.48893
-88.6,100,253.552973
-102.6,100,253.615729
-270.3,100,253.677976
-121.6,100,253.73811
-174.4,100,253.79813
-176.2,100,253.859776
-87.1,100,253.922689
-107.0,100,253.985434
-213.2,100,254.044862
-89.3,100,254.105524
-101.6,100,254.165527
-129.5,100,254.225176
-130.9,100,254.285757
-115.3,100,254.346832
-150.5,100,254.411068
-151.2,100,254.47435
-171.8,100,254.53521
-85.3,100,254.602508
-139.9,100,254.663112
-128.5,100,255.296344
-97.8,100,255.360644
-136.0,100,255.426588
-119.8,100,255.49084
-114.4,100,255.552557
-97.2,100,255.615122
-115.1,100,255.675958
-130.3,100,255.737272
-87.3,100,255.797633
-76.6,100,255.85803
-101.6,100,255.922025
-114.1,100,255.984534
-120.1,100,256.043806
-110.8,100,256.104436
-165.1,100,256.165998
-179.1,100,256.225752
-66.1,100,256.285945
-62.2,100,256.345774
-92.8,100,256.409566
-129.9,100,256.471522
-115.0,100,256.532947
-93.5,100,257.170647
-83.4,100,257.233758
-50.5,100,257.295641
-139.9,100,257.35806
-76.7,100,257.421627
-132.5,100,257.483962
-116.7,100,257.544028
-84.1,100,257.603901
-80.8,100,257.663931
-94.6,100,257.723978
-125.8,100,257.783331
-128.1,100,257.84363
-125.8,100,257.907261
-80.3,100,257.971197
-197.2,100,258.031851
-68.3,100,258.091779
-142.6,100,258.152108
-99.3,100,258.212651
-114.3,100,258.272985
-127.7,100,258.333063
-130.0,100,258.983486
-66.7,100,259.047081
-175.8,100,259.110495
-90.9,100,259.173211
-145.4,100,259.233491
-59.4,100,259.294885
-53.1,100,259.354522
-85.7,100,259.418115
-95.1,100,259.47914
-111.6,100,259.540714
-89.5,100,259.600914
-180.4,100,259.661391
-189.0,100,259.722779
-68.4,100,259.793482
-133.8,100,259.853276
-75.3,100,259.916061
-76.5,100,259.978807
-91.3,100,260.041119
-190.7,100,260.10126
-92.2,100,260.162059
-144.4,100,260.223246
-97.3,100,260.862457
-44.2,100,260.927518
-71.5,100,260.989791
-102.5,100,261.052333
-65.3,100,261.112143
-77.8,100,261.17238
-86.4,100,261.232587
-82.5,100,261.293405
-125.3,100,261.354617
-78.7,100,261.418025
-75.7,100,261.480372
-219.4,100,261.541414
-82.4,100,261.601734
-95.6,100,261.661463
-40.9,100,261.721414
-143.6,100,261.782737
-83.9,100,261.842772
-7.0,100,261.904005
-70.3,100,261.965853
-61.1,100,262.028436
-65.1,100,262.642865
-79.3,100,262.705393
-17.1,100,262.767459
-55.3,100,262.829947
-115.6,100,262.902811
-19.7,100,262.964097
-49.5,100,263.027232
-83.0,100,263.087529
-87.6,100,263.155326
-88.0,100,263.223658
-142.8,100,263.284716
-107.0,100,263.3453
-62.3,100,263.407429
-56.6,100,263.470155
-48.5,100,263.53105
-89.9,100,263.591991
-61.8,100,263.651598
-91.7,100,263.711895
-81.5,100,263.771854
-69.5,100,263.832588
-57.6,100,263.894229
-20.9,100,264.58906
-56.1,100,264.650561
-102.8,100,264.712478
-64.0,100,264.773386
-64.2,100,264.833779
-46.1,100,264.894264
-89.8,100,264.960048
-63.5,100,265.021003
-51.5,100,265.082512
-65.2,100,265.142807
-104.7,100,265.202781
-35.3,100,265.262209
-100.6,100,265.322538
-46.0,100,265.381877
-89.4,100,265.445228
-91.2,100,265.506336
-97.9,100,265.569129
-59.9,100,265.629588
-126.3,100,265.690612
-23.2,100,265.749558
-75.2,100,266.426116
-54.5,100,266.489735
-69.4,100,266.553897
-81.5,100,266.61599
0.0,100,266.673971
-202.2,100,266.733261
-69.4,100,266.792982
-52.2,100,266.852281
-122.8,100,266.911907
-55.3,100,266.974599
-49.7,100,267.03764
-112.4,100,267.098958
-60.8,100,267.158071
0.0,100,267.216186
-89.4,100,267.275251
-36.5,100,267.334815
-81.5,100,267.394749
-73.5,100,267.457209
-121.1,100,267.519308
-80.9,100,267.580721
-171.1,100,267.641173
-42.4,100,268.265401
-52.4,100,268.327438
-4.5,100,268.38939
-12.5,100,268.453154
-33.8,100,268.514208
-76.7,100,268.576056
-0.1,100,268.635466
0.0,100,268.694073
-17.4,100,268.753721
-1.0,100,268.811557
-17.5,100,268.871832
0.0,100,268.931872
-36.2,100,268.993058
-83.1,100,269.055695
-59.9,100,269.134734
-20.3,100,269.193831
-29.6,100,269.251997
-2.3,100,269.310436
-12.4,100,269.36904
-5.1,100,269.429771
0.0,100,270.061617
0.0,100,270.122614
0.0,100,270.183388
-40.2,100,270.245664
-8.3,100,270.304263
0.0,100,270.362952
0.0,100,270.422407
0.0,100,270.48309
-1.0,100,270.543108
-53.2,100,270.60375
-1.9,100,270.662522
-2.3,100,270.72092
0.0,100,270.778709
0.0,100,270.836113
-107.7,100,270.895393
-36.5,100,270.957738
0.0,100,271.015719
0.0,100,271.075978
-1.0,100,271.134461
-16.7,100,271.208322
0.0,100,271.267553
-2.1,100,271.915448
0.0,100,271.977075
0.0,100,272.037956
0.0,100,272.098558
0.0,100,272.160121
-6.0,100,272.219345
0.0,100,272.277996
-0.1,100,272.336597
-1.5,100,272.395365
0.0,100,272.456371
-23.7,100,272.518697
-6.0,100,272.579263
0.0,100,272.637738
0.0,100,272.695318
0.0,100,272.753135
-2.7,100,272.812633
0.0,100,272.87053
-6.2,100,272.930606
-0.1,100,272.992973
-30.0,100,273.053844
-0.4,100,273.690128
-7.8,100,273.751944
0.0,100,273.811291
0.0,100,273.871325
0.0,100,273.930746
-40.9,100,273.994309
-42.9,100,274.05579
-1.1,100,274.11606
0.0,100,274.173899
0.0,100,274.231145
-0.8,100,274.291098
-33.3,100,274.34971
0.0,100,274.407195
-206.0,100,274.468411
-1.1,100,274.52729
0.0,100,274.586841
0.0,100,274.644951
-1.0,100,274.703038
0.0,100,274.762079
-39.7,100,274.820965
-5.4,100,274.878937
-12.3,100,275.535197
-1.0,100,275.59702
0.0,100,275.658382
-4.1,100,275.717609
0.0,100,275.77663
0.0,100,275.835008
0.0,100,275.893122
-30.8,100,275.954023
0.0,100,276.014004
0.0,100,276.073435
0.0,100,276.134912
-0.8,100,276.194756
0.0,100,276.252465
0.0,100,276.312356
0.0,100,276.370727
-56.4,100,276.429755
0.0,100,276.49079
-29.1,100,276.550461
-10.2,100,276.61256
0.0,100,276.670872
0.0,100,277.312737
0.0,100,277.372792
-64.2,100,277.434629
-10.1,100,277.498549
0.0,100,277.55722
-1.0,100,277.616985
0.0,100,277.674794
0.0,100,277.732287
-9.8,100,277.790352
0.0,100,277.847932
-14.5,100,277.906449
-35.9,100,277.968174
0.0,100,278.027549
-3.0,100,278.08726
0.0,100,278.147164
0.0,100,278.204824
0.0,100,278.262309
-33.7,100,278.320987
0.0,100,278.378548
0.0,100,278.436238
-0.1,100,278.501355
0.0,100,279.14734
0.0,100,279.207859
-1.0,100,279.267512
0.0,100,279.326324
-29.6,100,279.385677
0.0,100,279.445003
0.0,100,279.506451
0.0,100,279.564595
-1.0,100,279.624955
0.0,100,279.686403
-13.2,100,279.74587
0.0,100,279.803464
0.0,100,279.861196
-7.2,100,279.92003
0.0,100,279.980457
-1.0,100,280.039074
0.0,100,280.097866
0.0,100,280.158179
0.0,100,280.216252
0.0,100,280.273965
0.0,100,280.962743
-3.6,100,281.024843
-1.0,100,281.085229
0.0,100,281.146036
0.0,100,281.204606
-1.0,100,281.26354
-12.2,100,281.322857
0.0,100,281.38176
-4.6,100,281.440477
0.0,100,281.501746
0.0,100,281.561001
0.0,100,281.621244
-53.8,100,281.681044
0.0,100,281.738988
0.0,100,281.798062
0.0,100,281.855679
0.0,100,281.913956
-1.0,100,281.974502
0.0,100,282.033435
0.0,100,282.092771
-6.9,100,282.152579
-24.9,100,282.801303
0.0,100,282.861379
-1.0,100,282.922345
0.0,100,282.984316
-15.3,100,283.045722
0.0,100,283.105083
-1.0,100,283.164206
-1.0,100,283.222483
-11.6,100,283.282018
0.0,100,283.339794
0.0,100,283.397081
-1.0,100,283.455254
0.0,100,283.516008
0.0,100,283.573891
-13.3,100,283.635051
0.0,100,283.699038
0.0,100,283.756449
0.0,100,283.813976
0.0,100,283.871269
0.0,100,283.928858
0.0,100,284.600317
-1.0,100,284.662435
0.0,100,284.735547
-11.6,100,284.795329
0.0,100,284.853265
-1.9,100,284.912963
0.0,100,284.972182
-19.1,100,285.033719
-4.7,100,285.094072
0.0,100,285.153944
-5.8,100,285.217576
0.0,100,285.283413
-1.0,100,285.351178
0.0,100,285.413594
0.0,100,285.475207
0.0,100,285.535483
0.0,100,285.594884
0.0,100,285.65809
0.0,100,285.717801
-11.8,100,285.778639
0.0,100,285.838786
0.0,100,287.349894
0.0,100,287.411166
0.0,100,287.471473
0.0,100,287.533231
0.0,100,287.592692
0.0,100,287.653105
0.0,100,287.712334
-2.0,100,287.770288
0.0,100,287.841206
0.0,100,287.898896
0.0,100,287.95636
-1.0,100,288.018393
-1.9,100,288.077062
-0.1,100,288.13681
0.0,100,288.195363
0.0,100,288.253219
0.0,100,288.310788
-1.9,100,288.369803
-2.5,100,288.429852
0.0,100,288.489697
0.0,100,289.18931
-1.0,100,289.249169
0.0,100,289.30978
0.0,100,289.36948
0.0,100,289.427132
0.0,100,289.485967
0.0,100,289.545995
0.0,100,289.605826
0.0,100,289.665683
0.0,100,289.723207
-1.0,100,289.781119
0.0,100,289.83906
0.0,100,289.897341
0.0,100,289.954827
0.0,100,290.015148
-0.1,100,290.074472
0.0,100,290.133382
0.0,100,290.192927
-0.2,100,290.250731
0.0,100,290.308782
0.0,100,291.07539
-1.8,100,291.142446
-59.1,100,291.20762
-1.0,100,291.270399
-24.8,100,291.332508
-6.3,100,291.400497
-57.5,100,291.466037
-56.2,100,291.529973
-28.5,100,291.591104
-3.3,100,291.650741
-37.9,100,291.711022
-1.0,100,291.778634
-56.3,100,291.838011
-105.5,100,291.898253
-1.0,100,291.959622
-63.2,100,292.025579
-121.2,100,292.08775
-47.7,100,292.160673
-118.3,100,292.233021
-11.3,100,292.303293
-6.4,100,292.367375
-47.9,100,293.243151
-87.6,100,293.305559
-18.7,100,293.366468
-5.4,100,293.426589
-1.0,100,293.489404
-60.5,100,293.555278
0.0,100,293.617277
-42.7,100,293.681378
0.0,100,293.743435
0.0,100,293.804926
0.0,100,293.866036
-35.4,100,293.92905
-2.0,100,293.990761
-9.9,100,294.055088
0.0,100,294.115371
-2.1,100,294.173455
0.0,100,294.23085
-1.0,100,294.288702
-74.9,100,294.348781
-6.2,100,294.40752
-88.3,100,295.077189
-3.0,100,295.143341
0.0,100,295.203101
-7.1,100,295.264184
0.0,100,295.323518
-2.0,100,295.381449
-2.1,100,295.440102
-83.4,100,295.503715
-1.0,100,295.564668
-90.0,100,295.625139
-1.0,100,295.683205
-56.1,100,295.743524
-1.0,100,295.802234
0.0,100,295.863025
-1.0,100,295.924133
0.0,100,295.983824
0.0,100,296.046248
0.0,100,296.114115
-1.0,100,296.181798
-2.8,100,296.241863
0.0,100,296.299262
0.0,100,296.96782
0.0,100,297.029536
0.0,100,297.091137
0.0,100,297.151398
0.0,100,297.21037
-2.0,100,297.268919
0.0,100,297.326171
0.0,100,297.384061
0.0,100,297.441428
-4.5,100,297.501913
0.0,100,297.562423
-1.0,100,297.621009
0.0,100,297.680667
0.0,100,297.741012
0.0,100,297.80248
-1.5,100,297.8617
0.0,100,297.919659
0.0,100,297.977532
-1.0,100,298.038341
0.0,100,298.097294
-2.6,100,298.724129
0.0,100,298.785605
0.0,100,298.845893
0.0,100,298.905802
0.0,100,298.964272
0.0,100,299.026125
0.0,100,299.086197
0.0,100,299.144767
0.0,100,299.202262
0.0,100,299.259872
0.0,100,299.320256
0.0,100,299.379252
0.0,100,299.441855
-1.0,100,299.504173
0.0,100,299.566475
-1.0,100,299.626348
-1.0,100,299.685294
0.0,100,299.743705
0.0,100,299.802315
0.0,100,299.861187
-85.3,100,299.921071
-0.2,100,300.526499
0.0,100,300.588644
0.0,100,300.649473
0.0,100,300.710797
0.0,100,300.770451
0.0,100,300.829026
0.0,100,300.886669
-1.0,100,300.947208
0.0,100,301.005087
-1.0,100,301.065634
0.0,100,301.124288
0.0,100,301.182491
0.0,100,301.240799
0.0,100,301.298481
0.0,100,301.356186
0.0,100,301.414137
0.0,100,301.471955
0.0,100,301.531135
0.0,100,301.590564
0.0,100,301.649166
-1.0,100,302.355274
0.0,100,302.417671
0.0,100,302.479728
0.0,100,302.541634
-1.0,100,302.602266
-1.0,100,302.661979
-1.0,100,302.719956
0.0,100,302.779491
0.0,100,302.838223
0.0,100,302.896964
0.0,100,302.954987
-2.0,100,303.018257
0.0,100,303.083553
0.0,100,303.145372
-1.0,100,303.207279
-4.6,100,303.271368
0.0,100,303.332366
-1.0,100,303.393781
-2.0,100,303.45677
-2.0,100,303.516821
-1.0,100,303.582351
-80.9,100,304.355926
-13.9,100,304.432422
-58.1,100,304.517383
-69.4,100,304.586805
-120.8,100,304.656603
-177.3,100,304.720706
-73.2,100,304.78209
-104.7,100,304.842774
-33.5,100,304.904814
-0.1,100,304.968095
0.0,100,305.030445
-30.8,100,305.093132
-158.7,100,305.156243
-245.8,100,305.219184
-67.1,100,305.27943
-60.7,100,305.33891
-4.7,100,305.397701
-18.4,100,305.45624
-169.3,100,305.515883
0.0,100,305.576788
-158.5,100,306.429991
-50.6,100,306.49311
-32.2,100,306.555583
-177.9,100,306.619206
-1.0,100,306.678087
0.0,100,306.739696
0.0,100,306.797756
0.0,100,306.855441
-67.6,100,306.914705
-110.1,100,306.974715
-186.4,100,307.037363
-98.9,100,307.102907
-6.5,100,307.162498
-85.8,100,307.222341
-125.7,100,307.282004
-81.9,100,307.34088
-105.8,100,307.401203
-7.7,100,307.461685
-166.7,100,307.527358
-32.5,100,307.608125
-99.7,100,307.674084
-67.8,100,308.614816
0.0,100,308.674756
0.0,100,308.735443
-101.1,100,308.796679
-111.0,100,308.857037
0.0,100,308.915307
-83.2,100,308.976034
-52.5,100,309.036585
-46.7,100,309.099765
-1.0,100,309.160727
-140.9,100,309.222747
-68.0,100,309.282415
0.0,100,309.345314
-1.3,100,309.408277
0.0,100,309.469435
-206.4,100,309.534862
-9.9,100,309.598876
-28.0,100,309.663582
-26.3,100,309.729511
-23.2,100,309.791664
-140.0,100,310.500516
0.0,100,310.562474
-6.9,100,310.624563
-202.1,100,310.687554
-1.0,100,310.74538
-40.8,100,310.805014
0.0,100,310.862158
-69.1,100,310.921185
-40.6,100,310.980356
-3.1,100,311.040726
-62.1,100,311.105277
0.0,100,311.166622
-28.6,100,311.229863
-122.5,100,311.29506
-1.0,100,311.355154
0.0,100,311.413435
-76.2,100,311.473689
0.0,100,311.531425
-4.1,100,311.594187
-1.0,100,311.652515
0.0,100,311.710518
0.0,100,312.469661
-1.0,100,312.530841
-106.5,100,312.595079
-43.3,100,312.655566
0.0,100,312.713208
-1.0,100,312.789739
-165.8,100,312.850769
-25.9,100,312.908964
-7.9,100,312.968069
0.0,100,313.025191
-129.7,100,313.090057
0.0,100,313.150237
0.0,100,313.211579
0.0,100,313.273044
0.0,100,313.334244
-75.7,100,313.397678
0.0,100,313.458554
0.0,100,313.519238
-130.0,100,313.581714
0.0,100,313.640969
0.0,100,314.259232
-83.3,100,314.321934
0.0,100,314.382326
-1.0,100,314.443679
0.0,100,314.507356
-24.3,100,314.571429
0.0,100,314.63474
0.0,100,314.696523
0.0,100,314.755125
0.0,100,314.813697
-41.3,100,314.872688
-0.2,100,314.932
0.0,100,314.990762
-2.5,100,315.052173
0.0,100,315.114848
0.0,100,315.174454
0.0,100,315.232934
0.0,100,315.290854
0.0,100,315.348706
-3.6,100,315.409261
0.0,100,315.471388
0.0,100,316.160184
0.0,100,316.220995
0.0,100,316.281849
0.0,100,316.341837
-10.4,100,316.401691
0.0,100,316.460795
0.0,100,316.519613
0.0,100,316.579016
0.0,100,316.639363
0.0,100,316.697794
0.0,100,316.756459
-1.0,100,316.815276
0.0,100,316.876615
0.0,100,316.949003
-2.0,100,317.009786
0.0,100,317.068054
-7.5,100,317.13032
0.0,100,317.188465
0.0,100,317.2464
0.0,100,317.304998
-21.3,100,317.94454
0.0,100,318.005119
-53.4,100,318.068191
0.0,100,318.131053
0.0,100,318.189802
0.0,100,318.248127
-1.0,100,318.306517
0.0,100,318.364886
0.0,100,318.422789
0.0,100,318.48063
0.0,100,318.538539
-0.5,100,318.599733
0.0,100,318.659369
0.0,100,318.720055
0.0,100,318.780739
0.0,100,318.841351
-0.2,100,318.899735
0.0,100,318.957247
0.0,100,319.015871
0.0,100,319.074396
-28.7,100,319.137229
0.0,100,319.94192
0.0,100,320.002463
0.0,100,320.073239
0.0,100,320.134932
0.0,100,320.193057
0.0,100,320.251105
0.0,100,320.308947
0.0,100,320.367044
-103.1,100,320.428781
0.0,100,320.491228
0.0,100,320.55507
0.0,100,320.619401
0.0,100,320.682558
0.0,100,320.745165
0.0,100,320.807938
0.0,100,320.871424
0.0,100,320.931612
0.0,100,320.989949
0.0,100,321.048234
0.0,100,321.110869
-3.1,100,321.827364
0.0,100,321.888325
0.0,100,321.950492
-37.6,100,322.012134
0.0,100,322.070069
0.0,100,322.144661
0.0,100,322.202562
0.0,100,322.260693
-3.8,100,322.319414
0.0,100,322.377011
0.0,100,322.434645
0.0,100,322.493013
0.0,100,322.555191
0.0,100,322.616985
0.0,100,322.676276
0.0,100,322.734228
0.0,100,322.791493
0.0,100,322.848969
0.0,100,322.905981
0.0,100,322.963397
0.0,100,323.021035
0.0,100,323.692188
0.0,100,323.751989
0.0,100,323.811979
0.0,100,323.871282
0.0,100,323.928716
-1.1,100,323.986381
0.0,100,324.04444
-99.4,100,324.105989
0.0,100,324.1674
0.0,100,324.225112
-0.2,100,324.283303
0.0,100,324.340374
0.0,100,324.400403
-0.2,100,324.461402
0.0,100,324.522241
0.0,100,324.579932
0.0,100,324.64027
-1.0,100,324.698646
-1.0,100,324.756199
0.0,100,324.813683
0.0,100,325.444973
0.0,100,325.50573
0.0,100,325.566066
0.0,100,325.627695
0.0,100,325.687432
0.0,100,325.745296
0.0,100,325.802677
0.0,100,325.8602
0.0,100,325.917672
0.0,100,325.975212
0.0,100,326.033443
0.0,100,326.090977
0.0,100,326.152446
0.0,100,326.211721
0.0,100,326.281519
0.0,100,326.34221
0.0,100,326.404694
0.0,100,326.467702
-1.0,100,326.531065
0.0,100,326.592824
0.0,100,326.654619
0.0,100,327.327439
0.0,100,327.389511
-1.0,100,327.452154
-52.6,100,327.515327
0.0,100,327.575977
-0.9,100,327.637773
0.0,100,327.696583
0.0,100,327.754523
0.0,100,327.812021
0.0,100,327.869664
-27.4,100,327.928487
0.0,100,327.985982
0.0,100,328.047351
0.0,100,328.11289
0.0,100,328.179768
-1.0,100,328.244594
0.0,100,328.308972
