env_steps,critic_loss,q,raw_critic_grad_norm,critic_grad_norm,critic_seq_grad_norm
1000,0.6077,-1.1122,0.291,0.0747,0.1346
1100,0.5438,-1.8295,0.3683,0.0716,0.1458
1200,0.5374,-1.9288,0.5612,0.068,0.1047
1300,0.5178,-2.0211,0.4055,0.0472,0.0417
1400,0.5094,-2.0982,0.9756,0.1271,0.2949
1500,0.5053,-2.1743,0.5648,0.1057,0.2402
1600,0.4921,-2.2528,1.2501,0.1322,0.3037
1700,0.4965,-2.3201,1.6185,0.0588,0.11
1800,0.494,-2.3994,1.2038,0.1706,0.3986
1900,0.4979,-2.4718,1.8254,0.3465,0.9409
2000,0.5041,-2.5375,2.1101,0.4765,1.3162
2100,0.5031,-2.602,2.9619,0.3116,0.7897
2200,0.499,-2.6704,1.7563,0.1872,0.4459
2300,0.5178,-2.7232,2.3048,0.4893,1.3341
2400,0.5212,-2.7644,1.8706,0.1556,0.3735
2500,0.5189,-2.8205,2.8797,0.332,0.8541
2600,0.5314,-2.8547,1.8601,0.264,0.6641
2700,0.529,-2.907,4.2689,0.4745,1.3326
2800,0.5233,-2.9608,6.2119,0.466,1.2908
2900,0.5279,-2.9952,6.7535,0.4826,1.3063
3000,0.521,-3.043,5.2757,0.4648,1.2893
3100,0.5283,-3.0885,5.3185,0.4748,1.3019
3200,0.5349,-3.1236,5.0042,0.4581,1.3164
3300,0.5398,-3.1592,8.0495,0.4522,1.304
3400,0.5415,-3.1996,8.5634,0.4612,1.3172
3500,0.5407,-3.2584,5.3382,0.475,1.2964
3600,0.547,-3.2894,5.9044,0.4615,1.2797
3700,0.5393,-3.3438,10.2379,0.4655,1.3119
3800,0.5417,-3.4036,7.7905,0.2983,0.7665
3900,0.5388,-3.4492,8.1989,0.4705,1.2837
4000,0.5452,-3.4998,14.256,0.454,1.2829
4100,0.546,-3.5577,13.7371,0.4652,1.3084
4200,0.5523,-3.5857,17.3245,0.4549,1.3056
4300,0.5573,-3.6362,16.0788,0.4589,1.3116
4400,0.5519,-3.6786,15.8529,0.4678,1.3127
4500,0.5529,-3.7328,11.4626,0.4543,1.3071
4600,0.5517,-3.7787,11.4159,0.4673,1.3076
4700,0.5573,-3.8118,10.8646,0.4574,1.2904
4800,0.5536,-3.853,8.6349,0.448,1.2977
4900,0.5481,-3.8917,9.8466,0.4583,1.3125
5000,0.5611,-3.9268,17.9211,0.4452,1.2907
5100,0.5668,-3.9668,17.9333,0.4491,1.3008
5200,0.5677,-4.0043,10.3392,0.4627,1.2982
5300,0.5663,-4.0426,10.4335,0.4494,1.2682
5400,0.5693,-4.0705,14.2423,0.4556,1.3087
5500,0.5694,-4.1152,12.3208,0.4427,1.2495
5600,0.5645,-4.135,9.618,0.4559,1.2908
5700,0.5805,-4.1748,16.7619,0.46,1.3101
