env_steps,critic_loss,q1,q2,actor_loss,entropy,coef,critic_grad_norm,critic_seq_grad_norm,actor_grad_norm,actor_seq_grad_norm
100,18.5019,-11.0291,-11.0091,-0.3967,3.9699,1.0,0.2314,0.2357,0.0005,0.0
200,4772.4474,-192.6144,-192.1812,1.0998,3.9696,1.0,232.4332,471.5636,0.0131,0.0002
300,1657.0092,-383.6979,-383.8736,-1.5532,3.9681,1.0,119.3959,223.4081,0.0081,0.0004
400,507.6823,-287.0663,-287.0926,-1.2165,3.9689,1.0,145.1939,302.8795,0.0034,0.0001
500,355.4378,-350.1345,-351.277,-1.5081,3.9698,1.0,216.3287,437.0616,0.0029,0.0001
600,601.5959,-377.0503,-381.0507,-1.8809,3.97,1.0,81.2455,167.9823,0.0042,0.0001
700,290.2274,-371.5188,-374.6699,-2.4737,3.9701,1.0,35.1679,87.4377,0.005,0.0001
800,347.2618,-455.687,-456.0864,-3.448,3.9701,1.0,72.5928,154.9126,0.0051,0.0001
900,349.9516,-531.439,-531.7357,-4.6361,3.9703,1.0,393.9699,1036.1376,0.0065,0.0001
1000,224.9019,-535.9378,-536.0251,-5.4575,3.9703,1.0,47.0384,117.0975,0.009,0.0002
1100,234.4992,-650.2032,-649.9986,-7.0028,3.9702,1.0,583.1132,2057.9886,0.0091,0.0001
1200,367.4966,-729.5461,-729.4622,-8.459,3.9703,1.0,955.1905,3019.4179,0.0171,0.0003
1300,267.0407,-744.3902,-744.3847,-9.1401,3.97,1.0,266.9875,928.3744,0.0185,0.0002
1400,346.7004,-865.7346,-865.684,-10.9443,3.97,1.0,129.4783,415.1947,0.02,0.0002
1500,423.1056,-939.9647,-939.8348,-12.4427,3.9701,1.0,349.4004,1026.8851,0.0199,0.0004
1600,362.371,-942.7858,-942.7048,-12.9099,3.9702,1.0,168.4027,540.433,0.0272,0.0009
1700,411.4986,-1074.647,-1074.4733,-14.9386,3.9702,1.0,2147.2027,7071.0336,0.0284,0.0004
1800,516.4373,-1143.352,-1143.1749,-16.2777,3.9699,1.0,752.9109,2627.5951,0.0394,0.001
1900,457.8178,-1167.2065,-1167.0117,-16.948,3.9682,1.0,123.8484,371.4236,0.0502,0.0033
2000,588.8813,-1281.0888,-1280.8697,-18.8141,3.9689,1.0,2900.6796,9869.2919,0.0529,0.0017
2100,703.1842,-1358.3112,-1358.0518,-20.2296,3.9694,1.0,1347.4248,3997.3464,0.0544,0.003
