env_steps,return,restorations,infiltrations,length,FPS,time
0,-69.05,45,845,100,0.0,0.1091
100,-72.95,55,703,100,1546.6578,0.0647
200,-79.0,63,672,100,1796.522,0.0557
300,-63.35,52,575,100,1388.0518,0.072
400,-56.8,43,732,100,1351.088,0.074
500,-60.25,43,821,100,1749.9234,0.0571
600,-73.15,64,551,100,1391.3163,0.0719
700,-70.6,50,728,100,1122.6183,0.0891
800,-65.1,50,678,100,1465.2898,0.0682
900,-83.45,68,505,100,1809.1139,0.0553
1000,-78.15,63,511,100,14.9343,6.696
1100,-68.3,45,858,100,102.4956,0.9757
1200,-52.7,39,858,100,101.9837,0.9806
1300,-73.25,61,533,100,106.5269,0.9387
1400,-71.6,62,480,100,101.9481,0.9809
1500,-65.25,47,737,100,102.0659,0.9798
1600,-70.15,57,587,100,107.4388,0.9308
1700,-67.65,57,633,100,100.7135,0.9929
1800,-65.75,43,835,100,99.1207,1.0089
1900,-53.9,39,734,100,93.5657,1.0688
2000,-65.5,54,654,100,99.8038,1.002
2100,-75.0,52,820,100,92.1762,1.0849
2200,-80.95,59,723,100,97.9771,1.0206
2300,-73.15,59,483,100,92.0147,1.0868
2400,-71.15,53,655,100,91.5024,1.0929
2500,-73.45,66,461,100,96.0521,1.0411
2600,-64.5,54,642,100,104.0162,0.9614
2700,-62.25,45,705,100,89.5705,1.1164
2800,-75.3,60,638,100,99.0453,1.0096
2900,-72.4,52,724,100,25.1087,3.9827
3000,-54.05,43,761,100,26.368,3.7925
3100,-63.65,51,613,100,35.5695,2.8114
3200,-55.75,43,803,100,33.3067,3.0024
3300,-74.8,50,776,100,30.2601,3.3047
3400,-80.25,53,821,100,38.6949,2.5843
3500,-78.35,51,743,100,39.3467,2.5415
3600,-56.25,37,905,100,85.2829,1.1726
3700,-64.05,44,797,100,101.5925,0.9843
3800,-74.25,55,689,100,105.9068,0.9442
3900,-74.5,59,506,100,102.9526,0.9713
4000,-81.0,56,724,100,98.4216,1.016
4100,-59.5,49,690,100,102.5362,0.9753
4200,-70.65,51,741,100,99.9879,1.0001
4300,-71.0,49,808,100,99.9019,1.001
4400,-57.8,41,864,100,100.5034,0.995
4500,-70.6,61,444,100,100.9844,0.9903
4600,-69.15,60,471,100,104.2783,0.959
4700,-64.4,54,628,100,101.1037,0.9891
4800,-72.8,54,720,100,94.9467,1.0532
4900,-54.0,37,824,100,105.4972,0.9479
5000,-72.45,54,637,100,101.9901,0.9805
5100,-61.6,54,484,100,101.8231,0.9821
5200,-77.75,54,727,100,47.2748,2.1153
5300,-64.7,53,594,100,48.092,2.0794
5400,-63.3,45,698,100,52.2484,1.9139
5500,-47.2,41,712,100,48.0254,2.0822
5600,-62.85,52,561,100,49.5799,2.0169
5700,-75.5,65,446,100,52.3183,1.9114
5800,-64.4,45,768,100,52.7828,1.8946
5900,-59.25,39,925,100,49.964,2.0014
6000,-61.5,42,766,100,50.5732,1.9773
6100,-61.75,47,731,100,54.8833,1.8221
6200,-64.6,49,728,100,55.3328,1.8073
6300,-51.75,44,643,100,53.0542,1.8849
6400,-79.55,61,555,100,48.0204,2.0825
6500,-65.2,53,628,100,47.1592,2.1205
6600,-65.5,41,834,100,47.9304,2.0864
6700,-72.9,47,794,100,39.9647,2.5022
6800,-75.0,62,580,100,21.7219,4.6037
6900,-72.4,62,524,100,27.1139,3.6881
7000,-54.45,45,609,100,20.3974,4.9026
7100,-63.7,48,770,100,20.8548,4.7951
7200,-62.0,50,632,100,24.2568,4.1226
7300,-66.75,47,747,100,25.0967,3.9846
7400,-61.1,48,682,100,35.6053,2.8086
7500,-45.9,35,854,100,33.3911,2.9948
7600,-56.1,46,686,100,33.1145,3.0198
7700,-60.3,37,814,100,18.2711,5.4731
7800,-61.85,48,625,100,20.4108,4.8994
7900,-58.3,54,450,100,23.8184,4.1984
8000,-63.15,42,795,100,33.3122,3.0019
8100,-69.15,42,831,100,35.4288,2.8226
8200,-62.1,55,546,100,41.8935,2.387
8300,-72.1,58,538,100,38.4538,2.6005
8400,-82.6,58,692,100,47.4386,2.108
8500,-71.35,59,551,100,71.3402,1.4017
8600,-61.95,43,723,100,49.7427,2.0104
