env_steps,critic_loss,q1,q2,actor_loss,entropy,coef,critic_grad_norm,critic_seq_grad_norm,actor_grad_norm,actor_seq_grad_norm
100,29.8051,-2.2413,-2.2508,-0.8412,2.5531,1.0313,2.9932,3.4455,0.0228,0.0038
200,14.0287,-5.9262,-5.9209,2.7311,2.3866,1.0992,2.8707,3.7595,0.0235,0.0122
300,14.411,-6.8298,-6.8256,3.6052,2.4173,1.1718,2.8079,2.9997,0.0306,0.0102
400,13.5205,-8.1719,-8.1703,4.8277,2.5309,1.2501,5.862,11.3019,0.0542,0.0575
500,14.4607,-9.1711,-9.1702,5.6194,2.5338,1.3355,8.957,16.4169,0.0382,0.0127
600,15.5672,-10.3309,-10.3308,6.4415,2.5682,1.4294,9.6762,18.2306,0.0356,0.01
700,15.8034,-11.8698,-11.87,7.776,2.5818,1.5324,5.652,8.981,0.0514,0.0371
800,16.7192,-13.2431,-13.2433,8.8163,2.5957,1.6459,9.5355,16.6358,0.0307,0.0194
900,17.5692,-14.1086,-14.1092,9.4127,2.6534,1.7705,5.9859,9.4008,0.0359,0.0292
1000,18.7871,-14.7661,-14.7668,9.685,2.6619,1.9073,9.2414,17.3423,0.0676,0.0518
1100,20.4506,-15.2893,-15.2898,9.7735,2.6866,2.0583,8.0346,14.7263,0.0349,0.0176
1200,20.9995,-15.5997,-15.6001,9.6131,2.6886,2.2252,11.5325,22.871,0.0468,0.0432
1300,23.5245,-15.407,-15.4071,8.9216,2.709,2.4096,8.3958,16.9226,0.0358,0.0311
1400,24.1735,-15.1091,-15.1094,8.0448,2.7024,2.6136,9.9278,14.8677,0.0244,0.0179
1500,24.851,-14.7014,-14.7011,7.0223,2.729,2.8394,10.6584,20.8253,0.0388,0.0306
1600,26.6661,-14.086,-14.0861,5.7339,2.7409,3.0889,11.8142,26.2284,0.017,0.0043
1700,26.8854,-12.5862,-12.5855,3.4147,2.7443,3.3652,11.3629,21.7948,0.0132,0.0041
1800,28.3312,-10.7738,-10.771,0.7261,2.7486,3.6716,10.5137,23.9923,0.0173,0.0061
1900,33.2437,-9.1032,-9.1024,-1.9171,2.7572,4.0113,16.3721,50.6885,0.0168,0.0067
2000,39.3338,-7.2969,-7.2919,-4.776,2.7568,4.3879,12.6848,36.2449,0.0126,0.007
2100,48.6723,-5.2169,-5.2346,-8.0165,2.7558,4.8061,10.6541,28.7529,0.0093,0.0073
2200,61.7214,-2.7114,-2.9202,-11.6241,2.7557,5.2702,14.3637,33.7105,0.0185,0.0207
2300,45.3283,1.0345,0.6738,-16.7213,2.7242,5.7865,23.5271,76.2359,0.1278,0.175
2400,27.9266,5.4655,5.4076,-23.0027,2.7185,6.3628,22.487,69.6296,0.0262,0.0226
2500,27.3684,9.6095,9.6116,-28.9711,2.7395,7.0004,34.0376,106.8669,0.0303,0.0293
2600,29.5198,15.0497,15.0493,-36.3084,2.7516,7.7057,31.3863,104.035,0.0242,0.0123
2700,32.9594,21.5204,21.5158,-44.9486,2.7561,8.4874,35.8743,113.4739,0.0211,0.0095
2800,37.6072,29.2448,29.2433,-55.1061,2.7607,9.3544,42.9657,136.71,0.0283,0.0162
2900,50.1523,38.5042,38.5047,-67.0411,2.7623,10.3164,69.4309,210.8995,0.0271,0.0122
3000,51.7151,49.6861,49.6887,-81.2162,2.7625,11.3841,55.7297,155.5845,0.0552,0.0596
3100,74.2317,62.0127,62.0158,-96.8119,2.765,12.5694,91.4368,262.8111,0.0334,0.0153
3200,104.9681,76.5303,76.5361,-115.0288,2.766,13.8846,58.2512,163.9929,0.0573,0.0555
3300,133.9339,92.9919,93.0031,-135.5442,2.7672,15.3444,55.2275,166.5126,0.0339,0.0216
3400,150.0643,111.494,111.5053,-158.5415,2.7681,16.9648,101.0642,250.4036,0.0312,0.012
3500,160.6689,133.2893,133.3001,-185.3915,2.7679,18.7635,295.0274,860.9226,0.0907,0.0861
3600,294.4149,156.7322,156.7394,-214.3224,2.7693,20.76,108.6085,270.4292,0.0383,0.0124
3700,370.6173,183.1603,183.1643,-246.9842,2.7697,22.9759,327.3528,743.4077,0.0622,0.0213
3800,529.8594,213.9161,213.917,-284.6188,2.7693,25.4358,477.3864,1228.1052,0.0527,0.0234
3900,591.0339,247.9647,247.9646,-326.2388,2.7698,28.1665,836.2081,1829.2669,0.0844,0.0666
4000,879.6465,285.3589,285.3565,-372.1067,2.77,31.1975,381.8388,952.9893,0.0412,0.0197
4100,878.5426,328.6993,328.6947,-424.8609,2.7704,34.5617,2803.7008,6917.6593,0.0428,0.0119
4200,1504.2,375.3837,375.3808,-481.8533,2.7694,38.2963,1046.4489,2163.1292,0.2093,0.1694
4300,1916.5786,428.9316,428.9323,-547.0197,2.7698,42.4424,1329.8413,3094.1489,0.1094,0.0365
4400,2219.1745,488.8057,488.7934,-619.8072,2.7702,47.0441,1522.2638,2983.2733,0.1583,0.0899
4500,3053.426,554.3857,554.372,-699.6222,2.7696,52.1523,2008.2264,3792.6349,0.2023,0.1593
4600,4195.8066,628.2358,628.1957,-789.3667,2.7702,57.8224,2160.03,3856.9959,0.2053,0.0971
4700,5914.238,710.828,710.781,-889.3944,2.7693,64.1159,2636.7111,5695.2208,0.2021,0.1211
4800,5035.9435,805.3226,805.2298,-1003.4289,2.7697,71.1024,9109.9207,20239.9438,0.4574,0.5014
4900,7554.576,907.4072,907.3275,-1126.5935,2.7699,78.8569,12757.4804,28850.585,0.1644,0.0997
5000,8538.1683,1023.5585,1023.4371,-1266.9664,2.7694,87.4648,4829.5566,9720.8906,0.1563,0.1269
5100,12042.3125,1151.162,1151.0258,-1421.4526,2.7687,97.0211,11031.591,22733.0674,0.4348,0.4526
5200,14753.5641,1293.5666,1293.4225,-1593.1889,2.7694,107.6288,16748.7835,38544.4033,0.2498,0.1849
5300,19300.8139,1451.1731,1451.0018,-1783.4708,2.7685,119.4029,8178.7095,6016.0514,0.3106,0.148
