env_steps,return,restorations,infiltrations,length,FPS,time
0,-59.5,46,754,100,0.0,0.3482
100,-62.9,51,722,100,580.235,0.1723
200,-60.4,50,692,100,622.9945,0.1605
300,-80.95,60,651,100,626.9353,0.1595
400,-63.1,32,910,100,648.3187,0.1542
500,-63.5,53,690,100,676.0002,0.1479
600,-69.9,46,722,100,656.0129,0.1524
700,-55.65,28,797,100,660.0796,0.1515
800,-46.75,25,787,100,651.8988,0.1534
900,-86.15,56,947,100,677.5848,0.1476
1000,-52.1,22,842,100,649.3635,0.154
1100,-58.7,17,1054,100,657.3062,0.1521
1200,-54.6,15,1036,100,656.2962,0.1524
1300,-88.75,66,739,100,662.5361,0.1509
1400,-59.85,25,785,100,630.7319,0.1585
1500,-65.95,12,1187,100,629.0613,0.159
1600,-58.7,21,918,100,624.712,0.1601
1700,-42.95,14,875,100,616.8194,0.1621
1800,-62.45,13,1141,100,618.2004,0.1618
1900,-68.15,54,1051,100,646.8269,0.1546
2000,-61.0,36,868,100,646.8519,0.1546
