env_steps,critic_loss,q1
1000,44.6509,-11.2904
1100,27.9154,-20.8342
1200,28.6268,-22.4601
1300,29.3604,-24.1344
1400,29.3419,-26.0631
1500,29.1793,-27.8705
1600,29.8065,-29.7203
1700,29.3914,-31.6674
1800,31.8241,-33.1524
1900,34.1857,-34.8809
2000,34.7256,-36.4565
2100,37.5663,-38.1496
2200,34.2761,-39.8968
2300,37.8478,-41.256
2400,37.1007,-42.9581
2500,36.945,-44.5095
2600,42.6978,-45.935
2700,38.0503,-47.6982
2800,47.746,-48.8477
2900,42.0094,-50.4932
3000,44.2705,-51.8465
3100,44.8362,-53.2611
3200,49.1166,-54.422
3300,50.5642,-55.8237
3400,48.6267,-57.0997
3500,49.6341,-58.4188
3600,52.0682,-60.0948
3700,48.2544,-61.2046
3800,58.0444,-62.6796
3900,59.343,-63.8149
4000,56.3911,-64.9825
4100,54.3398,-66.3804
4200,61.3854,-67.4821
4300,72.4826,-68.4354
4400,69.472,-69.4239
4500,63.2184,-70.951
4600,69.5947,-71.6832
4700,72.4915,-72.9583
4800,68.6733,-73.7337
4900,65.4652,-74.3835
5000,68.3395,-75.3765
5100,67.5089,-76.4514
5200,63.5901,-77.1746
5300,84.2181,-77.5898
5400,75.1906,-78.7107
5500,90.2656,-79.2375
5600,73.2943,-80.3836
5700,76.969,-81.0779
5800,70.5146,-82.0177
5900,81.9821,-82.3111
6000,81.9344,-83.3595
6100,97.5924,-84.0675
6200,79.4612,-85.0515
6300,92.7693,-85.5064
6400,86.7533,-86.234
6500,99.841,-86.8764
6600,90.9707,-87.4888
6700,105.7375,-87.7936
6800,89.3071,-88.7826
6900,87.2855,-89.607
7000,103.9796,-89.8002
7100,91.4991,-90.2502
7200,93.8256,-90.8226
7300,97.3809,-91.1826
7400,80.4843,-92.2863
7500,102.0562,-92.7621
7600,88.8572,-93.2269
7700,103.6102,-93.7519
7800,85.9266,-94.231
7900,90.1717,-95.2501
8000,123.0282,-94.923
8100,103.2349,-95.6705
8200,89.5419,-96.5404
8300,124.2968,-96.6152
8400,86.137,-97.407
8500,107.1947,-97.7302
8600,122.7797,-97.8971
8700,96.1995,-98.6151
8800,93.3584,-99.2788
8900,98.0986,-99.5266
9000,95.8007,-99.8941
9100,93.6132,-100.2337
9200,100.7173,-101.4475
9300,133.5154,-101.0966
9400,117.7867,-101.7036
9500,96.4525,-102.2906
9600,113.5619,-102.0499
9700,81.4564,-103.2641
9800,100.6241,-103.0369
9900,98.1453,-103.4432
10000,105.1755,-103.6805
10100,110.513,-104.0716
10200,108.3192,-104.6033
10300,109.7144,-104.5849
10400,107.3634,-105.0535
10500,120.9338,-104.999
10600,165.9874,-105.0882
10700,129.0989,-105.6421
10800,107.8169,-106.2459
10900,119.6434,-106.4618
11000,116.1309,-106.5271
11100,99.7069,-107.0577
11200,120.4588,-107.2987
11300,133.4031,-106.9168
11400,142.7603,-107.6304
11500,131.282,-107.7227
11600,125.0966,-108.2268
11700,141.5158,-108.283
11800,113.6896,-108.8744
11900,133.2521,-108.8977
12000,115.8416,-109.2531
12100,97.2856,-109.6829
12200,108.279,-110.1471
12300,100.3046,-110.3543
12400,112.6612,-110.4433
12500,142.2037,-110.1075
12600,116.1511,-110.495
12700,120.1206,-110.9973
12800,126.8062,-110.9169
12900,88.2928,-111.2434
13000,119.2116,-111.4448
13100,154.3887,-111.324
13200,149.3414,-111.7058
13300,114.599,-111.9635
13400,112.0708,-112.4004
13500,191.5274,-111.237
13600,131.3204,-112.0258
13700,151.7036,-112.0393
13800,120.2911,-112.6732
13900,83.0333,-113.2801
14000,120.9758,-113.4234
14100,135.3053,-113.1158
14200,150.9032,-113.0905
14300,170.5622,-112.9879
14400,143.5605,-113.5029
14500,127.3601,-113.5212
14600,137.2202,-114.0452
14700,125.4441,-113.9735
14800,122.7062,-114.2112
14900,140.0848,-114.1622
15000,155.5635,-114.3507
15100,142.775,-114.1973
15200,159.0604,-114.3618
15300,136.1287,-114.4436
15400,127.3698,-115.132
15500,135.5163,-114.7663
15600,148.5328,-114.6991
15700,152.5799,-115.0764
15800,140.2588,-115.1062
15900,118.0006,-115.8579
16000,131.7529,-115.4965
16100,160.6297,-115.3987
16200,124.7566,-115.711
16300,148.0936,-115.6735
16400,173.4754,-115.7842
16500,137.2842,-116.0324
16600,143.4861,-116.0338
16700,116.5909,-116.5004
16800,135.842,-116.4856
16900,126.6124,-116.4081
17000,124.1622,-116.4999
17100,125.8037,-117.1763
17200,127.4416,-117.22
17300,142.6443,-116.761
17400,155.1598,-116.7478
17500,173.697,-116.6685
17600,174.271,-116.6814
17700,130.4208,-117.3506
17800,141.8611,-117.4212
17900,145.4056,-117.2602
18000,134.773,-117.4539
18100,167.7034,-117.4329
18200,164.9027,-117.2184
18300,134.2916,-117.7443
18400,130.333,-117.7225
18500,141.9421,-117.5206
18600,96.7257,-118.1541
18700,163.3508,-117.9263
18800,150.8972,-118.1476
18900,154.6004,-118.0573
19000,140.2503,-118.4889
19100,153.2593,-118.289
19200,109.7883,-118.9919
19300,112.6799,-118.8296
19400,136.3034,-118.3401
19500,132.1121,-119.095
19600,139.2372,-118.9221
19700,147.5248,-118.914
19800,184.8628,-118.6974
19900,154.6757,-119.3974
20000,120.769,-119.5222
20100,158.9402,-119.1503
20200,129.1366,-119.5288
20300,139.5854,-119.6725
20400,113.5916,-119.7287
20500,131.0919,-119.5289
20600,173.518,-119.2723
20700,138.3598,-119.8035
20800,165.647,-119.5444
20900,159.8155,-119.4488
21000,147.1585,-120.0695
21100,122.0212,-120.3227
21200,164.6696,-120.0214
21300,126.8179,-120.0541
21400,134.0253,-120.3505
21500,143.9854,-120.7587
21600,131.4375,-120.7704
21700,118.8492,-120.764
21800,193.9502,-120.3102
21900,138.5332,-120.7178
22000,134.7545,-120.8271
22100,154.7525,-121.0776
22200,144.5597,-121.359
22300,157.0043,-121.1018
22400,135.0296,-121.4755
22500,124.6361,-121.4497
22600,131.9561,-121.6404
22700,155.9214,-121.6338
22800,148.1846,-121.4867
22900,124.1686,-121.8042
23000,149.0089,-121.4641
23100,148.9179,-121.6161
23200,180.5922,-121.4597
23300,148.3242,-121.2122
23400,137.4557,-121.6932
23500,163.5418,-121.6906
23600,119.087,-122.225
23700,145.6825,-122.1692
23800,153.0981,-121.8693
23900,152.8537,-122.1447
24000,134.9072,-122.5181
24100,200.7794,-121.3826
24200,149.0326,-122.1599
24300,164.5701,-121.9331
24400,165.9129,-122.102
24500,135.9798,-122.5902
24600,141.2937,-122.4829
24700,137.1269,-122.3909
24800,162.2244,-122.554
24900,158.9412,-122.8583
25000,158.5963,-122.5788
25100,174.1937,-122.6885
25200,177.3855,-122.2982
25300,161.0092,-122.5672
25400,182.7062,-122.4671
25500,111.7064,-123.4368
25600,134.0614,-123.2514
25700,160.4496,-123.3952
25800,170.6983,-123.2636
25900,143.5148,-123.5636
26000,139.9898,-123.473
26100,166.1057,-122.6837
26200,177.8498,-123.0344
26300,134.2659,-123.4457
26400,196.8171,-123.0263
26500,125.4336,-123.7663
26600,174.6417,-123.145
26700,155.587,-123.7441
26800,139.4486,-124.0744
26900,140.8157,-124.1417
27000,194.7946,-123.4683
27100,182.9297,-123.7532
27200,138.6046,-124.3512
27300,148.9969,-124.3211
27400,172.1533,-123.9434
27500,166.2048,-124.1646
27600,137.5505,-124.4184
27700,125.0236,-124.5989
27800,185.5603,-124.3911
27900,153.2242,-124.3044
28000,180.7988,-123.7381
28100,149.4739,-124.23
28200,161.9469,-124.1037
28300,164.7512,-124.1418
28400,145.943,-124.0576
28500,181.196,-124.5135
28600,141.6797,-124.3811
28700,163.9881,-124.3016
28800,157.8071,-124.2095
28900,169.244,-124.5845
29000,133.2334,-124.4578
29100,144.9788,-124.1973
29200,139.7405,-124.8536
29300,185.2161,-124.3548
29400,166.8261,-124.5632
29500,154.052,-124.8575
29600,187.1556,-124.7963
29700,147.2035,-125.1259
29800,181.802,-124.4181
29900,168.5086,-125.1823
30000,142.979,-124.9083
30100,158.8432,-124.9605
30200,214.0344,-124.6162
30300,152.1906,-125.0933
30400,157.734,-125.3128
30500,146.2826,-125.3718
30600,152.3958,-125.4052
30700,141.4144,-125.4605
30800,153.7154,-125.9005
30900,155.7159,-125.5347
31000,141.281,-125.7756
31100,170.9541,-125.3551
31200,109.8074,-126.1479
31300,174.8619,-125.5179
31400,163.1543,-125.669
31500,188.7676,-125.736
31600,129.4201,-126.3784
31700,183.1753,-125.7191
31800,170.3057,-125.8137
31900,187.6226,-126.0133
32000,145.9349,-126.3847
32100,154.8038,-126.6324
32200,113.5665,-126.9528
32300,157.0377,-126.3791
32400,134.507,-126.8879
32500,170.9033,-127.0235
32600,158.8375,-126.5683
32700,211.6788,-126.195
32800,163.7414,-126.7762
32900,158.6102,-126.7169
33000,145.0003,-127.0242
33100,214.1535,-126.6916
33200,157.461,-126.9838
33300,159.936,-127.2315
33400,214.3379,-126.9462
33500,187.8044,-127.0964
33600,133.0051,-126.9882
33700,182.7145,-127.3382
33800,170.1954,-127.0674
33900,196.6968,-126.8921
34000,165.0824,-127.3382
34100,154.7905,-127.2645
34200,158.162,-127.4523
34300,161.2917,-127.4338
34400,156.4998,-127.2147
34500,195.887,-126.8788
34600,171.3877,-127.5322
34700,160.8252,-127.5852
34800,146.8536,-127.2672
34900,163.2426,-127.9319
35000,157.6994,-127.4305
35100,199.4172,-127.5076
35200,165.3748,-127.6364
35300,121.8398,-128.0898
35400,163.7501,-128.351
35500,164.3032,-127.8245
35600,155.4726,-128.4117
35700,170.0802,-127.9032
35800,171.4474,-128.1405
35900,177.6743,-127.9733
36000,184.2001,-128.1307
36100,172.159,-128.2604
36200,195.3319,-128.1458
36300,182.716,-128.2829
36400,183.9937,-128.0067
36500,174.2416,-128.0814
36600,155.281,-128.7706
36700,162.9273,-128.5794
36800,134.3529,-128.8425
36900,166.8383,-129.1415
37000,165.6425,-129.1566
37100,182.5301,-128.8639
37200,163.6392,-129.3431
37300,131.6216,-129.3615
37400,161.2111,-129.3722
37500,187.0521,-129.3567
37600,152.8468,-129.7218
37700,149.3673,-129.6974
37800,167.2352,-129.6517
37900,118.6205,-130.0575
38000,184.833,-129.7798
38100,145.6802,-130.2036
38200,191.2847,-129.3053
38300,153.4135,-129.8713
38400,131.4006,-129.8879
38500,165.9634,-130.0959
38600,175.4733,-130.0229
38700,141.6289,-130.3993
38800,186.9663,-130.255
38900,182.1436,-130.0774
39000,200.2423,-130.0968
39100,178.1191,-130.4102
39200,175.4443,-130.3873
39300,164.6066,-130.4137
39400,170.0262,-130.5774
39500,116.8344,-131.17
39600,168.4684,-130.4986
39700,189.4753,-130.7587
39800,180.3265,-130.5861
39900,192.3888,-130.9256
40000,156.7384,-131.1407
40100,202.178,-130.4901
40200,198.0994,-130.45
40300,119.3903,-131.1343
40400,163.8459,-130.6926
40500,162.4952,-131.1143
40600,167.3747,-131.0003
40700,170.5379,-131.2174
40800,189.505,-130.8127
40900,164.1761,-130.8561
41000,152.6259,-131.2612
41100,171.4134,-131.7008
41200,175.0207,-131.7116
41300,175.1618,-131.1818
41400,222.1,-131.0174
41500,152.0231,-131.6742
41600,177.3616,-131.5572
41700,185.1993,-131.4928
41800,139.8461,-131.622
41900,162.9405,-131.8307
42000,125.9846,-132.1212
42100,204.5547,-131.8131
42200,128.5526,-132.0282
42300,194.9613,-131.6078
42400,210.0504,-131.8926
42500,194.7193,-132.1938
42600,229.6148,-131.4651
42700,167.1966,-131.7426
42800,170.3162,-131.7418
42900,194.3407,-131.4602
43000,199.6947,-132.2301
43100,156.5185,-132.0349
43200,200.3236,-132.3584
43300,225.7157,-131.6599
43400,196.8822,-131.9608
43500,163.0809,-132.5906
43600,187.4469,-131.9428
43700,208.3402,-132.1995
43800,124.8636,-132.3202
43900,173.3094,-132.1415
44000,204.3787,-132.4232
44100,153.769,-132.6121
44200,183.2843,-132.7485
44300,182.0445,-132.5029
44400,172.7265,-132.9596
44500,169.8475,-132.7949
44600,200.2363,-132.3768
44700,151.6121,-133.2114
44800,178.1221,-132.4638
44900,225.0249,-132.709
45000,169.9363,-133.2002
45100,152.8841,-133.3106
45200,202.3194,-132.9034
45300,174.0624,-133.0522
45400,195.9052,-133.396
45500,142.5483,-133.3669
45600,202.4793,-133.1315
45700,198.2296,-132.8303
45800,189.6496,-133.5139
