env_steps,return,length,FPS,time
8605,-182.0,100,40.9996,2.4391
8705,-186.0,100,41.0682,2.435
8805,-212.0,100,41.1263,2.4315
8905,-486.0,100,41.0302,2.4372
9005,-262.0,100,0.0,0.4087
9105,-288.0,100,39.7666,2.5147
9205,-478.0,100,40.9846,2.4399
9305,-168.0,100,40.8573,2.4475
9405,-502.0,100,40.5465,2.4663
9505,-302.0,100,40.9604,2.4414
9605,-178.0,100,41.1547,2.4299
9705,-372.0,100,40.2273,2.4859
9805,-182.0,100,40.2705,2.4832
9905,-192.0,100,39.7892,2.5132
10005,-186.0,100,0.0,0.4021
10105,-176.0,100,40.4998,2.4691
10205,-172.0,100,39.2395,2.5485
10305,-172.0,100,40.8392,2.4486
10405,-208.0,100,40.6655,2.4591
10505,-378.0,100,41.1488,2.4302
10605,-172.0,100,41.1466,2.4303
10705,-272.0,100,41.1147,2.4322
10805,-272.0,100,40.5753,2.4646
10905,-192.0,100,40.8479,2.4481
11005,31.0,35,0.0,0.1487
11040,-208.0,100,30.0361,1.1653
11140,-256.0,100,40.7777,2.4523
11240,-192.0,100,39.1917,2.5516
11340,-192.0,100,40.3734,2.4769
11440,-172.0,100,39.2311,2.549
11540,-246.0,100,40.4842,2.4701
11640,-218.0,100,41.0041,2.4388
11740,-212.0,100,40.0529,2.4967
11840,-682.0,100,40.1019,2.4936
11940,-252.0,100,39.5515,2.5284
12040,-208.0,100,0.0,0.4065
12140,-388.0,100,41.3302,2.4195
12240,-208.0,100,40.7719,2.4527
12340,-292.0,100,39.4676,2.5337
12440,-202.0,100,41.2068,2.4268
12540,-192.0,100,41.013,2.4383
12640,-232.0,100,40.9036,2.4448
12740,-252.0,100,40.9043,2.4447
12840,-238.0,100,40.559,2.4655
12940,-228.0,100,40.8674,2.4469
13040,-622.0,100,0.0,0.3967
13140,-262.0,100,41.1638,2.4293
13240,-252.0,100,41.1569,2.4297
13340,-338.0,100,39.3411,2.5419
13440,-206.0,100,39.1178,2.5564
13540,-222.0,100,39.6631,2.5212
13640,-216.0,100,39.2403,2.5484
13740,-252.0,100,40.6741,2.4586
13840,-432.0,100,41.1308,2.4313
13940,-182.0,100,40.8052,2.4507
14040,-302.0,100,0.0,0.4033
14140,-188.0,100,41.5278,2.408
14240,-208.0,100,41.184,2.4281
14340,-256.0,100,41.1251,2.4316
14440,-206.0,100,40.7188,2.4559
14540,-322.0,100,41.3049,2.421
14640,-172.0,100,40.1299,2.4919
14740,-217.0,39,45.6929,2.1885
14779,-308.0,100,31.6861,1.2308
14879,-256.0,68,43.873,2.2793
14947,-252.0,100,38.3518,1.7731
15047,-252.0,100,0.0,0.3852
15147,-616.0,100,41.1476,2.4303
15247,-418.0,100,40.9099,2.4444
15347,-50.0,36,44.7053,2.2369
15383,-382.0,100,31.4522,1.1446
15483,-292.0,100,40.9476,2.4421
15583,-402.0,100,41.4197,2.4143
15683,-238.0,100,41.1733,2.4288
15783,-652.0,100,41.3566,2.418
15883,-212.0,100,40.7406,2.4546
15983,-502.0,100,40.9032,2.4448
16083,-6.0,26,0.0,0.1067
16109,-458.0,100,27.1811,0.9565
16209,-172.0,100,41.0472,2.4362
16309,-862.0,100,39.8117,2.5118
16409,-982.0,100,41.0645,2.4352
16509,-402.0,100,41.5062,2.4093
16609,-492.0,100,40.4729,2.4708
16709,-362.0,100,40.5554,2.4658
16809,-472.0,100,41.1579,2.4297
16909,-462.0,100,41.3664,2.4174
17009,-282.0,100,0.0,0.4016
17109,-242.0,100,40.7889,2.4517
17209,-366.0,100,40.5136,2.4683
17309,-232.0,100,41.1923,2.4276
17409,-446.0,100,40.9298,2.4432
17509,-432.0,100,41.1616,2.4295
17609,-222.0,100,41.2421,2.4247
17709,-212.0,100,40.6215,2.4618
17809,-262.0,100,39.5875,2.526
17909,-198.0,100,40.844,2.4483
18009,-308.0,100,0.0,0.4031
18109,-242.0,100,41.0065,2.4386
18209,35.0,11,47.5815,2.1017
18220,-266.0,100,16.6469,0.6608
18320,-252.0,100,40.7768,2.4524
18420,-228.0,100,40.9425,2.4425
18520,-40.0,72,43.1344,2.3183
18592,-182.0,100,38.302,1.8798
18692,-222.0,100,40.9467,2.4422
18792,-182.0,100,39.766,2.5147
18892,-358.0,100,40.9332,2.443
18992,-312.0,100,41.2794,2.4225
19092,-208.0,100,0.0,0.404
19192,-252.0,100,40.7239,2.4556
19292,-232.0,100,41.1705,2.4289
19392,-228.0,100,41.2406,2.4248
19492,-168.0,100,40.9199,2.4438
19592,-332.0,100,40.9467,2.4422
19692,-172.0,100,41.0146,2.4382
19792,-202.0,100,41.1812,2.4283
19892,-192.0,100,40.371,2.477
19992,-632.0,100,41.103,2.4329
20092,-222.0,100,0.0,0.4055
20192,-182.0,100,41.0592,2.4355
20292,-252.0,100,40.8696,2.4468
20392,-262.0,100,41.029,2.4373
20492,-1098.0,100,40.9162,2.444
20592,-262.0,82,42.4612,2.3551
20674,-872.0,100,39.4052,2.0809
20774,-782.0,100,41.0935,2.4335
20874,-308.0,100,41.2045,2.4269
20974,-342.0,100,41.0668,2.4351
21074,-742.0,100,0.0,0.4314
21174,-2.0,14,46.792,2.1371
21188,-392.0,100,19.087,0.7335
21288,-426.0,100,40.9571,2.4416
21388,-662.0,100,41.1961,2.4274
21488,-742.0,100,41.321,2.4201
21588,-33.0,15,48.17,2.076
21603,-222.0,100,20.2604,0.7404
21703,-972.0,100,41.4317,2.4136
21803,-246.0,100,41.0664,2.4351
21903,-518.0,100,41.3086,2.4208
22003,-502.0,100,0.0,0.4012
22103,-486.0,100,41.4142,2.4146
22203,-516.0,100,40.5162,2.4682
22303,-582.0,100,41.4193,2.4143
22403,-221.0,43,45.0425,2.2201
22446,-492.0,100,31.7502,1.3543
22546,-722.0,100,40.2806,2.4826
22646,-592.0,100,40.8303,2.4492
22746,-428.0,100,40.3298,2.4796
22846,-662.0,100,40.4885,2.4698
22946,-622.0,100,40.68,2.4582
23046,-422.0,100,0.0,0.4018
23146,-558.0,100,41.2401,2.4248
23246,-768.0,100,40.7031,2.4568
23346,-638.0,100,40.5821,2.4641
23446,-382.0,100,40.7604,2.4534
23546,-792.0,100,40.7449,2.4543
23646,-808.0,100,40.6319,2.4611
23746,-532.0,100,41.2218,2.4259
23846,-742.0,100,41.1646,2.4293
23946,-192.0,100,41.0869,2.4339
24046,-178.0,100,0.0,0.4033
24146,-802.0,100,41.187,2.428
24246,-512.0,100,40.6297,2.4613
24346,-229.0,53,43.4695,2.3005
24399,-332.0,100,35.3049,1.5012
24499,-572.0,100,40.7566,2.4536
24599,-1072.0,100,40.5475,2.4662
24699,-203.0,51,44.2155,2.2617
24750,-792.0,100,34.0862,1.4962
24850,-616.0,100,40.5565,2.4657
24950,-293.0,77,40.2975,2.4815
25027,-522.0,100,0.0,0.4028
25127,-916.0,100,40.586,2.4639
25227,-842.0,100,41.26,2.4237
25327,-762.0,100,39.8136,2.5117
25427,-470.0,60,42.859,2.3332
25487,-848.0,100,36.498,1.6439
25587,-808.0,100,39.2122,2.5502
25687,-722.0,100,40.9808,2.4402
25787,-502.0,100,40.4299,2.4734
25887,-684.0,96,40.944,2.4424
25983,-862.0,100,41.0144,2.3406
26083,-846.0,100,0.0,0.3979
26183,-152.0,32,45.5703,2.1944
26215,-762.0,100,30.0534,1.0648
26315,-535.0,67,42.8005,2.3364
26382,-718.0,100,37.5043,1.7865
26482,-662.0,100,41.0975,2.4332
26582,-722.0,100,41.3115,2.4206
26682,-548.0,100,41.063,2.4353
26782,-367.0,63,43.7562,2.2854
26845,-618.0,100,36.486,1.7267
26945,-722.0,100,39.6612,2.5214
27045,-618.0,100,0.0,0.4117
27145,-572.0,100,40.1516,2.4906
27245,-722.0,100,40.662,2.4593
27345,-708.0,100,41.2801,2.4225
27445,-682.0,100,40.5352,2.467
27545,-918.0,100,40.8234,2.4496
27645,-852.0,100,41.3409,2.4189
27745,-572.0,100,40.9732,2.4406
27845,-542.0,100,39.6444,2.5224
27945,-812.0,100,39.8866,2.5071
28045,-566.0,100,0.0,0.4095
28145,-612.0,100,40.7914,2.4515
28245,-812.0,100,41.0956,2.4334
28345,-672.0,100,40.6881,2.4577
28445,-972.0,100,41.2926,2.4217
28545,-738.0,100,40.6666,2.459
28645,-518.0,100,41.8396,2.3901
28745,-678.0,100,41.3218,2.42
28845,-482.0,100,41.156,2.4298
28945,-241.0,49,44.5251,2.2459
28994,-608.0,100,34.649,1.4142
29094,-312.0,100,0.0,0.398
29194,-582.0,100,40.6322,2.4611
29294,-508.0,100,40.6224,2.4617
29394,-188.0,100,41.3411,2.4189
29494,-508.0,100,41.0896,2.4337
29594,-101.0,37,44.9095,2.2267
29631,-178.0,100,30.8606,1.1989
29731,-762.0,100,40.9403,2.4426
29831,-432.0,100,41.0648,2.4352
29931,-558.0,100,39.9831,2.5011
30031,-668.0,100,0.0,0.4061
30131,-732.0,100,41.2951,2.4216
30231,-202.0,44,45.1132,2.2166
30275,-482.0,100,33.0272,1.3322
30375,-178.0,100,41.2717,2.423
30475,-578.0,100,40.8902,2.4456
30575,-618.0,82,42.128,2.3737
30657,-458.0,100,39.3422,2.0843
30757,-338.0,100,40.3931,2.4757
30857,-802.0,100,41.2027,2.427
30957,-498.0,100,40.9171,2.444
31057,-672.0,100,0.0,0.4052
31157,-772.0,100,41.2706,2.423
31257,-602.0,100,40.8827,2.446
31357,-538.0,100,41.021,2.4378
31457,-768.0,100,40.0222,2.4986
31557,-412.0,100,41.2138,2.4264
31657,-362.0,100,40.8293,2.4492
31757,-682.0,100,40.3924,2.4757
31857,-662.0,100,41.1352,2.431
31957,-492.0,100,40.9127,2.4442
32057,-1152.0,100,0.0,0.4042
32157,-542.0,100,39.8633,2.5086
32257,-110.0,36,43.1445,2.3178
32293,-402.0,100,30.3464,1.1863
32393,-682.0,100,40.6471,2.4602
32493,-428.0,100,41.1018,2.433
32593,-682.0,100,41.1279,2.4314
32693,-742.0,100,41.2526,2.4241
32793,-1142.0,100,40.4208,2.474
32893,-972.0,100,40.8438,2.4484
32993,-782.0,100,40.9338,2.443
33093,-502.0,100,0.0,0.4147
33193,-702.0,100,41.1274,2.4315
33293,-578.0,100,40.8598,2.4474
33393,-848.0,100,40.505,2.4688
33493,-768.0,100,41.2688,2.4231
33593,-728.0,100,41.352,2.4183
33693,-1112.0,100,41.0043,2.4388
33793,-716.0,100,40.9111,2.4443
33893,-1118.0,100,41.1708,2.4289
33993,-536.0,68,43.2158,2.314
34061,-1092.0,100,0.0,0.414
34161,-1102.0,100,39.9606,2.5025
34261,-1112.0,100,40.9094,2.4444
34361,-9.0,11,48.3584,2.0679
34372,-182.0,26,30.7166,0.3581
34398,-1158.0,100,27.9758,0.9294
34498,-1152.0,100,40.7029,2.4568
34598,50.0,6,48.2045,2.0745
34604,-658.0,100,11.0823,0.5414
34704,-1102.0,100,41.5212,2.4084
34804,-1132.0,100,41.2651,2.4234
34904,-892.0,100,41.278,2.4226
35004,-832.0,100,0.0,0.4086
35104,-862.0,100,40.693,2.4574
35204,-872.0,100,40.252,2.4843
35304,-862.0,100,41.0623,2.4353
35404,-200.0,30,44.498,2.2473
35434,-958.0,100,29.5952,1.0137
35534,-772.0,100,40.2581,2.484
35634,-932.0,100,40.037,2.4977
35734,21.0,11,47.0915,2.1235
35745,-858.0,100,16.6385,0.6611
35845,-605.0,97,41.7045,2.3978
35942,-586.0,100,40.7028,2.3831
36042,-668.0,100,0.0,0.4087
36142,-482.0,100,41.1131,2.4323
36242,-732.0,100,39.5756,2.5268
36342,-1128.0,100,40.1701,2.4894
36442,-220.0,48,43.8314,2.2815
36490,-828.0,100,27.6927,1.7333
36590,-622.0,100,40.7457,2.4542
36690,-806.0,100,41.1061,2.4327
36790,-1016.0,100,39.9627,2.5023
36890,-1098.0,100,39.5292,2.5298
36990,-652.0,100,39.631,2.5233
37090,-758.0,100,0.0,0.3975
37190,-1088.0,100,40.7268,2.4554
37290,-772.0,100,40.3913,2.4758
37390,-952.0,100,40.8615,2.4473
37490,-1162.0,100,41.016,2.4381
37590,-1148.0,100,41.2718,2.423
37690,-1156.0,100,40.9382,2.4427
37790,-702.0,100,39.3207,2.5432
37890,-932.0,100,40.7149,2.4561
37990,-162.0,62,43.7388,2.2863
38052,-1022.0,100,0.0,0.3993
38152,-626.0,100,40.969,2.4409
38252,-397.0,63,43.5374,2.2969
38315,-662.0,100,36.5707,1.7227
38415,86.0,4,47.5764,2.1019
38419,-832.0,100,7.9648,0.5022
38519,-952.0,100,41.413,2.4147
38619,-982.0,100,40.0676,2.4958
38719,-132.0,26,46.0119,2.1734
38745,-27.0,21,40.8849,0.6359
38766,-772.0,100,22.3768,0.9385
38866,-906.0,100,41.5272,2.4081
38966,-782.0,100,40.537,2.4669
39066,-992.0,100,0.0,0.4029
39166,-982.0,100,41.1369,2.4309
39266,-972.0,100,41.3242,2.4199
39366,-1008.0,100,41.1456,2.4304
39466,-802.0,100,40.5126,2.4684
39566,-782.0,100,41.1771,2.4285
39666,-582.0,100,41.2669,2.4233
39766,-682.0,100,41.0271,2.4374
39866,-992.0,100,40.9458,2.4423
39966,-1032.0,100,41.1778,2.4285
40066,-682.0,100,0.0,0.4079
40166,-782.0,100,40.6556,2.4597
40266,-908.0,100,39.9715,2.5018
40366,-838.0,100,40.4564,2.4718
40466,-892.0,100,40.5425,2.4665
40566,-121.0,31,46.1361,2.1675
40597,-236.0,50,34.8041,0.8907
40647,-782.0,100,34.6343,1.4437
40747,-159.0,47,44.4875,2.2478
40794,-422.0,100,34.1691,1.3755
40894,-714.0,100,39.133,2.5554
40994,-792.0,100,39.4092,2.5375
41094,-812.0,100,0.0,0.4079
41194,-852.0,100,40.8578,2.4475
41294,-702.0,100,40.8388,2.4487
41394,-722.0,100,39.9394,2.5038
41494,-417.0,57,43.8342,2.2813
41551,-211.0,49,41.0904,1.3872
41600,-958.0,100,33.8669,1.4468
41700,-169.0,41,45.1307,2.2158
41741,-782.0,100,32.6921,1.2541
41841,-752.0,100,39.9975,2.5002
41941,94.0,2,48.917,2.0443
41943,-642.0,100,4.4421,0.4502
42043,-788.0,100,0.0,0.4066
42143,-892.0,100,40.3751,2.4768
42243,-942.0,100,40.9296,2.4432
42343,-886.0,100,39.6378,2.5228
42443,-852.0,100,40.7026,2.4568
42543,-177.0,27,45.9221,2.1776
42570,-842.0,100,26.9542,1.0017
42670,-862.0,100,41.1227,2.4317
42770,-772.0,100,40.6106,2.4624
42870,-812.0,100,41.0106,2.4384
42970,-446.0,100,40.5772,2.4644
43070,-662.0,100,0.0,0.4043
43170,-912.0,100,41.4677,2.4115
43270,-836.0,100,41.1734,2.4288
43370,-164.0,28,46.1865,2.1651
43398,-1118.0,100,28.2541,0.991
43498,-762.0,100,41.3376,2.4191
43598,-722.0,100,40.0281,2.4982
43698,-712.0,100,41.3508,2.4183
43798,-566.0,100,40.0495,2.4969
43898,-112.0,20,47.3157,2.1135
43918,17.0,9,43.4135,0.4607
43927,-75.0,17,29.7861,0.3022
43944,-53.0,15,38.2942,0.4439
43959,-182.0,26,33.7014,0.4451
43985,-42.0,14,41.7888,0.6222
43999,76.0,4,46.1483,0.3034
44003,-172.0,26,0.0,0.1134
44029,76.0,4,45.5925,0.5703
44033,-68.0,16,25.8421,0.1548
44049,-242.0,32,34.9818,0.4574
44081,-43.0,15,43.81,0.7304
44096,-1148.0,100,20.4523,0.7334
44196,-63.0,21,47.1306,2.1218
44217,-81.0,19,35.8323,0.5861
44236,-310.0,42,32.3005,0.5882
44278,-300.0,42,39.7513,1.0566
44320,-281.0,43,40.1641,1.0457
44363,-518.0,100,32.5711,1.3202
44463,-686.0,100,41.068,2.435
44563,-678.0,100,39.7676,2.5146
44663,-688.0,100,40.5836,2.4641
44763,-662.0,100,41.0138,2.4382
44863,-842.0,100,41.0893,2.4337
44963,-802.0,100,40.6902,2.4576
45063,-798.0,100,0.0,0.4115
45163,-708.0,100,40.543,2.4665
45263,-828.0,100,40.1224,2.4924
45363,-826.0,100,39.6359,2.523
45463,-906.0,100,39.6159,2.5242
45563,-912.0,100,39.5193,2.5304
45663,-972.0,100,40.5366,2.4669
45763,-768.0,100,40.483,2.4702
45863,-802.0,100,40.2471,2.4846
45963,-932.0,100,40.9675,2.441
46063,-712.0,100,0.0,0.4043
46163,-782.0,100,39.7474,2.5159
46263,-668.0,100,40.6561,2.4597
46363,-832.0,100,40.0879,2.4945
46463,-842.0,100,40.8565,2.4476
46563,-862.0,100,41.0295,2.4373
46663,-598.0,100,40.8485,2.4481
46763,-892.0,100,41.0398,2.4367
46863,-762.0,100,40.8671,2.447
46963,-848.0,100,40.8416,2.4485
47063,-932.0,100,0.0,0.4076
47163,-938.0,100,40.8431,2.4484
47263,-862.0,100,40.9325,2.443
47363,-922.0,100,41.1775,2.4285
47463,-678.0,100,40.989,2.4397
47563,-522.0,100,41.0721,2.4347
47663,-1102.0,100,40.582,2.4641
47763,-892.0,100,40.0213,2.4987
47863,-488.0,100,41.4622,2.4118
47963,-1062.0,100,41.4245,2.414
48063,-812.0,100,0.0,0.4073
48163,-788.0,100,41.242,2.4247
48263,-932.0,100,41.2844,2.4222
48363,-414.0,66,40.506,2.4688
48429,-712.0,100,37.7461,1.7485
48529,-638.0,100,38.6377,2.5882
48629,-1022.0,100,40.0729,2.4955
48729,-842.0,100,41.0197,2.4379
48829,11.0,11,47.2264,2.1175
48840,-858.0,100,16.3296,0.6736
48940,-782.0,100,41.1671,2.4291
49040,-992.0,100,0.0,0.4082
49140,-672.0,100,40.6694,2.4589
49240,-878.0,100,40.8814,2.4461
49340,-752.0,100,40.6862,2.4578
49440,-1058.0,100,40.9996,2.439
49540,-826.0,100,40.996,2.4393
49640,-1112.0,100,40.9926,2.4395
49740,-882.0,100,40.1537,2.4904
49840,-918.0,100,40.0353,2.4978
49940,-1048.0,100,41.3141,2.4205
