env_steps,critic_loss,q1
1000,0.625,-0.9958
1100,0.5664,-1.7369
1200,0.606,-1.8234
1300,0.6004,-1.9669
1400,0.6139,-2.027
1500,0.6242,-2.1791
1600,0.6003,-2.288
1700,0.617,-2.4325
1800,0.6377,-2.5345
1900,0.6036,-2.6617
2000,0.6545,-2.7621
2100,0.6336,-2.8773
2200,0.6664,-2.972
2300,0.6497,-3.1072
2400,0.6466,-3.2347
2500,0.6364,-3.3636
2600,0.6372,-3.4946
2700,0.6335,-3.574
2800,0.6869,-3.6545
2900,0.7003,-3.7756
3000,0.7111,-3.8861
3100,0.721,-3.9745
3200,0.7265,-4.0721
3300,0.7185,-4.1811
3400,0.766,-4.2866
3500,0.658,-4.3873
3600,0.7042,-4.4764
3700,0.7227,-4.5402
3800,0.7668,-4.6466
3900,0.7375,-4.7501
4000,0.7692,-4.8043
4100,0.8229,-4.9324
4200,0.7656,-4.9911
4300,0.7308,-5.1012
4400,0.7853,-5.1863
4500,0.7217,-5.3039
4600,0.9495,-5.3228
4700,0.9246,-5.3692
4800,0.8688,-5.5057
4900,0.795,-5.5819
5000,0.8491,-5.6659
5100,0.9032,-5.7195
5200,0.9521,-5.7681
5300,0.8915,-5.8619
5400,0.8501,-5.9679
5500,0.8544,-6.0344
5600,0.7824,-6.1227
5700,0.938,-6.1739
5800,0.8854,-6.2248
5900,0.8497,-6.3331
6000,0.9197,-6.3778
6100,0.9368,-6.432
6200,1.0037,-6.4994
6300,0.8652,-6.5966
6400,0.9488,-6.676
6500,1.1629,-6.669
6600,0.8643,-6.7869
6700,1.145,-6.8058
6800,1.11,-6.8544
6900,0.9844,-6.9428
7000,0.9612,-7.0056
7100,1.0041,-7.0674
7200,0.9685,-7.1208
7300,1.0396,-7.1691
7400,1.1111,-7.223
7500,1.1588,-7.2492
7600,1.0558,-7.351
7700,0.9768,-7.3994
7800,0.9802,-7.4766
7900,1.0006,-7.5194
8000,1.2779,-7.5397
8100,1.1443,-7.6176
8200,0.9452,-7.6924
8300,1.036,-7.733
8400,1.1178,-7.7848
8500,1.141,-7.7997
8600,1.0212,-7.8662
8700,1.0724,-7.9232
8800,1.234,-7.9697
8900,1.1823,-7.9992
9000,1.1382,-8.076
9100,1.1426,-8.0982
9200,1.0461,-8.1675
9300,1.3703,-8.15
9400,1.2113,-8.2231
9500,1.1842,-8.2218
9600,1.2426,-8.3119
9700,1.1194,-8.3542
9800,1.4051,-8.3857
9900,1.3691,-8.386
10000,1.0542,-8.4915
10100,1.2759,-8.4789
10200,1.4281,-8.5191
10300,1.1721,-8.5834
