env_steps,critic_loss,q1,q2,actor_loss,entropy,coef,critic_grad_norm,critic_seq_grad_norm,actor_grad_norm,actor_seq_grad_norm
28400,36573.6199,-13329.7015,-13331.3547,-243.9272,3.9696,1.0,26592.0834,88539.3232,0.2615,0.0
28500,37162.8324,-13247.1363,-13248.4183,-242.4604,3.9695,1.0,85997.9393,241511.1953,0.2522,0.0
28600,37708.1949,-13189.5218,-13190.0689,-241.4466,3.9694,1.0,165186.385,589611.7656,0.2373,0.0
28700,38691.6233,-13548.0254,-13549.6774,-247.8956,3.9695,1.0,149290.9385,507697.7266,0.2673,0.0
28800,38903.3575,-13609.5739,-13610.7733,-248.9988,3.9694,1.0,120200.0977,392975.2734,0.324,0.0
28900,39444.287,-13634.4982,-13635.935,-249.5454,3.9695,1.0,178520.6018,621910.875,0.3204,0.0
29000,38944.0073,-13247.2134,-13247.6671,-242.4258,3.9693,1.0,72107.9111,215609.7227,0.2612,0.0
29100,39007.862,-13164.2962,-13165.6226,-240.9932,3.9695,1.0,171532.9138,550420.6094,0.2567,0.0
29200,39232.2177,-13458.1987,-13459.2728,-246.2886,3.9694,1.0,440795.27,1512952.9062,0.3552,0.0
29300,39860.4168,-13646.4048,-13647.4091,-249.7762,3.9695,1.0,165161.0972,538063.5703,0.2762,0.0
29400,43425.0598,-13365.9323,-13366.7564,-244.632,3.9696,1.0,171306.8384,620871.0703,0.2526,0.0
29500,43298.6814,-13607.0871,-13607.8211,-249.1288,3.9695,1.0,216662.6913,763064.8281,0.2775,0.0
29600,43062.6232,-13629.1593,-13629.9491,-249.4311,3.9695,1.0,143024.215,533520.2188,0.3065,0.0
29700,42311.2316,-13531.133,-13532.5461,-247.7041,3.9696,1.0,133721.8026,421919.0312,0.2864,0.0
29800,41647.1548,-13440.0186,-13440.9098,-246.0232,3.9697,1.0,156244.6875,583644.9219,0.2724,0.0
29900,40513.2485,-13666.2249,-13667.7184,-250.1806,3.9695,1.0,104034.4411,388769.3047,0.3265,0.0
30000,42408.1069,-13982.3668,-13983.0197,-255.9336,3.9695,1.0,170857.0335,586526.1016,0.3825,0.0
30100,40900.1888,-13560.9261,-13561.6042,-248.2723,3.9695,1.0,160355.3022,581489.5078,0.2698,0.0
30200,41398.003,-13861.0079,-13861.978,-253.7531,3.9694,1.0,141551.6199,515486.3047,0.2964,0.0
