env_steps,return,restorations,length,FPS,time
0,-620.0,53,100,0.0,0.8778
100,98.0,2,2,39.9088,2.5057
102,-620.0,53,100,4.0242,0.497
202,-600.0,51,100,47.228,2.1174
302,-600.0,51,100,46.6441,2.1439
402,-520.0,43,100,44.7167,2.2363
502,-530.0,43,100,47.3804,2.1106
602,-580.0,48,100,47.0551,2.1252
702,-490.0,40,100,47.5043,2.1051
802,-417.0,44,87,46.2403,2.1626
889,-700.0,60,100,45.4747,1.9132
989,-327.0,39,57,51.0657,1.9583
1046,-530.0,44,100,40.4406,1.4095
1146,-460.0,36,100,45.0718,2.2187
1246,-520.0,42,100,45.0179,2.2213
1346,-770.0,68,100,47.3438,2.1122
1446,-410.0,32,100,47.1616,2.1204
1546,-500.0,40,100,47.8861,2.0883
1646,-400.0,31,100,46.2216,2.1635
1746,-810.0,72,100,47.3922,2.1101
1846,-400.0,30,100,46.6013,2.1459
1946,-770.0,68,100,47.2196,2.1178
2046,-750.0,65,100,45.5791,2.194
2146,-330.0,23,100,47.627,2.0997
2246,-830.0,74,100,47.535,2.1037
2346,-320.0,23,100,47.1976,2.1188
2446,-156.0,19,76,48.6281,2.0564
2522,-141.0,22,31,50.6531,1.5004
2553,-320.0,22,100,32.6024,0.9509
2653,64.0,3,16,55.0004,1.8182
2669,-83.0,15,43,33.1432,0.4828
2712,-795.0,82,95,37.2726,1.1537
2807,-900.0,80,100,47.295,2.0087
2907,-180.0,19,100,46.8616,2.1339
3007,-51.0,14,21,55.1125,1.8145
3028,-880.0,79,100,26.1703,0.8024
3128,-260.0,16,100,48.1658,2.0762
3228,-310.0,22,100,45.5108,2.1973
3328,-260.0,16,100,47.2268,2.1174
3428,-300.0,20,100,46.8129,2.1362
3528,-180.0,8,100,47.2057,2.1184
3628,-270.0,18,100,47.5285,2.104
3728,-290.0,19,100,47.2511,2.1164
3828,-220.0,12,100,47.73,2.0951
3928,-220.0,12,100,47.5774,2.1018
4028,-210.0,11,100,45.8949,2.1789
4128,-270.0,17,100,47.2802,2.1151
4228,-170.0,7,100,47.4033,2.1096
4328,-200.0,10,100,47.008,2.1273
4428,-168.0,22,58,50.5401,1.9786
4486,-93.0,16,43,47.3027,1.2261
4529,-660.0,56,100,36.7111,1.1713
4629,-440.0,34,100,45.6349,2.1913
4729,-120.0,2,100,45.8996,2.1787
4829,-359.0,41,59,50.5427,1.9785
4888,-46.0,13,26,51.3064,1.15
4914,-9.0,8,39,42.1111,0.6174
4953,80.0,2,10,52.1842,0.7474
4963,-80.0,14,50,24.8371,0.4026
5013,-1.0,11,11,56.1542,0.8904
5024,-950.0,85,100,17.7324,0.6203
5124,-350.0,25,100,47.6772,2.0974
5224,-160.0,6,100,47.221,2.1177
5324,-316.0,33,96,47.2938,2.1144
5420,-650.0,55,100,47.8315,2.007
5520,-110.0,1,100,45.5334,2.1962
5620,-110.0,1,100,47.6374,2.0992
5720,-100.0,0,100,46.3573,2.1572
5820,-100.0,0,100,46.5237,2.1494
5920,95.0,1,5,57.421,1.7415
5925,-100.0,0,100,9.6806,0.5165
6025,-110.0,1,100,47.8285,2.0908
6125,-130.0,3,100,45.8491,2.1811
6225,-500.0,40,100,45.6868,2.1888
6325,-110.0,1,100,46.8523,2.1344
6425,-100.0,0,100,46.1244,2.1681
6525,-170.0,7,100,47.8111,2.0916
6625,-110.0,1,100,47.6,2.1008
6725,-110.0,1,100,46.6622,2.1431
6825,-110.0,1,100,45.8679,2.1802
6925,-120.0,2,100,46.6899,2.1418
7025,-100.0,0,100,47.0176,2.1269
7125,-100.0,0,100,46.6063,2.1456
7225,-100.0,0,100,48.2547,2.0723
7325,-100.0,0,100,46.6956,2.1415
7425,-300.0,20,100,46.3355,2.1582
7525,-100.0,1,100,47.5721,2.1021
7625,-120.0,3,100,46.9944,2.1279
7725,-100.0,0,100,46.589,2.1464
7825,-100.0,0,100,46.3657,2.1568
7925,-100.0,0,100,46.6025,2.1458
8025,-110.0,1,100,45.6668,2.1898
8125,-100.0,0,100,46.3429,2.1578
8225,-110.0,1,100,47.8607,2.0894
8325,-100.0,0,100,45.3532,2.2049
8425,-130.0,3,100,47.2492,2.1164
8525,-100.0,0,100,46.9887,2.1282
8625,-280.0,18,100,46.8907,2.1326
8725,-100.0,0,100,46.7341,2.1398
8825,-120.0,2,100,47.6365,2.0992
8925,-100.0,0,100,47.7636,2.0936
9025,-100.0,0,100,47.0097,2.1272
9125,-110.0,1,100,45.8839,2.1794
9225,-300.0,20,100,46.7117,2.1408
9325,-210.0,11,100,46.683,2.1421
9425,-100.0,0,100,47.3651,2.1113
9525,-110.0,1,100,46.9506,2.1299
9625,-110.0,1,100,46.4254,2.154
9725,-100.0,0,100,46.2648,2.1615
9825,-100.0,0,100,47.2924,2.1145
9925,-110.0,1,100,46.9586,2.1295
10025,-110.0,1,100,0.0,0.4016
10125,-320.0,22,100,46.3281,2.1585
10225,-120.0,2,100,46.9194,2.1313
10325,-840.0,74,100,46.3606,2.157
10425,-110.0,1,100,46.087,2.1698
10525,-110.0,1,100,46.4966,2.1507
10625,-100.0,0,100,46.3744,2.1564
10725,-100.0,0,100,46.4999,2.1505
10825,-100.0,0,100,46.3274,2.1585
10925,-340.0,24,100,46.452,2.1528
11025,-386.0,45,46,53.008,1.8865
11071,-100.0,0,100,38.8201,1.185
11171,-190.0,9,100,47.201,2.1186
11271,-140.0,4,100,47.2234,2.1176
11371,-320.0,22,100,46.8661,2.1337
11471,-110.0,1,100,46.9475,2.13
11571,-170.0,7,100,46.7254,2.1402
11671,86.0,2,4,57.7148,1.7327
11675,-150.0,5,100,8.4205,0.475
11775,-120.0,2,100,47.0108,2.1272
11875,-160.0,6,100,46.8361,2.1351
11975,-500.0,40,100,47.162,2.1204
12075,-120.0,2,100,44.6669,2.2388
12175,-100.0,0,100,45.0764,2.2185
12275,-120.0,2,100,47.594,2.1011
12375,-120.0,2,100,47.1185,2.1223
12475,-190.0,9,100,46.1451,2.1671
12575,-240.0,14,100,39.906,2.5059
12675,-210.0,11,100,46.9836,2.1284
12775,12.0,6,38,52.5021,1.9047
12813,-290.0,19,100,35.6316,1.0665
12913,-230.0,13,100,45.7111,2.1877
13013,-480.0,38,100,46.8142,2.1361
13113,-110.0,1,100,47.7402,2.0947
13213,-1000.0,90,100,47.513,2.1047
13313,-310.0,21,100,46.0142,2.1732
13413,-150.0,5,100,47.6187,2.1
13513,-100.0,0,100,46.9767,2.1287
13613,-120.0,2,100,46.1645,2.1662
13713,-110.0,1,100,45.9454,2.1765
13813,-120.0,2,100,47.3591,2.1115
13913,-150.0,5,100,47.4571,2.1072
14013,-160.0,7,100,47.6961,2.0966
14113,-10.0,7,50,50.2314,1.9908
14163,-440.0,34,100,38.7335,1.2909
14263,-420.0,32,100,46.7749,2.1379
14363,-220.0,12,100,46.226,2.1633
14463,-170.0,7,100,47.2307,2.1173
14563,-100.0,0,100,47.2308,2.1173
14663,-100.0,0,100,46.7129,2.1407
14763,-330.0,24,100,45.5317,2.1963
14863,-110.0,1,100,46.644,2.1439
14963,-110.0,1,100,47.4785,2.1062
15063,-220.0,12,100,47.7406,2.0947
15163,-120.0,2,100,44.9899,2.2227
15263,-130.0,3,100,46.9498,2.1299
15363,-130.0,3,100,45.981,2.1748
15463,-260.0,16,100,46.0752,2.1704
15563,-140.0,5,100,46.883,2.133
15663,-120.0,2,100,47.8866,2.0883
15763,-110.0,1,100,47.3859,2.1103
15863,-280.0,18,100,47.8219,2.0911
15963,-250.0,15,100,46.5855,2.1466
16063,-410.0,32,100,43.9421,2.2757
16163,-450.0,36,100,44.6225,2.241
16263,-110.0,1,100,47.2227,2.1176
16363,-100.0,0,100,47.0972,2.1233
16463,-110.0,1,100,47.9397,2.086
16563,-200.0,11,100,47.1896,2.1191
16663,-120.0,3,100,47.6185,2.1
16763,-120.0,3,100,44.4935,2.2475
16863,-110.0,2,100,46.0168,2.1731
16963,-160.0,7,100,47.2469,2.1165
17063,-970.0,88,100,47.4898,2.1057
17163,-180.0,9,100,47.5759,2.1019
17263,-100.0,1,100,47.4329,2.1082
17363,-130.0,4,100,46.8132,2.1361
17463,-100.0,1,100,46.6791,2.1423
17563,-252.0,28,82,47.1863,2.1193
17645,-290.0,19,100,45.8542,1.7883
17745,-120.0,3,100,45.9363,2.1769
17845,-320.0,22,100,48.0637,2.0806
17945,-250.0,15,100,46.2245,2.1634
18045,-110.0,1,100,46.9589,2.1295
18145,-570.0,47,100,46.7518,2.139
18245,-110.0,1,100,46.927,2.131
18345,-290.0,19,100,46.5761,2.147
18445,-790.0,69,100,47.3098,2.1137
18545,-300.0,20,100,46.3183,2.159
18645,-120.0,3,100,46.7944,2.137
18745,-140.0,4,100,47.4628,2.1069
18845,-150.0,5,100,47.5669,2.1023
18945,-390.0,30,100,47.6358,2.0993
19045,-260.0,16,100,47.7772,2.0931
19145,-110.0,1,100,47.1575,2.1206
19245,-850.0,76,100,47.0185,2.1268
19345,-110.0,1,100,46.8996,2.1322
19445,-190.0,10,100,47.6029,2.1007
19545,-150.0,6,100,47.493,2.1056
19645,-310.0,22,100,47.2856,2.1148
19745,-270.0,18,100,47.9107,2.0872
19845,-120.0,3,100,45.8933,2.179
19945,-180.0,8,100,47.0388,2.1259
20045,-270.0,18,100,0.0,0.3976
20145,-170.0,8,100,45.8998,2.1787
20245,-330.0,23,100,46.1747,2.1657
20345,-86.0,11,96,45.7144,2.1875
20441,-240.0,15,100,44.0069,2.1815
20541,-100.0,0,100,45.9625,2.1757
20641,-480.0,39,100,47.5706,2.1021
20741,-180.0,9,100,46.7398,2.1395
20841,-45.0,7,85,46.813,2.1362
20926,-150.0,5,100,45.1889,1.881
21026,-330.0,23,100,46.9794,2.1286
21126,-190.0,10,100,45.9652,2.1756
21226,-345.0,39,75,49.5565,2.0179
21301,-150.0,6,100,44.2726,1.6941
21401,-220.0,12,100,47.6854,2.0971
21501,-160.0,7,100,47.2781,2.1151
21601,-220.0,13,100,46.7643,2.1384
21701,-130.0,3,100,48.3089,2.07
21801,-470.0,38,100,46.7208,2.1404
21901,-130.0,4,100,46.6992,2.1414
22001,-900.0,80,100,47.3505,2.1119
22101,-180.0,9,100,47.1358,2.1215
22201,-380.0,28,100,45.5211,2.1968
22301,-360.0,27,100,47.7402,2.0947
22401,-170.0,8,100,47.2061,2.1184
22501,-120.0,2,100,47.0641,2.1248
22601,42.0,2,48,52.2183,1.915
22649,-350.0,26,100,38.9739,1.2316
22749,-250.0,16,100,46.1677,2.166
22849,-110.0,1,100,46.6174,2.1451
22949,-260.0,17,100,47.5354,2.1037
23049,41.0,5,19,56.2495,1.7778
23068,23.0,5,47,32.9054,0.5774
