env_steps,return,restorations,length,FPS,time
0,-1136.0,67,100,0.0,0.9783
100,-1096.0,69,100,40.9827,2.4401
200,-1049.0,65,100,45.1791,2.2134
300,-1029.0,65,100,48.1514,2.0768
400,-1013.0,63,100,48.0808,2.0798
500,-981.0,61,100,44.4776,2.2483
600,-1038.0,63,100,47.5484,2.1031
700,-1093.0,65,100,47.4388,2.108
800,-987.0,61,100,48.0771,2.08
900,-964.0,60,100,48.6508,2.0555
1000,-1059.0,63,100,47.7872,2.0926
1100,-1005.0,63,100,45.76,2.1853
1200,-1323.0,68,100,48.0137,2.0827
1300,-1044.0,58,100,47.9512,2.0855
1400,-1108.0,62,100,47.8353,2.0905
1500,-1114.0,60,100,48.4294,2.0649
1600,-1049.0,62,100,46.7794,2.1377
1700,-1087.0,57,100,47.2382,2.1169
1800,-1013.0,63,100,45.256,2.2097
1900,-993.0,55,100,51.7264,1.9332
2000,-949.0,61,100,47.8173,2.0913
2100,-1113.0,59,100,47.9297,2.0864
2200,-1096.0,59,100,49.0369,2.0393
2300,-1047.0,58,100,50.2089,1.9917
2400,-994.0,58,100,50.215,1.9914
2500,-946.0,47,100,48.2039,2.0745
2600,-1036.0,57,100,50.8213,1.9677
2700,-1023.0,57,100,51.0176,1.9601
2800,-1111.0,63,100,49.8976,2.0041
2900,-1048.0,56,100,50.0106,1.9996
3000,-1066.0,57,100,51.5164,1.9411
3100,-1064.0,48,100,52.085,1.9199
3200,-1124.0,56,100,50.4581,1.9818
3300,-1172.0,56,100,50.3096,1.9877
3400,-1101.0,58,100,50.7905,1.9689
3500,-870.0,56,100,52.085,1.9199
3600,-1073.0,52,100,51.0019,1.9607
3700,-1013.0,54,100,51.1425,1.9553
3800,-942.0,50,100,50.1413,1.9944
3900,-1011.0,54,100,49.5213,2.0193
4000,-936.0,39,100,51.8091,1.9302
4100,-954.0,49,100,49.1115,2.0362
4200,-937.0,54,100,50.1053,1.9958
4300,-1228.0,56,100,52.0119,1.9226
4400,-1017.0,46,100,52.0658,1.9206
4500,-990.0,53,100,51.0444,1.9591
4600,-1046.0,49,100,49.7129,2.0116
4700,-1037.0,58,100,48.7683,2.0505
4800,-959.0,42,100,50.6774,1.9733
4900,-1062.0,46,100,51.741,1.9327
5000,-1116.0,52,100,49.515,2.0196
5100,-974.0,43,100,52.3402,1.9106
5200,-955.0,48,100,50.0002,2.0
5300,-1022.0,50,100,50.9629,1.9622
5400,-968.0,44,100,49.8561,2.0058
5500,-876.0,38,100,51.2011,1.9531
5600,-963.0,43,100,49.5479,2.0183
5700,-1055.0,49,100,51.3662,1.9468
5800,-996.0,44,100,50.3856,1.9847
5900,-1082.0,45,100,50.0102,1.9996
6000,-950.0,43,100,49.4313,2.023
6100,-975.0,45,100,48.8131,2.0486
6200,-1135.0,52,100,49.7641,2.0095
6300,-841.0,43,100,49.2656,2.0298
6400,-988.0,45,100,50.1128,1.9955
6500,-1049.0,48,100,51.2464,1.9514
6600,-1011.0,46,100,49.2409,2.0308
6700,-1171.0,52,100,49.8816,2.0047
6800,-1019.0,47,100,53.1429,1.8817
6900,-904.0,33,100,50.4408,1.9825
7000,-982.0,44,100,50.5797,1.9771
7100,-1114.0,46,100,51.7417,1.9327
7200,-961.0,42,100,51.772,1.9315
7300,-1066.0,36,100,50.9161,1.964
7400,-1124.0,47,100,50.4918,1.9805
7500,-1152.0,46,100,50.9484,1.9628
7600,-1015.0,44,100,52.1365,1.918
7700,-1021.0,39,100,47.6249,2.0997
7800,-1030.0,41,100,52.5447,1.9031
7900,-941.0,36,100,49.5164,2.0195
8000,-852.0,35,100,43.9855,2.2735
8100,-929.0,44,100,48.2109,2.0742
8200,-1069.0,52,100,49.4881,2.0207
8300,-866.0,39,100,47.8818,2.0885
8400,-899.0,43,100,48.6962,2.0535
8500,-859.0,31,100,48.8329,2.0478
8600,-1018.0,40,100,48.5364,2.0603
8700,-1091.0,45,100,49.3407,2.0267
8800,-972.0,37,100,47.2795,2.1151
8900,-991.0,46,100,48.8316,2.0479
9000,-906.0,35,100,47.3029,2.114
9100,-1016.0,38,100,47.8411,2.0903
9200,-1002.0,42,100,49.4274,2.0232
9300,-1087.0,39,100,48.9724,2.042
9400,-1114.0,42,100,47.3588,2.1115
9500,-1080.0,50,100,48.3547,2.0681
9600,-963.0,43,100,46.2014,2.1644
9700,-960.0,37,100,48.7314,2.0521
9800,-1211.0,63,100,50.7787,1.9693
9900,-1140.0,47,100,47.1435,2.1212
10000,-1042.0,41,100,0.0,0.3953
10100,-1038.0,49,100,47.3137,2.1136
10200,-1011.0,47,100,48.0419,2.0815
10300,-927.0,37,100,47.3978,2.1098
10400,-974.0,31,100,48.5771,2.0586
10500,-832.0,31,100,48.1826,2.0754
10600,-932.0,34,100,48.9618,2.0424
10700,-995.0,39,100,45.743,2.1861
10800,-1102.0,37,100,48.8443,2.0473
10900,-870.0,30,100,47.7156,2.0958
11000,-1061.0,41,100,48.2423,2.0729
11100,-1016.0,34,100,48.8033,2.049
11200,-1002.0,39,100,48.7434,2.0516
11300,-1019.0,28,100,48.2327,2.0733
11400,-1084.0,32,100,47.5646,2.1024
11500,-975.0,34,100,48.5578,2.0594
11600,-904.0,26,100,48.4447,2.0642
11700,-889.0,21,100,48.9261,2.0439
11800,-1031.0,28,100,48.9768,2.0418
11900,-891.0,34,100,48.5649,2.0591
12000,-868.0,15,100,49.0685,2.038
12100,-975.0,36,100,48.8947,2.0452
12200,-949.0,28,100,51.0564,1.9586
12300,-1017.0,34,100,49.5456,2.0183
12400,-1118.0,41,100,50.7553,1.9702
12500,-961.0,32,100,50.6788,1.9732
12600,-1077.0,36,100,51.3744,1.9465
12700,-1120.0,37,100,50.143,1.9943
12800,-953.0,41,100,50.0422,1.9983
12900,-1127.0,25,100,52.1462,1.9177
13000,-1120.0,20,100,51.4608,1.9432
13100,-1060.0,27,100,49.8764,2.005
13200,-1093.0,31,100,49.3879,2.0248
13300,-1123.0,48,100,49.8662,2.0054
13400,-861.0,22,100,50.1925,1.9923
13500,-984.0,28,100,49.1013,2.0366
13600,-772.0,18,100,52.7074,1.8973
13700,-987.0,29,100,49.3273,2.0273
13800,-1171.0,38,100,50.5282,1.9791
13900,-954.0,15,100,49.4244,2.0233
14000,-1027.0,25,100,49.0006,2.0408
14100,-999.0,27,100,47.3621,2.1114
14200,-1048.0,27,100,46.836,2.1351
14300,-1198.0,42,100,48.5149,2.0612
14400,-900.0,31,100,50.296,1.9882
14500,-978.0,41,100,52.4404,1.9069
14600,-895.0,25,100,48.6557,2.0553
14700,-1085.0,22,100,48.147,2.077
14800,-988.0,23,100,49.3576,2.026
14900,-1119.0,43,100,48.989,2.0413
15000,-1171.0,40,100,50.5131,1.9797
15100,-1176.0,21,100,50.5676,1.9776
