env_steps,return,restorations,infiltrations,length,FPS,time
0,-58.4,44,808,100,0.0,0.8076
100,-62.05,54,617,100,203.6517,0.491
200,-78.75,62,683,100,198.7145,0.5032
300,-60.35,52,539,100,466.7048,0.2143
400,-72.45,45,885,100,496.9001,0.2013
500,-66.1,44,854,100,510.0047,0.1961
600,-59.6,61,380,100,490.2156,0.204
700,-58.9,47,606,100,502.8737,0.1989
800,-71.75,51,711,100,487.7024,0.205
900,-77.4,68,456,100,357.9109,0.2794
1000,-76.6,64,512,100,3.4467,29.0129
1100,-58.05,45,801,100,28.5624,3.5011
1200,-63.85,41,885,100,32.2342,3.1023
1300,-70.7,61,486,100,47.5311,2.1039
1400,-66.5,62,438,100,37.159,2.6911
1500,-61.15,48,723,100,27.8596,3.5894
1600,-71.7,58,618,100,31.1147,3.2139
1700,-78.25,59,741,100,47.8688,2.089
1800,-66.6,43,852,100,52.2826,1.9127
1900,-49.4,40,696,100,47.8398,2.0903
2000,-71.1,56,650,100,47.7597,2.0938
2100,-54.4,49,660,100,49.8736,2.0051
2200,-68.3,57,602,100,30.2863,3.3018
2300,-61.95,58,415,100,25.0564,3.991
2400,-78.15,56,631,100,23.1905,4.3121
2500,-74.2,64,508,100,31.3421,3.1906
2600,-72.2,55,668,100,31.2032,3.2048
2700,-59.45,47,725,100,26.9554,3.7098
2800,-59.95,57,519,100,38.6922,2.5845
2900,-60.9,52,550,100,43.1542,2.3173
3000,-54.05,47,733,100,41.7647,2.3944
3100,-69.5,52,630,100,47.0941,2.1234
3200,-52.5,42,802,100,43.9943,2.273
3300,-61.6,49,712,100,49.6782,2.013
3400,-72.85,56,689,100,45.7486,2.1859
3500,-78.35,52,763,100,29.3919,3.4023
3600,-57.75,36,939,100,26.9787,3.7066
3700,-59.65,44,741,100,27.0823,3.6925
3800,-69.1,55,638,100,26.3232,3.7989
3900,-80.0,61,552,100,35.4504,2.8208
4000,-71.0,54,664,100,40.2808,2.4826
4100,-75.85,48,849,100,32.2573,3.1001
4200,-70.8,51,736,100,32.2887,3.0971
4300,-72.9,49,794,100,33.2288,3.0094
4400,-58.25,43,833,100,30.3109,3.2992
4500,-79.25,66,493,100,33.3861,2.9953
4600,-72.7,59,522,100,30.3536,3.2945
4700,-67.7,53,646,100,29.455,3.395
4800,-71.05,53,701,100,30.2279,3.3082
4900,-59.8,36,888,100,31.167,3.2085
5000,-69.95,53,655,100,32.1893,3.1066
5100,-66.45,56,545,100,32.2735,3.0985
5200,-67.35,53,675,100,32.388,3.0876
5300,-61.9,55,594,100,33.3134,3.0018
5400,-63.1,48,634,100,32.263,3.0995
5500,-65.95,43,823,100,31.1386,3.2115
5600,-72.7,55,586,100,31.3113,3.1937
