env_steps,return,restorations,length,FPS,time
0,-981.0,536,100,0.0,0.6997
100,-999.0,574,100,42.5756,2.3488
200,-951.0,531,100,49.3452,2.0265
300,-1006.0,616,100,47.9449,2.0857
400,-954.0,589,100,49.3911,2.0247
500,-897.0,517,100,48.7392,2.0517
600,-911.0,541,100,49.9277,2.0029
700,-952.0,587,100,48.7289,2.0522
800,-1010.0,675,100,49.5267,2.0191
900,-956.0,646,100,48.9432,2.0432
1000,-989.0,634,100,48.0837,2.0797
1100,-979.0,644,100,49.686,2.0126
1200,-1059.0,724,100,48.5863,2.0582
1300,-995.0,675,100,49.323,2.0275
1400,-1015.0,685,100,48.5005,2.0618
1500,-971.0,651,100,48.6534,2.0554
1600,-946.0,641,100,49.891,2.0044
1700,-1115.0,870,100,48.6506,2.0555
1800,-960.0,680,100,49.0443,2.039
1900,-1056.0,766,100,49.4759,2.0212
2000,-977.0,677,100,49.7409,2.0104
2100,-1090.0,865,100,48.6436,2.0558
2200,-1141.0,886,100,49.0258,2.0397
2300,-977.0,757,100,50.2795,1.9889
2400,-1012.0,762,100,49.0743,2.0377
2500,-1031.0,771,100,48.967,2.0422
2600,-1006.0,766,100,49.3535,2.0262
2700,-1218.0,1048,100,48.7282,2.0522
2800,-1216.0,1051,100,48.9209,2.0441
2900,-1076.0,896,100,47.9914,2.0837
3000,-1182.0,1002,100,48.8629,2.0465
3100,-1199.0,1044,100,48.4627,2.0634
3200,-1188.0,1018,100,48.8675,2.0463
3300,-1231.0,1091,100,49.701,2.012
3400,-1146.0,981,100,49.1851,2.0331
3500,-1177.0,1082,100,48.7937,2.0494
3600,-1170.0,1050,100,47.9735,2.0845
3700,-1171.0,1031,100,49.2258,2.0315
3800,-1207.0,1097,100,49.6164,2.0155
3900,-1331.0,906,100,47.2358,2.117
4000,-1221.0,1111,100,49.1567,2.0343
4100,-1253.0,1138,100,49.1113,2.0362
4200,-1359.0,879,100,47.2208,2.1177
4300,-1193.0,1133,100,50.063,1.9975
4400,-1224.0,1179,100,48.2484,2.0726
4500,-1239.0,1114,100,44.1423,2.2654
