env_steps,return,invalid_actions,length,FPS,time
0,0.3,0.02,100,0.0,2.5409
100,0.0,0.01,100,44.5226,2.2461
200,0.1,0.02,100,27.6038,3.6227
300,0.1,0.0,100,52.8008,1.8939
