env_steps,critic_loss,q,raw_critic_grad_norm,critic_grad_norm,critic_seq_grad_norm
1000,0.6436,-0.8515,0.263,0.1192,0.2383
1100,0.5605,-1.3158,0.3465,0.2247,0.4947
1200,0.5467,-1.3961,0.5253,0.0595,0.125
1300,0.5349,-1.4523,0.4467,0.0677,0.1168
1400,0.532,-1.4921,0.6509,0.1158,0.265
1500,0.5093,-1.5247,0.552,0.2437,0.5715
1600,0.5066,-1.5694,0.495,0.1089,0.2158
1700,0.5022,-1.613,0.4854,0.1061,0.2205
1800,0.4929,-1.6567,0.5082,0.0784,0.1682
1900,0.497,-1.71,0.8594,0.0832,0.2005
2000,0.492,-1.7831,0.7581,0.2121,0.5203
2100,0.4867,-1.8453,0.9543,0.2355,0.5936
2200,0.4834,-1.8932,1.192,0.3292,0.8586
2300,0.4871,-1.9527,1.3503,0.36,0.9609
2400,0.4779,-1.9928,1.4716,0.3917,0.9893
2500,0.4827,-2.0209,1.6607,0.0956,0.1828
2600,0.4814,-2.056,1.358,0.2478,0.6353
2700,0.4753,-2.0778,1.8433,0.188,0.459
2800,0.4834,-2.1005,2.0161,0.3044,0.7827
2900,0.4915,-2.1073,4.122,0.4926,1.3123
3000,0.4849,-2.1357,2.7277,0.4685,1.3189
3100,0.478,-2.1638,2.7812,0.4755,1.3169
3200,0.4784,-2.1918,3.3657,0.4839,1.3049
3300,0.4755,-2.228,4.6132,0.4766,1.3103
3400,0.4775,-2.249,3.9292,0.2437,0.6176
3500,0.4772,-2.2869,4.0325,0.4731,1.3067
3600,0.4719,-2.3069,3.5257,0.4604,1.2913
3700,0.4753,-2.3254,5.9056,0.4664,1.2956
3800,0.473,-2.3647,5.2095,0.4587,1.3028
3900,0.481,-2.364,7.3118,0.4865,1.2917
4000,0.4783,-2.4228,7.1777,0.46,1.3054
4100,0.4847,-2.4511,10.0892,0.4701,1.2632
4200,0.4827,-2.4807,6.1124,0.4608,1.2833
4300,0.4768,-2.5247,7.4865,0.4564,1.2941
4400,0.4787,-2.5728,8.7802,0.4566,1.289
4500,0.4857,-2.5882,10.6883,0.4667,1.2979
