env_steps,critic_loss,q1
100,1.7234,-0.1401
200,1.3435,-0.6349
300,1.1803,-0.7448
400,1.1521,-0.7654
500,1.0001,-0.9054
600,1.0667,-0.9338
700,1.0337,-0.9364
800,0.9982,-0.9464
900,1.0677,-0.9017
1000,1.0439,-0.9196
1100,1.086,-0.9135
1200,1.0794,-0.9139
1300,1.1421,-0.8731
1400,1.0921,-0.8926
1500,1.0148,-0.9337
1600,1.0627,-0.9443
1700,1.1437,-0.8532
1800,1.0799,-0.9369
1900,1.0988,-0.9029
2000,1.1582,-0.8762
2100,1.1324,-0.884
2200,1.1624,-0.8524
2300,1.1452,-0.8928
2400,1.0997,-0.8901
2500,1.1523,-0.9076
2600,1.1402,-0.8686
2700,1.1266,-0.8707
2800,1.2193,-0.8353
2900,1.159,-0.8542
3000,1.1607,-0.8858
3100,1.1637,-0.8597
3200,1.1722,-0.8547
3300,1.1291,-0.895
3400,1.1768,-0.8802
3500,1.1203,-0.9053
3600,1.1389,-0.91
3700,1.1309,-0.9039
3800,1.1186,-0.893
3900,1.1543,-0.9176
4000,1.1182,-0.9008
4100,1.1334,-0.916
4200,1.1385,-0.8881
4300,1.1525,-0.9016
4400,1.2006,-0.8797
4500,1.1239,-0.8907
4600,1.1747,-0.8899
4700,1.1725,-0.8574
4800,1.1733,-0.8673
4900,1.1571,-0.8862
5000,1.1453,-0.8987
5100,1.1922,-0.8809
5200,1.1259,-0.9107
5300,1.1815,-0.868
5400,1.214,-0.8696
5500,1.2276,-0.792
5600,1.1753,-0.8673
5700,1.1598,-0.8759
5800,1.2329,-0.8358
5900,1.2014,-0.8646
6000,1.2026,-0.8375
6100,1.1434,-0.9049
6200,1.1747,-0.8631
6300,1.1575,-0.8858
6400,1.18,-0.8958
6500,1.2017,-0.8506
6600,1.1433,-0.8781
6700,1.1634,-0.9083
6800,1.169,-0.9094
6900,1.1538,-0.8815
7000,1.2,-0.8517
7100,1.1701,-0.8911
7200,1.1323,-0.9269
7300,1.1661,-0.8945
7400,1.1846,-0.8711
7500,1.1283,-0.9139
7600,1.1453,-0.8862
7700,1.1653,-0.8961
7800,1.1933,-0.8715
7900,1.1805,-0.8771
8000,1.1791,-0.8746
8100,1.2023,-0.8524
8200,1.1485,-0.9138
