env_steps,return,restorations,infiltrations,length,FPS,time
0,-77.65,61,561,100,0.0,0.0317
100,-51.05,30,937,100,3001.6131,0.0333
200,-82.7,63,654,100,3229.9655,0.031
300,-70.45,62,497,100,3254.2238,0.0307
400,-80.95,57,619,100,3214.9376,0.0311
500,-72.1,62,586,100,3222.5949,0.031
600,-64.85,40,897,100,3039.8574,0.0329
700,-45.55,34,787,100,3072.21,0.0326
800,-80.6,58,744,100,3138.4625,0.0319
900,-75.65,65,501,100,2931.2554,0.0342
1000,-72.3,50,818,100,28.5134,3.5071
1100,-73.9,61,618,100,160.8477,0.6217
1200,-71.8,56,620,100,150.865,0.6628
1300,-70.7,64,522,100,160.6989,0.6223
1400,-76.85,58,669,100,161.1348,0.6206
1500,-71.4,54,696,100,150.7009,0.6636
1600,-70.7,50,758,100,162.0318,0.6172
1700,-57.45,48,629,100,162.8009,0.6143
1800,-77.0,51,748,100,162.6116,0.615
1900,-69.9,56,566,100,153.1846,0.6528
2000,-68.0,52,720,100,163.5287,0.6115
2100,-59.45,50,705,100,162.8986,0.6139
2200,-77.6,64,508,100,161.6793,0.6185
2300,-59.15,51,591,100,151.2433,0.6612
2400,-64.55,43,779,100,161.9615,0.6174
2500,-61.0,51,620,100,163.5057,0.6116
2600,-71.05,53,729,100,165.0443,0.6059
2700,-64.35,53,683,100,165.6387,0.6037
2800,-65.95,50,779,100,152.4017,0.6562
2900,-71.2,56,656,100,162.7657,0.6144
3000,-65.25,53,605,100,163.2342,0.6126
3100,-59.55,50,619,100,163.9233,0.61
3200,-73.45,61,573,100,164.3132,0.6086
3300,-74.05,61,569,100,152.5673,0.6555
3400,-61.75,46,771,100,162.494,0.6154
3500,-77.45,50,837,100,162.9477,0.6137
3600,-74.5,55,674,100,161.7017,0.6184
3700,-73.0,62,468,100,152.7237,0.6548
3800,-50.95,35,903,100,160.1491,0.6244
3900,-75.45,55,637,100,160.3847,0.6235
4000,-69.4,60,528,100,152.7108,0.6548
4100,-64.9,47,798,100,160.5429,0.6229
4200,-71.2,54,692,100,161.2478,0.6202
4300,-62.45,49,585,100,150.5676,0.6642
4400,-60.85,46,717,100,161.6709,0.6185
4500,-66.7,58,606,100,163.3483,0.6122
4600,-46.35,36,819,100,152.4349,0.656
4700,-75.0,56,688,100,160.7761,0.622
4800,-72.4,56,656,100,149.1739,0.6704
4900,-71.85,51,749,100,161.9943,0.6173
5000,-67.55,43,855,100,162.9841,0.6136
5100,-70.7,61,550,100,162.354,0.6159
5200,-68.5,50,806,100,164.9633,0.6062
