env_steps,return,invalid_actions,length,FPS,time
6600,0.0,0.01,100,135.7651,0.7366
6700,0.0,0.0,100,136.7013,0.7315
6800,0.0,0.0,100,135.7386,0.7367
6900,0.0,0.0,100,135.0311,0.7406
7000,0.0,0.02,100,0.0,0.0496
7100,0.0,0.0,100,137.3607,0.728
7200,0.0,0.0,100,136.6993,0.7315
7300,0.0,0.0,100,137.0979,0.7294
7400,0.0,0.0,100,137.6088,0.7267
7500,0.0,0.01,100,138.471,0.7222
7600,0.0,0.0,100,139.0822,0.719
7700,0.0,0.0,100,139.1602,0.7186
7800,0.0,0.0,100,140.9272,0.7096
7900,0.0,0.0,100,133.962,0.7465
8000,0.0,0.0,100,0.0,0.0511
8100,0.0,0.0,100,120.1714,0.8321
8200,0.0,0.0,100,133.7009,0.7479
8300,0.0,0.0,100,132.0917,0.7571
8400,0.0,0.0,100,128.9699,0.7754
8500,0.0,0.0,100,121.3022,0.8244
8600,0.0,0.0,100,123.966,0.8067
8700,0.0,0.0,100,138.1794,0.7237
8800,0.0,0.0,100,122.8888,0.8137
8900,0.0,0.01,100,124.2617,0.8048
9000,0.0,0.03,100,0.0,0.053
9100,0.0,0.0,100,124.1032,0.8058
9200,0.0,0.02,100,122.0891,0.8191
9300,0.0,0.01,100,129.6026,0.7716
9400,0.0,0.0,100,130.9595,0.7636
9500,0.0,0.01,100,130.8022,0.7645
9600,0.0,0.0,100,132.2447,0.7562
9700,0.0,0.0,100,127.1205,0.7867
9800,0.0,0.0,100,125.7539,0.7952
9900,0.0,0.01,100,134.1072,0.7457
10000,0.0,0.0,100,0.0,0.0495
10100,0.0,0.0,100,138.9076,0.7199
10200,0.0,0.0,100,135.132,0.74
10300,0.0,0.0,100,131.1103,0.7627
10400,0.0,0.0,100,135.0155,0.7407
10500,0.0,0.02,100,139.0918,0.719
10600,0.0,0.0,100,135.9176,0.7357
10700,0.0,0.0,100,124.8996,0.8006
10800,0.0,0.01,100,138.6157,0.7214
10900,0.0,0.0,100,122.9818,0.8131
11000,0.0,0.0,100,0.0,0.0572
11100,0.0,0.01,100,123.3479,0.8107
11200,0.0,0.0,100,130.3222,0.7673
11300,0.0,0.01,100,134.4129,0.744
11400,0.0,0.0,100,139.9848,0.7144
11500,0.0,0.0,100,139.7623,0.7155
11600,0.0,0.0,100,138.5078,0.722
11700,0.0,0.02,100,140.5061,0.7117
11800,0.0,0.0,100,140.998,0.7092
11900,0.0,0.0,100,141.2557,0.7079
12000,0.0,0.01,100,0.0,0.0487
12100,0.0,0.0,100,141.3102,0.7077
12200,0.0,0.0,100,139.9093,0.7147
12300,0.0,0.01,100,140.2151,0.7132
12400,0.0,0.01,100,140.0478,0.714
12500,0.0,0.0,100,136.8537,0.7307
12600,0.0,0.01,100,140.2027,0.7133
12700,0.0,0.0,100,138.0208,0.7245
12800,0.0,0.0,100,138.1773,0.7237
12900,0.0,0.0,100,139.6534,0.7161
13000,0.0,0.0,100,0.0,0.0484
13100,0.0,0.0,100,140.6194,0.7111
13200,0.0,0.0,100,139.3239,0.7178
13300,0.0,0.0,100,139.8625,0.715
13400,0.0,0.0,100,140.0232,0.7142
13500,0.0,0.0,100,140.6082,0.7112
13600,0.0,0.0,100,138.7324,0.7208
13700,0.0,0.0,100,140.1289,0.7136
13800,0.0,0.0,100,139.2691,0.718
13900,0.0,0.0,100,139.0968,0.7189
14000,0.0,0.0,100,0.0,0.0471
14100,0.0,0.0,100,139.2953,0.7179
14200,0.0,0.0,100,139.8605,0.715
14300,0.0,0.0,100,140.0814,0.7139
14400,0.0,0.0,100,140.6238,0.7111
14500,0.0,0.0,100,139.4765,0.717
14600,0.0,0.0,100,138.7207,0.7209
14700,0.0,0.0,100,139.8772,0.7149
14800,0.0,0.0,100,138.3853,0.7226
14900,0.0,0.0,100,139.6519,0.7161
15000,0.0,0.0,100,0.0,0.0486
15100,0.0,0.0,100,139.1661,0.7186
15200,0.0,0.0,100,140.0158,0.7142
15300,0.0,0.0,100,139.1688,0.7186
15400,0.0,0.0,100,139.6906,0.7159
15500,0.0,0.0,100,140.026,0.7142
15600,0.0,0.0,100,139.3027,0.7179
15700,0.0,0.0,100,139.9317,0.7146
15800,0.0,0.0,100,139.0836,0.719
15900,0.0,0.0,100,138.4888,0.7221
16000,0.0,0.0,100,0.0,0.0475
16100,0.0,0.0,100,138.9164,0.7199
16200,0.0,0.0,100,140.2599,0.713
16300,0.0,0.0,100,140.1432,0.7136
16400,0.0,0.0,100,140.2914,0.7128
16500,0.0,0.0,100,139.265,0.7181
16600,0.0,0.0,100,139.501,0.7168
16700,0.0,0.0,100,139.2692,0.718
16800,0.0,0.0,100,139.3375,0.7177
16900,0.0,0.0,100,140.2513,0.713
17000,0.0,0.0,100,0.0,0.0473
17100,0.0,0.0,100,139.5699,0.7165
17200,0.0,0.0,100,139.1353,0.7187
17300,0.0,0.0,100,139.3186,0.7178
17400,0.0,0.0,100,139.9245,0.7147
17500,0.0,0.0,100,138.0447,0.7244
17600,0.0,0.0,100,139.1301,0.7188
17700,0.0,0.0,100,139.967,0.7145
17800,0.0,0.0,100,139.4615,0.717
17900,0.0,0.0,100,138.8184,0.7204
18000,0.0,0.0,100,0.0,0.0483
18100,0.0,0.0,100,137.262,0.7285
18200,0.0,0.0,100,138.9092,0.7199
18300,0.0,0.0,100,138.8953,0.72
18400,0.0,0.0,100,137.7809,0.7258
18500,0.0,0.0,100,138.6555,0.7212
18600,0.0,0.0,100,138.8067,0.7204
18700,0.0,0.0,100,139.0417,0.7192
18800,0.0,0.0,100,138.8947,0.72
18900,0.0,0.0,100,137.9098,0.7251
19000,0.0,0.0,100,0.0,0.0473
19100,0.0,0.0,100,139.7352,0.7156
19200,0.0,0.0,100,139.4709,0.717
19300,0.0,0.0,100,139.375,0.7175
19400,0.0,0.0,100,136.8695,0.7306
19500,0.0,0.0,100,139.0059,0.7194
19600,0.0,0.0,100,138.2774,0.7232
19700,0.0,0.0,100,137.5859,0.7268
19800,0.0,0.0,100,138.8437,0.7202
19900,0.0,0.0,100,138.3786,0.7227
20000,0.0,0.0,100,0.0,0.0473
20100,0.0,0.0,100,138.7028,0.721
20200,0.0,0.0,100,140.2696,0.7129
20300,0.0,0.0,100,140.2598,0.713
20400,0.0,0.0,100,138.4079,0.7225
20500,0.0,0.0,100,137.5035,0.7273
20600,0.0,0.0,100,138.1538,0.7238
20700,0.0,0.0,100,137.5134,0.7272
20800,0.0,0.0,100,138.0321,0.7245
20900,0.0,0.0,100,139.2707,0.718
21000,0.0,0.0,100,0.0,0.047
21100,0.0,0.0,100,138.2707,0.7232
21200,0.0,0.0,100,138.5848,0.7216
21300,0.0,0.0,100,138.89,0.72
21400,0.0,0.0,100,138.5053,0.722
21500,0.0,0.0,100,138.9342,0.7198
21600,0.0,0.0,100,136.5635,0.7323
21700,0.0,0.0,100,139.372,0.7175
21800,0.0,0.0,100,139.1081,0.7189
21900,0.0,0.0,100,137.9703,0.7248
22000,0.0,0.0,100,0.0,0.0473
22100,0.0,0.0,100,134.2421,0.7449
22200,0.0,0.0,100,133.6183,0.7484
22300,0.0,0.0,100,130.8188,0.7644
22400,0.0,0.0,100,138.9742,0.7196
22500,0.0,0.0,100,130.8792,0.7641
22600,0.0,0.0,100,121.7712,0.8212
22700,0.0,0.0,100,132.3326,0.7557
22800,0.0,0.0,100,134.2125,0.7451
22900,0.0,0.0,100,128.2138,0.7799
23000,0.0,0.0,100,0.0,0.0508
23100,0.0,0.0,100,127.4999,0.7843
23200,0.0,0.0,100,137.5376,0.7271
23300,0.0,0.0,100,130.6949,0.7651
23400,0.0,0.0,100,136.9646,0.7301
23500,0.0,0.0,100,137.8437,0.7255
23600,0.0,0.0,100,137.0082,0.7299
23700,0.0,0.0,100,137.5775,0.7269
23800,0.0,0.0,100,137.8347,0.7255
23900,0.0,0.0,100,136.0607,0.735
24000,0.0,0.0,100,0.0,0.0473
24100,0.0,0.0,100,138.1355,0.7239
24200,0.0,0.0,100,136.9161,0.7304
24300,0.0,0.0,100,136.4679,0.7328
24400,0.0,0.0,100,138.2602,0.7233
24500,0.0,0.0,100,137.4282,0.7277
24600,0.0,0.0,100,137.5829,0.7268
24700,0.0,0.0,100,137.4766,0.7274
24800,0.0,0.0,100,131.029,0.7632
24900,0.0,0.0,100,136.4545,0.7328
25000,0.0,0.0,100,0.0,0.05
25100,0.0,0.0,100,128.7341,0.7768
25200,0.0,0.0,100,126.8622,0.7883
25300,0.0,0.0,100,126.4777,0.7907
25400,0.0,0.0,100,127.1035,0.7868
25500,0.0,0.0,100,121.7269,0.8215
25600,0.0,0.0,100,135.5129,0.7379
25700,0.0,0.0,100,133.5661,0.7487
25800,0.0,0.0,100,133.2145,0.7507
25900,0.0,0.0,100,123.6343,0.8088
26000,0.0,0.0,100,0.0,0.0485
26100,0.0,0.0,100,127.5218,0.7842
26200,0.0,0.0,100,135.7858,0.7365
26300,0.0,0.0,100,137.427,0.7277
26400,0.0,0.0,100,140.1836,0.7134
26500,0.0,0.0,100,137.9225,0.725
26600,0.0,0.0,100,138.7709,0.7206
26700,0.0,0.0,100,138.2988,0.7231
26800,0.0,0.0,100,137.7938,0.7257
26900,0.0,0.0,100,138.4873,0.7221
27000,0.0,0.0,100,0.0,0.0476
27100,0.0,0.0,100,137.8379,0.7255
27200,0.0,0.0,100,136.0002,0.7353
27300,0.0,0.0,100,137.4833,0.7274
27400,0.0,0.0,100,136.6568,0.7318
27500,0.0,0.0,100,138.2714,0.7232
27600,0.0,0.0,100,137.621,0.7266
27700,0.0,0.0,100,137.5847,0.7268
27800,0.0,0.0,100,137.8272,0.7255
27900,0.0,0.0,100,137.3379,0.7281
28000,0.0,0.0,100,0.0,0.0474
28100,0.0,0.0,100,137.7331,0.726
28200,0.0,0.0,100,137.4695,0.7274
28300,0.0,0.0,100,138.11,0.7241
28400,0.0,0.0,100,137.8635,0.7254
28500,0.0,0.0,100,138.37,0.7227
28600,0.0,0.0,100,134.4861,0.7436
28700,0.0,0.0,100,120.6255,0.829
28800,0.0,0.0,100,122.4882,0.8164
28900,0.0,0.0,100,131.4434,0.7608
29000,0.0,0.0,100,0.0,0.0508
29100,0.0,0.0,100,132.4912,0.7548
29200,0.0,0.0,100,127.8695,0.782
29300,0.0,0.0,100,128.4612,0.7784
29400,0.0,0.0,100,130.7785,0.7647
29500,0.0,0.0,100,127.9752,0.7814
29600,0.0,0.0,100,131.0979,0.7628
29700,0.0,0.0,100,137.1917,0.7289
29800,0.0,0.0,100,135.8698,0.736
29900,0.0,0.0,100,137.2053,0.7288
30000,0.0,0.0,100,0.0,0.0481
30100,0.0,0.0,100,136.9603,0.7301
30200,0.0,0.0,100,137.3277,0.7282
30300,0.0,0.0,100,135.6101,0.7374
30400,0.0,0.0,100,136.9484,0.7302
30500,0.0,0.0,100,134.1443,0.7455
30600,0.0,0.0,100,134.425,0.7439
30700,0.0,0.0,100,133.0762,0.7515
30800,0.0,0.0,100,136.9807,0.73
30900,0.0,0.0,100,137.3511,0.7281
31000,0.0,0.0,100,0.0,0.0488
31100,0.0,0.0,100,128.2763,0.7796
31200,0.0,0.0,100,128.7444,0.7767
31300,0.0,0.0,100,135.537,0.7378
31400,0.0,0.0,100,129.7892,0.7705
31500,0.0,0.0,100,126.1983,0.7924
31600,0.0,0.0,100,117.8124,0.8488
31700,0.0,0.0,100,120.8315,0.8276
31800,0.0,0.0,100,123.9689,0.8067
31900,0.0,0.0,100,125.3976,0.7975
32000,0.0,0.0,100,0.0,0.0487
32100,0.0,0.0,100,133.5798,0.7486
32200,0.0,0.0,100,132.7586,0.7532
32300,0.0,0.0,100,136.5001,0.7326
32400,0.0,0.0,100,137.3519,0.7281
32500,0.0,0.0,100,138.2627,0.7233
32600,0.0,0.0,100,139.0173,0.7193
32700,0.0,0.0,100,139.0585,0.7191
32800,0.0,0.0,100,135.6315,0.7373
32900,0.0,0.0,100,136.5858,0.7321
33000,0.0,0.0,100,0.0,0.0499
33100,0.0,0.0,100,135.3878,0.7386
33200,0.0,0.0,100,119.1227,0.8395
33300,0.0,0.0,100,128.7204,0.7769
33400,0.0,0.0,100,136.2186,0.7341
33500,0.0,0.0,100,130.11,0.7686
33600,0.0,0.0,100,126.1205,0.7929
33700,0.0,0.0,100,126.6114,0.7898
33800,0.0,0.0,100,136.4311,0.733
33900,0.0,0.0,100,136.2745,0.7338
34000,0.0,0.0,100,0.0,0.0472
34100,0.0,0.0,100,135.6692,0.7371
34200,0.0,0.0,100,136.8577,0.7307
34300,0.0,0.0,100,137.0056,0.7299
34400,0.0,0.0,100,136.3931,0.7332
34500,0.0,0.0,100,136.9849,0.73
34600,0.0,0.0,100,136.9906,0.73
34700,0.0,0.0,100,137.1774,0.729
34800,0.0,0.0,100,136.3836,0.7332
34900,0.0,0.0,100,136.7063,0.7315
35000,0.0,0.0,100,0.0,0.0477
35100,0.0,0.0,100,136.059,0.735
35200,0.0,0.0,100,136.1524,0.7345
35300,0.0,0.0,100,135.1722,0.7398
35400,0.0,0.0,100,135.2828,0.7392
35500,0.0,0.0,100,136.679,0.7316
35600,0.0,0.0,100,136.3933,0.7332
35700,0.0,0.0,100,136.6551,0.7318
35800,0.0,0.0,100,136.708,0.7315
35900,0.0,0.0,100,136.093,0.7348
36000,0.0,0.0,100,0.0,0.0472
36100,0.0,0.0,100,136.4318,0.733
36200,0.0,0.0,100,136.8146,0.7309
36300,0.0,0.0,100,136.2023,0.7342
36400,0.0,0.0,100,136.0473,0.735
36500,0.0,0.0,100,136.3981,0.7331
36600,0.0,0.0,100,136.4903,0.7327
36700,0.0,0.0,100,136.1635,0.7344
36800,0.0,0.0,100,135.6396,0.7372
36900,0.0,0.0,100,136.576,0.7322
37000,0.0,0.0,100,0.0,0.0476
37100,0.0,0.0,100,134.2873,0.7447
37200,0.0,0.0,100,135.5028,0.738
37300,0.0,0.0,100,135.492,0.7381
37400,0.0,0.0,100,135.6972,0.7369
37500,0.0,0.0,100,136.069,0.7349
37600,0.0,0.0,100,136.6428,0.7318
37700,0.0,0.0,100,136.1148,0.7347
37800,0.0,0.0,100,136.2781,0.7338
37900,0.0,0.0,100,136.2547,0.7339
38000,0.0,0.0,100,0.0,0.0471
38100,0.0,0.0,100,135.8429,0.7361
38200,0.0,0.0,100,136.2339,0.734
38300,0.0,0.0,100,135.7407,0.7367
38400,0.0,0.0,100,136.5587,0.7323
38500,0.0,0.0,100,135.8485,0.7361
38600,0.0,0.0,100,133.8029,0.7474
38700,0.0,0.0,100,135.1074,0.7402
38800,0.0,0.0,100,136.0139,0.7352
38900,0.0,0.0,100,135.4857,0.7381
39000,0.0,0.0,100,0.0,0.0475
39100,0.0,0.0,100,135.5216,0.7379
39200,0.0,0.0,100,135.8663,0.736
39300,0.0,0.0,100,135.3072,0.7391
39400,0.0,0.0,100,135.4751,0.7381
39500,0.0,0.0,100,136.0054,0.7353
39600,0.0,0.0,100,134.2318,0.745
39700,0.0,0.0,100,135.0999,0.7402
39800,0.0,0.0,100,135.6022,0.7375
39900,0.0,0.0,100,139.941,0.7146
40000,0.0,0.0,100,0.0,0.0471
40100,0.0,0.0,100,134.8563,0.7415
40200,0.0,0.0,100,135.5676,0.7376
40300,0.0,0.0,100,135.1945,0.7397
40400,0.0,0.0,100,135.9974,0.7353
40500,0.0,0.0,100,135.4102,0.7385
40600,0.0,0.0,100,135.8507,0.7361
40700,0.0,0.0,100,135.6237,0.7373
40800,0.0,0.0,100,135.4503,0.7383
40900,0.0,0.0,100,134.9134,0.7412
41000,0.0,0.0,100,0.0,0.0472
41100,0.0,0.0,100,134.4341,0.7439
41200,0.0,0.0,100,134.6831,0.7425
41300,0.0,0.0,100,134.9808,0.7408
41400,0.0,0.0,100,134.9031,0.7413
41500,0.0,0.0,100,135.6091,0.7374
41600,0.0,0.0,100,134.8379,0.7416
41700,0.0,0.0,100,134.9202,0.7412
41800,0.0,0.0,100,134.7229,0.7423
41900,0.0,0.0,100,134.8167,0.7418
42000,0.0,0.0,100,0.0,0.0474
42100,0.0,0.0,100,135.6331,0.7373
42200,0.0,0.0,100,135.24,0.7394
42300,0.0,0.0,100,134.2765,0.7447
42400,0.0,0.0,100,135.1224,0.7401
42500,0.0,0.0,100,134.2657,0.7448
42600,0.0,0.0,100,134.9943,0.7408
42700,0.0,0.0,100,134.6368,0.7427
42800,0.0,0.0,100,134.5064,0.7435
42900,0.0,0.0,100,135.0063,0.7407
43000,0.0,0.0,100,0.0,0.0474
43100,0.0,0.0,100,134.3685,0.7442
43200,0.0,0.0,100,133.8584,0.7471
43300,0.0,0.0,100,134.8916,0.7413
43400,0.0,0.0,100,133.9913,0.7463
43500,0.0,0.0,100,134.8325,0.7417
43600,0.0,0.0,100,135.4691,0.7382
43700,0.0,0.0,100,135.0295,0.7406
43800,0.0,0.0,100,135.4146,0.7385
43900,0.0,0.0,100,134.1702,0.7453
44000,0.0,0.0,100,0.0,0.0475
44100,0.0,0.0,100,134.2076,0.7451
44200,0.0,0.0,100,134.8539,0.7415
44300,0.0,0.0,100,134.0925,0.7458
44400,0.0,0.0,100,134.3961,0.7441
44500,0.0,0.0,100,134.0179,0.7462
44600,0.0,0.0,100,135.1996,0.7396
44700,0.0,0.0,100,134.7275,0.7422
44800,0.0,0.0,100,134.5005,0.7435
44900,0.0,0.0,100,134.4845,0.7436
45000,0.0,0.0,100,0.0,0.0473
45100,0.0,0.0,100,134.874,0.7414
45200,0.0,0.0,100,134.533,0.7433
45300,0.0,0.0,100,134.7858,0.7419
45400,0.0,0.0,100,134.3962,0.7441
45500,0.0,0.0,100,134.9877,0.7408
45600,0.0,0.0,100,134.3335,0.7444
45700,0.0,0.0,100,134.4401,0.7438
45800,0.0,0.0,100,134.4577,0.7437
45900,0.0,0.0,100,133.9113,0.7468
46000,0.0,0.0,100,0.0,0.0471
46100,0.0,0.0,100,134.1922,0.7452
46200,0.0,0.0,100,134.3347,0.7444
46300,0.0,0.0,100,134.8777,0.7414
46400,0.0,0.0,100,134.1704,0.7453
46500,0.0,0.0,100,134.5218,0.7434
46600,0.0,0.0,100,133.7824,0.7475
46700,0.0,0.0,100,134.9746,0.7409
46800,0.0,0.0,100,134.5904,0.743
46900,0.0,0.0,100,134.411,0.744
47000,0.0,0.0,100,0.0,0.0473
47100,0.0,0.0,100,133.2276,0.7506
47200,0.0,0.0,100,134.2641,0.7448
47300,0.0,0.0,100,133.0854,0.7514
47400,0.0,0.0,100,134.0626,0.7459
47500,0.0,0.0,100,133.4369,0.7494
47600,0.0,0.0,100,133.5612,0.7487
47700,0.0,0.0,100,134.0173,0.7462
47800,0.0,0.0,100,134.4287,0.7439
47900,0.0,0.0,100,134.1659,0.7453
48000,0.0,0.0,100,0.0,0.0472
48100,0.0,0.0,100,134.0977,0.7457
48200,0.0,0.0,100,134.9202,0.7412
48300,0.0,0.0,100,125.5035,0.7968
48400,0.0,0.0,100,123.6178,0.8089
48500,0.0,0.0,100,125.1207,0.7992
48600,0.0,0.0,100,121.7342,0.8215
48700,0.0,0.0,100,126.8379,0.7884
48800,0.0,0.0,100,123.5825,0.8092
48900,0.0,0.0,100,123.8878,0.8072
49000,0.0,0.0,100,0.0,0.0487
49100,0.0,0.0,100,133.6068,0.7485
49200,0.0,0.0,100,128.2375,0.7798
49300,0.0,0.0,100,130.0404,0.769
49400,0.0,0.0,100,125.4142,0.7974
49500,0.0,0.0,100,124.9598,0.8003
49600,0.0,0.0,100,131.4482,0.7608
49700,0.0,0.0,100,129.1765,0.7741
49800,0.0,0.0,100,134.7162,0.7423
49900,0.0,0.0,100,133.5205,0.749
