env_steps,critic_loss,q1
1000,44.4466,-32.6293
1100,56.1935,-64.1583
1200,60.6789,-68.5763
1300,70.3833,-72.4999
1400,70.1785,-76.0653
1500,71.916,-78.8827
1600,73.7933,-81.8097
1700,83.5081,-84.5088
1800,84.8385,-87.0474
1900,102.8126,-89.1705
2000,86.1309,-91.5263
2100,93.0676,-93.2619
2200,113.5268,-94.6521
2300,101.8399,-96.3175
2400,120.3726,-97.1686
2500,127.431,-98.1385
2600,119.589,-99.5761
2700,116.7849,-100.857
2800,123.9532,-101.2739
2900,135.3587,-102.0128
3000,97.6808,-103.1325
3100,119.7185,-103.6378
3200,152.8729,-104.0995
3300,118.5517,-105.1639
3400,117.0882,-106.3105
3500,124.1756,-106.7908
3600,136.3598,-107.4292
3700,136.397,-108.0044
3800,131.9025,-108.8552
3900,123.5683,-108.988
4000,146.005,-109.8565
4100,130.1275,-110.0335
4200,132.6136,-110.835
4300,126.4818,-111.5154
4400,112.8318,-111.9532
4500,139.7872,-112.3685
4600,107.2191,-112.8221
4700,138.9624,-112.9408
4800,149.2615,-112.9972
4900,125.8241,-113.3053
5000,124.7314,-113.104
5100,127.5849,-113.0541
5200,149.439,-112.8398
5300,140.3549,-113.5857
5400,110.646,-113.7874
5500,118.8001,-114.6472
5600,118.138,-114.8897
5700,134.5758,-115.1402
5800,133.2815,-115.3522
5900,106.2404,-116.0048
6000,142.1058,-115.7412
6100,156.4905,-115.6697
6200,135.679,-116.1
6300,127.6649,-115.9403
6400,138.7873,-115.9478
6500,155.3239,-115.4737
6600,129.7293,-116.1423
6700,146.5885,-116.302
6800,138.6888,-116.5504
6900,128.7882,-116.9151
7000,125.7985,-117.5861
7100,140.6535,-117.5302
7200,172.84,-117.423
7300,130.0907,-117.8974
7400,135.6507,-118.3451
7500,120.3488,-118.3175
7600,165.3262,-117.7397
7700,141.7918,-118.0369
7800,147.2213,-118.0212
7900,137.6657,-118.1679
8000,144.3014,-118.4507
8100,124.0612,-118.8573
8200,134.1453,-119.2328
8300,175.0924,-118.4241
8400,152.0082,-118.6061
8500,166.2042,-118.6617
8600,158.2925,-118.9802
8700,137.9037,-119.2653
8800,139.4873,-119.5143
8900,163.2624,-119.3664
9000,153.7651,-119.3997
9100,139.0521,-119.796
9200,159.2384,-119.978
9300,166.6694,-119.9461
9400,131.5736,-119.9119
